condition,policy,switch_latency,n,safe_success_mean,safe_success_ci95,final_success_mean,harmful_contact_mean,harmful_contact_ci95,late_switch_mean,late_switch_ci95,early_false_switch_mean,early_false_switch_ci95,deadline_violation_mean,deadline_violation_ci95,avoidable_lateness_mean,impulse_mean,expected_cost_mean,impulse_p90,expected_cost_p90
high_noise,risk_no_deadline,0.08,192,0.723958,0.063234,0.708333,0.265625,0.062474,0.21875,0.058476,0.213542,0.057968,0.114583,0.045055,0.0,0.444406,1.538326,1.188132,6.828258
high_noise,risk_no_deadline,0.12,192,0.520833,0.070664,0.5,0.473958,0.070629,0.427083,0.069969,0.192708,0.055792,0.364583,0.068082,0.005208,0.734136,2.771728,1.622615,6.862895
high_noise,risk_no_deadline,0.16,192,0.416667,0.069736,0.401042,0.583333,0.069736,0.5625,0.070171,0.114583,0.045055,0.505208,0.070722,0.0,0.940426,3.541152,1.711796,7.54202
high_noise,risk_no_deadline,0.2,192,0.364583,0.068082,0.375,0.635417,0.068082,0.614583,0.068843,0.078125,0.037961,0.619792,0.068666,0.005208,1.043155,3.815893,1.78272,7.564403
high_noise,risk_no_margin,0.04,192,0.75,0.06125,0.734375,0.234375,0.05992,0.177083,0.053997,0.244792,0.060819,0.005208,0.010182,0.0,0.395828,1.369687,1.063855,6.827013
high_noise,risk_no_margin,0.08,192,0.6875,0.065564,0.682292,0.302083,0.064949,0.260417,0.062077,0.208333,0.057446,0.104167,0.04321,0.0,0.50093,1.780272,1.302954,6.839959
high_noise,risk_no_margin,0.12,192,0.5,0.070725,0.484375,0.494792,0.070722,0.4375,0.070171,0.182292,0.054612,0.317708,0.065857,0.0,0.759737,2.832065,1.638395,6.85805
high_noise,risk_no_margin,0.16,192,0.416667,0.069736,0.40625,0.578125,0.069857,0.5625,0.070171,0.114583,0.045055,0.46875,0.070587,0.0,0.935304,3.536063,1.721022,7.544516
high_noise,risk_no_margin,0.2,192,0.369792,0.068285,0.354167,0.630208,0.068285,0.609375,0.069013,0.078125,0.037961,0.552083,0.070341,0.0,1.038292,3.777257,1.781038,7.567239
late_cue,calibrated_deadline_guard,0.04,192,0.5,0.070725,0.479167,0.5,0.070725,0.5,0.070725,0.015625,0.017543,0.484375,0.070691,0.057292,0.789814,3.056229,1.571582,6.819992
late_cue,calibrated_deadline_guard,0.08,192,0.276042,0.063234,0.276042,0.723958,0.063234,0.723958,0.063234,0.010417,0.014361,0.713542,0.063951,0.041667,1.068237,4.370147,1.644965,7.528035
late_cue,calibrated_deadline_guard,0.12,192,0.1875,0.05521,0.197917,0.8125,0.05521,0.8125,0.05521,0.0,0.0,0.8125,0.05521,0.020833,1.220255,4.92277,1.687038,7.548379
late_cue,calibrated_deadline_guard,0.16,192,0.166667,0.052716,0.161458,0.833333,0.052716,0.833333,0.052716,0.0,0.0,0.833333,0.052716,0.0,1.285412,5.056374,1.740518,7.551199
late_cue,calibrated_deadline_guard,0.2,192,0.166667,0.052716,0.166667,0.833333,0.052716,0.833333,0.052716,0.0,0.0,0.833333,0.052716,0.0,1.322571,5.063063,1.810712,7.556554
late_cue,deadline_threshold,0.04,192,0.5,0.070725,0.479167,0.5,0.070725,0.5,0.070725,0.020833,0.020203,0.479167,0.070664,0.088542,0.793184,3.062044,1.584083,6.834073
late_cue,deadline_threshold,0.08,192,0.286458,0.063951,0.291667,0.713542,0.063951,0.713542,0.063951,0.010417,0.014361,0.703125,0.064626,0.036458,1.058728,4.315832,1.632716,7.535038
late_cue,deadline_threshold,0.12,192,0.192708,0.055792,0.182292,0.807292,0.055792,0.807292,0.055792,0.0,0.0,0.807292,0.055792,0.036458,1.213842,4.888023,1.686895,7.543472
late_cue,deadline_threshold,0.16,192,0.166667,0.052716,0.177083,0.833333,0.052716,0.833333,0.052716,0.0,0.0,0.833333,0.052716,0.010417,1.281569,5.055682,1.74231,7.546168
late_cue,deadline_threshold,0.2,192,0.166667,0.052716,0.15625,0.833333,0.052716,0.833333,0.052716,0.0,0.0,0.833333,0.052716,0.0,1.326524,5.063774,1.796684,7.562686
late_cue,distance_only,0.04,192,0.369792,0.068285,0.395833,0.614583,0.068843,0.46875,0.070587,0.630208,0.068285,0.0,0.0,0.0,0.694792,3.316208,1.160638,6.856776
late_cue,distance_only,0.08,192,0.333333,0.066681,0.34375,0.645833,0.06765,0.5,0.070725,0.666667,0.066681,0.0,0.0,0.0,0.732903,3.456922,1.195545,6.84379
late_cue,distance_only,0.12,192,0.333333,0.066681,0.359375,0.640625,0.067871,0.5,0.070725,0.666667,0.066681,0.0,0.0,0.0,0.740286,3.454084,1.201954,6.852657
late_cue,distance_only,0.16,192,0.333333,0.066681,0.338542,0.65625,0.067183,0.5,0.070725,0.666667,0.066681,0.0,0.0,0.0,0.764705,3.47098,1.23791,6.85529
late_cue,distance_only,0.2,192,0.333333,0.066681,0.359375,0.661458,0.066936,0.5,0.070725,0.666667,0.066681,0.0,0.0,0.0,0.788547,3.479438,1.278714,6.853549
late_cue,posterior_fixed,0.04,192,0.447917,0.070341,0.447917,0.552083,0.070341,0.552083,0.070341,0.0,0.0,0.557292,0.07026,0.15625,0.86321,3.41319,1.59244,7.520314
late_cue,posterior_fixed,0.08,192,0.223958,0.05897,0.234375,0.776042,0.05897,0.776042,0.05897,0.0,0.0,0.776042,0.05897,0.098958,1.14285,4.723161,1.628865,7.538898
late_cue,posterior_fixed,0.12,192,0.171875,0.053365,0.1875,0.828125,0.053365,0.828125,0.053365,0.0,0.0,0.828125,0.053365,0.057292,1.231991,5.023581,1.685396,7.542072
late_cue,posterior_fixed,0.16,192,0.166667,0.052716,0.161458,0.833333,0.052716,0.833333,0.052716,0.0,0.0,0.833333,0.052716,0.010417,1.287659,5.056778,1.742681,7.554455
late_cue,posterior_fixed,0.2,192,0.166667,0.052716,0.166667,0.833333,0.052716,0.833333,0.052716,0.0,0.0,0.838542,0.052047,0.0,1.32211,5.06298,1.776688,7.558378
late_cue,risk_guard,0.04,192,0.536458,0.070537,0.510417,0.453125,0.070414,0.421875,0.069857,0.098958,0.042238,0.364583,0.068082,0.005208,0.7093,2.666996,1.55979,6.829611
late_cue,risk_guard,0.08,192,0.322917,0.066141,0.322917,0.677083,0.066141,0.677083,0.066141,0.026042,0.022527,0.651042,0.067421,0.0,1.023942,4.130664,1.624906,7.532679
late_cue,risk_guard,0.12,192,0.234375,0.05992,0.229167,0.765625,0.05992,0.765625,0.05992,0.0,0.0,0.765625,0.05992,0.0,1.158623,4.631729,1.67806,7.541287
late_cue,risk_guard,0.16,192,0.177083,0.053997,0.177083,0.822917,0.053997,0.822917,0.053997,0.005208,0.010182,0.817708,0.054612,0.0,1.263043,4.982035,1.739929,7.545281
late_cue,risk_guard,0.2,192,0.166667,0.052716,0.161458,0.833333,0.052716,0.833333,0.052716,0.0,0.0,0.833333,0.052716,0.0,1.325663,5.063619,1.788375,7.559851
late_cue,risk_no_cost,0.04,192,0.536458,0.070537,0.515625,0.463542,0.070537,0.421875,0.069857,0.098958,0.042238,0.364583,0.068082,0.005208,0.713804,2.676141,1.543821,6.81028
late_cue,risk_no_cost,0.08,192,0.322917,0.066141,0.317708,0.677083,0.066141,0.677083,0.066141,0.026042,0.022527,0.651042,0.067421,0.0,1.026838,4.131185,1.667879,7.528748
late_cue,risk_no_cost,0.12,192,0.234375,0.05992,0.223958,0.765625,0.05992,0.765625,0.05992,0.0,0.0,0.765625,0.05992,0.0,1.166124,4.633079,1.706762,7.536818
late_cue,risk_no_cost,0.16,192,0.177083,0.053997,0.182292,0.822917,0.053997,0.822917,0.053997,0.005208,0.010182,0.817708,0.054612,0.0,1.263553,4.982127,1.728736,7.554868
late_cue,risk_no_cost,0.2,192,0.166667,0.052716,0.1875,0.833333,0.052716,0.833333,0.052716,0.0,0.0,0.833333,0.052716,0.0,1.321365,5.062846,1.796735,7.553239
late_cue,risk_no_deadline,0.04,192,0.604167,0.069174,0.59375,0.390625,0.069013,0.348958,0.067421,0.114583,0.045055,0.375,0.06848,0.0,0.612359,2.220902,1.48396,6.730032
late_cue,risk_no_deadline,0.08,192,0.322917,0.066141,0.322917,0.677083,0.066141,0.677083,0.066141,0.026042,0.022527,0.6875,0.065564,0.0,1.025196,4.13089,1.646492,7.531387
late_cue,risk_no_deadline,0.12,192,0.234375,0.05992,0.234375,0.765625,0.05992,0.765625,0.05992,0.0,0.0,0.791667,0.057446,0.0,1.16837,4.633483,1.69106,7.540512
late_cue,risk_no_deadline,0.16,192,0.177083,0.053997,0.177083,0.822917,0.053997,0.822917,0.053997,0.005208,0.010182,0.859375,0.049173,0.0,1.264018,4.982211,1.729547,7.551643
late_cue,risk_no_deadline,0.2,192,0.166667,0.052716,0.166667,0.833333,0.052716,0.833333,0.052716,0.0,0.0,0.890625,0.044148,0.0,1.330958,5.064573,1.807657,7.564197
late_cue,risk_no_margin,0.04,192,0.526042,0.070629,0.536458,0.453125,0.070414,0.421875,0.069857,0.119792,0.045932,0.354167,0.06765,0.0,0.708037,2.67927,1.542382,6.792079
late_cue,risk_no_margin,0.08,192,0.322917,0.066141,0.322917,0.677083,0.066141,0.677083,0.066141,0.026042,0.022527,0.651042,0.067421,0.0,1.020643,4.13007,1.657638,7.534865
late_cue,risk_no_margin,0.12,192,0.234375,0.05992,0.239583,0.765625,0.05992,0.765625,0.05992,0.0,0.0,0.765625,0.05992,0.0,1.166755,4.633193,1.682537,7.535285
late_cue,risk_no_margin,0.16,192,0.177083,0.053997,0.177083,0.822917,0.053997,0.822917,0.053997,0.005208,0.010182,0.817708,0.054612,0.0,1.26652,4.982661,1.741079,7.554101
late_cue,risk_no_margin,0.2,192,0.166667,0.052716,0.177083,0.833333,0.052716,0.833333,0.052716,0.0,0.0,0.833333,0.052716,0.0,1.330596,5.064507,1.804644,7.567888
normal,calibrated_deadline_guard,0.04,192,0.963542,0.026512,0.9375,0.036458,0.026512,0.020833,0.020203,0.036458,0.026512,0.0,0.0,0.005208,0.213727,0.205138,0.245631,0.044216
normal,calibrated_deadline_guard,0.08,192,0.921875,0.037961,0.854167,0.078125,0.037961,0.072917,0.036777,0.046875,0.029899,0.03125,0.024611,0.015625,0.264462,0.51427,0.258665,0.046559
normal,calibrated_deadline_guard,0.12,192,0.713542,0.063951,0.677083,0.28125,0.063598,0.28125,0.063598,0.026042,0.022527,0.260417,0.062077,0.046875,0.557399,1.716998,1.621505,5.944775
normal,calibrated_deadline_guard,0.16,192,0.526042,0.070629,0.536458,0.473958,0.070629,0.463542,0.070537,0.03125,0.024611,0.442708,0.07026,0.036458,0.823548,2.835999,1.70608,6.754002
normal,calibrated_deadline_guard,0.2,192,0.453125,0.070414,0.442708,0.546875,0.070414,0.546875,0.070414,0.005208,0.010182,0.541667,0.070479,0.026042,0.952541,3.306614,1.784921,6.770666
normal,deadline_threshold,0.04,192,0.932292,0.035539,0.901042,0.067708,0.035539,0.041667,0.028266,0.067708,0.035539,0.0,0.0,0.0,0.230821,0.361339,0.247802,0.044602
normal,deadline_threshold,0.08,192,0.895833,0.04321,0.869792,0.104167,0.04321,0.088542,0.040183,0.072917,0.036777,0.03125,0.024611,0.020833,0.286167,0.634583,0.695766,1.74524
normal,deadline_threshold,0.12,192,0.713542,0.063951,0.697917,0.286458,0.063951,0.28125,0.063598,0.03125,0.024611,0.255208,0.061669,0.052083,0.564931,1.716791,1.591465,5.945909
normal,deadline_threshold,0.16,192,0.510417,0.07071,0.505208,0.484375,0.070691,0.46875,0.070587,0.0625,0.03424,0.427083,0.069969,0.03125,0.829849,2.876977,1.72021,6.770981
normal,deadline_threshold,0.2,192,0.46875,0.070587,0.453125,0.53125,0.070587,0.53125,0.070587,0.020833,0.020203,0.510417,0.07071,0.026042,0.926161,3.237542,1.752579,6.7694
normal,distance_only,0.04,192,0.984375,0.017543,0.947917,0.015625,0.017543,0.015625,0.017543,0.015625,0.017543,0.0,0.0,0.005208,0.198102,0.139564,0.237885,0.042818
normal,distance_only,0.08,192,0.838542,0.052047,0.822917,0.161458,0.052047,0.104167,0.04321,0.161458,0.052047,0.0,0.0,0.005208,0.325193,0.873118,1.002278,5.258539
normal,distance_only,0.12,192,0.625,0.06848,0.619792,0.369792,0.068285,0.28125,0.063598,0.375,0.06848,0.0,0.0,0.015625,0.536432,2.134058,1.299914,6.888255
normal,distance_only,0.16,192,0.510417,0.07071,0.505208,0.489583,0.07071,0.369792,0.068285,0.489583,0.07071,0.0,0.0,0.0,0.642175,2.678352,1.284622,6.87368
normal,distance_only,0.2,192,0.46875,0.070587,0.46875,0.53125,0.070587,0.390625,0.069013,0.53125,0.070587,0.0,0.0,0.005208,0.683751,2.825419,1.274581,6.87212
normal,posterior_fixed,0.04,192,0.979167,0.020203,0.932292,0.020833,0.020203,0.015625,0.017543,0.020833,0.020203,0.0,0.0,0.005208,0.201657,0.149579,0.238158,0.042869
normal,posterior_fixed,0.08,192,0.958333,0.028266,0.921875,0.041667,0.028266,0.036458,0.026512,0.020833,0.020203,0.0625,0.03424,0.015625,0.228824,0.288845,0.245843,0.044251
normal,posterior_fixed,0.12,192,0.651042,0.067421,0.630208,0.348958,0.067421,0.338542,0.066936,0.015625,0.017543,0.348958,0.067421,0.125,0.645341,2.098713,1.635575,6.737365
normal,posterior_fixed,0.16,192,0.484375,0.070691,0.46875,0.515625,0.070691,0.510417,0.07071,0.020833,0.020203,0.494792,0.070722,0.09375,0.883542,3.129871,1.729619,6.781818
normal,posterior_fixed,0.2,192,0.411458,0.069608,0.395833,0.588542,0.069608,0.588542,0.069608,0.005208,0.010182,0.583333,0.069736,0.083333,1.017334,3.612026,1.746866,7.560836
normal,risk_guard,0.04,192,0.807292,0.055792,0.791667,0.1875,0.05521,0.109375,0.044148,0.192708,0.055792,0.0,0.0,0.0,0.334573,0.913609,0.928311,5.613333
normal,risk_guard,0.08,192,0.760417,0.060375,0.739583,0.234375,0.05992,0.15625,0.05136,0.239583,0.060375,0.0,0.0,0.0,0.380268,1.225219,1.035781,6.823954
normal,risk_guard,0.12,192,0.671875,0.066415,0.661458,0.328125,0.066415,0.270833,0.062859,0.171875,0.053365,0.15625,0.05136,0.0,0.540158,1.78577,1.538489,6.357898
normal,risk_guard,0.16,192,0.463542,0.070537,0.463542,0.53125,0.070587,0.484375,0.070691,0.151042,0.050652,0.385417,0.068843,0.0,0.83858,3.052767,1.737577,6.817055
normal,risk_guard,0.2,192,0.427083,0.069969,0.416667,0.567708,0.070074,0.546875,0.070414,0.09375,0.04123,0.479167,0.070664,0.0,0.952509,3.415462,1.778196,7.473504
normal,risk_no_cost,0.04,192,0.807292,0.055792,0.807292,0.171875,0.053365,0.109375,0.044148,0.192708,0.055792,0.0,0.0,0.0,0.32829,0.899977,0.927152,5.612247
normal,risk_no_cost,0.08,192,0.760417,0.060375,0.755208,0.21875,0.058476,0.15625,0.05136,0.239583,0.060375,0.0,0.0,0.0,0.37857,1.212413,1.004741,6.830714
normal,risk_no_cost,0.12,192,0.671875,0.066415,0.666667,0.328125,0.066415,0.270833,0.062859,0.171875,0.053365,0.15625,0.05136,0.0,0.543665,1.786401,1.467402,6.361505
normal,risk_no_cost,0.16,192,0.463542,0.070537,0.463542,0.536458,0.070537,0.484375,0.070691,0.151042,0.050652,0.385417,0.068843,0.0,0.837207,3.056687,1.693078,6.836789
normal,risk_no_cost,0.2,192,0.427083,0.069969,0.416667,0.572917,0.069969,0.546875,0.070414,0.09375,0.04123,0.479167,0.070664,0.0,0.947018,3.418641,1.745794,7.486612
normal,risk_no_deadline,0.04,192,0.807292,0.055792,0.8125,0.177083,0.053997,0.109375,0.044148,0.192708,0.055792,0.0,0.0,0.0,0.326104,0.903751,0.872867,5.618336
normal,risk_no_deadline,0.08,192,0.760417,0.060375,0.734375,0.229167,0.059451,0.15625,0.05136,0.239583,0.060375,0.0,0.0,0.0,0.390766,1.222942,1.035014,6.827722
normal,risk_no_deadline,0.12,192,0.703125,0.064626,0.692708,0.296875,0.064626,0.239583,0.060375,0.177083,0.053997,0.171875,0.053365,0.0,0.493438,1.604444,1.415288,6.282624
normal,risk_no_deadline,0.16,192,0.463542,0.070537,0.4375,0.53125,0.070587,0.484375,0.070691,0.151042,0.050652,0.432292,0.070074,0.0,0.844086,3.053758,1.682584,6.841504
normal,risk_no_deadline,0.2,192,0.427083,0.069969,0.416667,0.567708,0.070074,0.546875,0.070414,0.09375,0.04123,0.515625,0.070691,0.0,0.953553,3.41565,1.754293,7.473091
normal,risk_no_margin,0.04,192,0.802083,0.056358,0.776042,0.1875,0.05521,0.114583,0.045055,0.197917,0.056358,0.0,0.0,0.0,0.338678,0.942212,0.989136,5.626399
normal,risk_no_margin,0.08,192,0.739583,0.062077,0.75,0.25,0.06125,0.177083,0.053997,0.260417,0.062077,0.0,0.0,0.0,0.403902,1.357598,1.071727,6.840521
normal,risk_no_margin,0.12,192,0.666667,0.066681,0.635417,0.328125,0.066415,0.270833,0.062859,0.177083,0.053997,0.15625,0.05136,0.0,0.538401,1.790662,1.500797,6.352436
normal,risk_no_margin,0.16,192,0.463542,0.070537,0.46875,0.53125,0.070587,0.484375,0.070691,0.151042,0.050652,0.385417,0.068843,0.0,0.836207,3.05234,1.692173,6.834419
normal,risk_no_margin,0.2,192,0.421875,0.069857,0.390625,0.578125,0.069857,0.546875,0.070414,0.098958,0.042238,0.479167,0.070664,0.0,0.954078,3.429287,1.771907,7.488865
weak_cue,calibrated_deadline_guard,0.04,192,0.526042,0.070629,0.53125,0.473958,0.070629,0.447917,0.070341,0.046875,0.029899,0.427083,0.069969,0.151042,0.725202,2.71387,1.517959,6.723027
weak_cue,calibrated_deadline_guard,0.08,192,0.364583,0.068082,0.375,0.630208,0.068285,0.625,0.06848,0.020833,0.020203,0.614583,0.068843,0.078125,0.963245,3.762967,1.631951,7.523071
weak_cue,calibrated_deadline_guard,0.12,192,0.260417,0.062077,0.270833,0.739583,0.062077,0.734375,0.062474,0.015625,0.017543,0.723958,0.063234,0.036458,1.129453,4.438979,1.681707,7.545656
weak_cue,calibrated_deadline_guard,0.16,192,0.25,0.06125,0.239583,0.75,0.06125,0.75,0.06125,0.005208,0.010182,0.744792,0.061669,0.015625,1.180456,4.525503,1.762527,7.5519
weak_cue,calibrated_deadline_guard,0.2,192,0.203125,0.056909,0.197917,0.796875,0.056909,0.796875,0.056909,0.0,0.0,0.796875,0.056909,0.041667,1.268987,4.808365,1.76063,7.5551
weak_cue,deadline_threshold,0.04,192,0.557292,0.07026,0.552083,0.442708,0.07026,0.411458,0.069608,0.052083,0.03143,0.390625,0.069013,0.145833,0.680831,2.529059,1.485872,6.712489
weak_cue,deadline_threshold,0.08,192,0.395833,0.069174,0.390625,0.604167,0.069174,0.588542,0.069608,0.036458,0.026512,0.567708,0.070074,0.067708,0.930233,3.583848,1.623201,7.457665
weak_cue,deadline_threshold,0.12,192,0.260417,0.062077,0.270833,0.739583,0.062077,0.729167,0.062859,0.036458,0.026512,0.703125,0.064626,0.0625,1.115865,4.432106,1.648258,7.539584
weak_cue,deadline_threshold,0.16,192,0.25,0.06125,0.244792,0.75,0.06125,0.75,0.06125,0.010417,0.014361,0.739583,0.062077,0.026042,1.175842,4.529881,1.725466,7.551551
weak_cue,deadline_threshold,0.2,192,0.203125,0.056909,0.203125,0.796875,0.056909,0.796875,0.056909,0.005208,0.010182,0.791667,0.057446,0.057292,1.283938,4.816265,1.809096,7.559753
weak_cue,distance_only,0.04,192,0.489583,0.07071,0.473958,0.484375,0.070691,0.369792,0.068285,0.5,0.070725,0.010417,0.014361,0.015625,0.620781,2.831272,1.226651,7.652387
weak_cue,distance_only,0.08,192,0.380208,0.068666,0.390625,0.619792,0.068666,0.479167,0.070664,0.609375,0.069013,0.010417,0.014361,0.0,0.752617,3.525054,1.31142,7.656463
weak_cue,distance_only,0.12,192,0.333333,0.066681,0.333333,0.661458,0.066936,0.505208,0.070722,0.666667,0.066681,0.0,0.0,0.0,0.778945,3.647763,1.255596,6.877896
weak_cue,distance_only,0.16,192,0.359375,0.067871,0.359375,0.640625,0.067871,0.479167,0.070664,0.630208,0.068285,0.010417,0.014361,0.0,0.767436,3.463138,1.288352,6.880314
weak_cue,distance_only,0.2,192,0.328125,0.066415,0.322917,0.666667,0.066681,0.505208,0.070722,0.671875,0.066415,0.0,0.0,0.0,0.799948,3.570292,1.274518,6.875057
weak_cue,posterior_fixed,0.04,192,0.390625,0.069013,0.411458,0.604167,0.069174,0.59375,0.069471,0.020833,0.020203,0.614583,0.068843,0.338542,0.909664,3.706969,1.563374,7.508099
weak_cue,posterior_fixed,0.08,192,0.296875,0.064626,0.296875,0.703125,0.064626,0.703125,0.064626,0.0,0.0,0.729167,0.062859,0.182292,1.058999,4.259631,1.636276,7.54002
weak_cue,posterior_fixed,0.12,192,0.208333,0.057446,0.21875,0.791667,0.057446,0.786458,0.057968,0.005208,0.010182,0.786458,0.057968,0.119792,1.193258,4.800984,1.667703,7.543575
weak_cue,posterior_fixed,0.16,192,0.192708,0.055792,0.182292,0.807292,0.055792,0.807292,0.055792,0.0,0.0,0.838542,0.052047,0.083333,1.25861,4.903372,1.733387,7.547464
weak_cue,posterior_fixed,0.2,192,0.171875,0.053365,0.166667,0.828125,0.053365,0.828125,0.053365,0.0,0.0,0.84375,0.05136,0.088542,1.318629,5.03553,1.773949,7.55439
