condition,policy,switch_latency,n,safe_success_mean,safe_success_ci95,final_success_mean,harmful_contact_mean,harmful_contact_ci95,late_switch_mean,late_switch_ci95,early_false_switch_mean,early_false_switch_ci95,deadline_violation_mean,deadline_violation_ci95,avoidable_lateness_mean,impulse_mean,expected_cost_mean,impulse_p90,expected_cost_p90
weak_cue,risk_guard,0.04,192,0.614583,0.068843,0.609375,0.375,0.06848,0.302083,0.064949,0.234375,0.05992,0.151042,0.050652,0.0,0.550784,2.068933,1.392785,6.818301
weak_cue,risk_guard,0.08,192,0.427083,0.069969,0.411458,0.572917,0.069969,0.541667,0.070479,0.109375,0.044148,0.463542,0.070537,0.0,0.865424,3.379735,1.628479,6.852959
weak_cue,risk_guard,0.12,192,0.291667,0.064294,0.270833,0.708333,0.064294,0.6875,0.065564,0.09375,0.04123,0.614583,0.068843,0.0,1.057584,4.218491,1.687833,7.551547
weak_cue,risk_guard,0.16,192,0.265625,0.062474,0.265625,0.734375,0.062474,0.723958,0.063234,0.03125,0.024611,0.703125,0.064626,0.0,1.151459,4.395544,1.722822,7.553798
weak_cue,risk_guard,0.2,192,0.255208,0.061669,0.244792,0.744792,0.061669,0.739583,0.062077,0.020833,0.020203,0.723958,0.063234,0.0,1.200932,4.47398,1.789993,7.558902
weak_cue,risk_no_cost,0.04,192,0.614583,0.068843,0.583333,0.369792,0.068285,0.302083,0.064949,0.234375,0.05992,0.151042,0.050652,0.0,0.549839,2.064596,1.391099,6.821634
weak_cue,risk_no_cost,0.08,192,0.427083,0.069969,0.40625,0.5625,0.070171,0.541667,0.070479,0.109375,0.044148,0.463542,0.070537,0.0,0.859123,3.370267,1.615597,6.853894
weak_cue,risk_no_cost,0.12,192,0.291667,0.064294,0.286458,0.703125,0.064626,0.6875,0.065564,0.09375,0.04123,0.614583,0.068843,0.0,1.058576,4.214502,1.673941,7.538227
weak_cue,risk_no_cost,0.16,192,0.265625,0.062474,0.276042,0.734375,0.062474,0.723958,0.063234,0.03125,0.024611,0.703125,0.064626,0.0,1.144576,4.394305,1.737914,7.549899
weak_cue,risk_no_cost,0.2,192,0.255208,0.061669,0.239583,0.739583,0.062077,0.739583,0.062077,0.020833,0.020203,0.723958,0.063234,0.0,1.200077,4.469659,1.819509,7.563321
weak_cue,risk_no_deadline,0.04,192,0.645833,0.06765,0.651042,0.333333,0.066681,0.270833,0.062859,0.255208,0.061669,0.171875,0.053365,0.0,0.499893,1.902481,1.299238,6.823334
weak_cue,risk_no_deadline,0.08,192,0.432292,0.070074,0.421875,0.557292,0.07026,0.536458,0.070537,0.119792,0.045932,0.510417,0.07071,0.0,0.845542,3.344646,1.578054,6.848831
weak_cue,risk_no_deadline,0.12,192,0.291667,0.064294,0.291667,0.703125,0.064626,0.6875,0.065564,0.09375,0.04123,0.703125,0.064626,0.0,1.055321,4.213916,1.661658,7.545055
weak_cue,risk_no_deadline,0.16,192,0.265625,0.062474,0.260417,0.734375,0.062474,0.723958,0.063234,0.03125,0.024611,0.765625,0.05992,0.0,1.146708,4.394689,1.749499,7.548486
weak_cue,risk_no_deadline,0.2,192,0.255208,0.061669,0.28125,0.744792,0.061669,0.739583,0.062077,0.020833,0.020203,0.791667,0.057446,0.0,1.206799,4.475036,1.809526,7.567131
weak_cue,risk_no_margin,0.04,192,0.609375,0.069013,0.609375,0.369792,0.068285,0.302083,0.064949,0.239583,0.060375,0.151042,0.050652,0.0,0.557757,2.07123,1.399739,6.823719
weak_cue,risk_no_margin,0.08,192,0.427083,0.069969,0.432292,0.567708,0.070074,0.541667,0.070479,0.114583,0.045055,0.458333,0.070479,0.0,0.856375,3.379148,1.615014,6.858387
weak_cue,risk_no_margin,0.12,192,0.296875,0.064626,0.28125,0.697917,0.064949,0.682292,0.065857,0.09375,0.04123,0.609375,0.069013,0.0,1.048289,4.179057,1.675486,7.544515
weak_cue,risk_no_margin,0.16,192,0.265625,0.062474,0.276042,0.734375,0.062474,0.723958,0.063234,0.03125,0.024611,0.703125,0.064626,0.0,1.150976,4.395457,1.744795,7.545018
weak_cue,risk_no_margin,0.2,192,0.255208,0.061669,0.239583,0.744792,0.061669,0.739583,0.062077,0.020833,0.020203,0.723958,0.063234,0.0,1.199787,4.473774,1.789435,7.552518
