harm_scale,false_cost,policy,n,safe_success_mean,safe_success_ci95,final_success_mean,harmful_contact_mean,harmful_contact_ci95,late_switch_mean,late_switch_ci95,early_false_switch_mean,early_false_switch_ci95,deadline_violation_mean,deadline_violation_ci95,avoidable_lateness_mean,impulse_mean,expected_cost_mean,impulse_p90,expected_cost_p90
0.5,0.75,risk_guard,216,0.759259,0.057016,0.75463,0.226852,0.055851,0.185185,0.051804,0.171296,0.050246,0.069444,0.033902,0.0,0.403866,0.510428,1.092585,2.302515
0.5,0.75,v2_guard,216,0.805556,0.052781,0.791667,0.194444,0.052781,0.185185,0.051804,0.023148,0.020054,0.171296,0.050246,0.083333,0.426855,0.419195,1.48412,1.96026
0.5,1.5,calibrated_deadline_guard,216,0.87037,0.044795,0.851852,0.12963,0.044795,0.125,0.044105,0.032407,0.023616,0.097222,0.03951,0.009259,0.335909,0.318913,1.22514,1.736775
0.5,1.5,oracle_precontact,216,1.0,0.0,0.976852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176419,0.031755,0.222315,0.040015
0.5,1.5,posterior_cost_tuned,216,0.847222,0.04798,0.828704,0.152778,0.04798,0.143519,0.046757,0.027778,0.021916,0.125,0.044105,0.050926,0.375546,0.358454,1.405245,1.86172
0.5,1.5,posterior_fixed,216,0.824074,0.050778,0.800926,0.175926,0.050778,0.171296,0.050246,0.018519,0.017979,0.157407,0.048568,0.083333,0.409907,0.400056,1.513675,1.954345
0.5,1.5,risk_guard,216,0.800926,0.053252,0.759259,0.199074,0.053252,0.152778,0.04798,0.12037,0.043395,0.078704,0.035911,0.00463,0.382938,0.510595,1.162555,2.06623
0.5,1.5,v2_guard,216,0.796296,0.053711,0.773148,0.203704,0.053711,0.199074,0.053252,0.013889,0.015607,0.189815,0.052298,0.115741,0.443965,0.444266,1.50635,1.942205
0.5,3.0,calibrated_deadline_guard,216,0.861111,0.04612,0.824074,0.138889,0.04612,0.125,0.044105,0.023148,0.020054,0.115741,0.042664,0.018519,0.351246,0.348062,1.40847,1.8764
0.5,3.0,oracle_precontact,216,1.0,0.0,0.990741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175299,0.031554,0.224995,0.040495
0.5,3.0,posterior_cost_tuned,216,0.861111,0.04612,0.833333,0.138889,0.04612,0.12963,0.044795,0.013889,0.015607,0.143519,0.046757,0.032407,0.356086,0.328332,1.425645,1.82979
0.5,3.0,posterior_fixed,216,0.847222,0.04798,0.824074,0.152778,0.04798,0.143519,0.046757,0.013889,0.015607,0.148148,0.047376,0.046296,0.374875,0.357755,1.45458,1.93559
0.5,3.0,risk_guard,216,0.773148,0.055851,0.768519,0.226852,0.055851,0.171296,0.050246,0.138889,0.04612,0.087963,0.037773,0.013889,0.417345,0.785886,1.32599,3.367715
0.5,3.0,v2_guard,216,0.819444,0.051297,0.777778,0.180556,0.051297,0.171296,0.050246,0.013889,0.015607,0.166667,0.049701,0.074074,0.413344,0.412365,1.482285,1.94306
0.5,6.0,calibrated_deadline_guard,216,0.856481,0.046757,0.833333,0.143519,0.046757,0.138889,0.04612,0.032407,0.023616,0.111111,0.041911,0.032407,0.359596,0.492621,1.428685,1.821095
0.5,6.0,oracle_precontact,216,1.0,0.0,0.976852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174812,0.031466,0.22312,0.040165
0.5,6.0,posterior_cost_tuned,216,0.837963,0.049142,0.819444,0.162037,0.049142,0.162037,0.049142,0.018519,0.017979,0.148148,0.047376,0.074074,0.392934,0.461006,1.49573,1.94423
0.5,6.0,posterior_fixed,216,0.847222,0.04798,0.814815,0.152778,0.04798,0.152778,0.04798,0.023148,0.020054,0.134259,0.045467,0.064815,0.379961,0.468161,1.411595,1.926415
0.5,6.0,risk_guard,216,0.837963,0.049142,0.814815,0.162037,0.049142,0.134259,0.045467,0.092593,0.038656,0.069444,0.033902,0.009259,0.358548,0.845441,1.27577,2.283285
0.5,6.0,v2_guard,216,0.805556,0.052781,0.773148,0.194444,0.052781,0.194444,0.052781,0.013889,0.015607,0.180556,0.051297,0.101852,0.42801,0.495213,1.456755,1.95662
1.0,0.25,calibrated_deadline_guard,216,0.847222,0.04798,0.824074,0.152778,0.04798,0.134259,0.045467,0.055556,0.030548,0.097222,0.03951,0.032407,0.347089,0.480995,1.223925,3.020195
1.0,0.25,oracle_precontact,216,1.0,0.0,0.986111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177019,0.031863,0.22603,0.040685
1.0,0.25,posterior_cost_tuned,216,0.824074,0.050778,0.819444,0.171296,0.050246,0.143519,0.046757,0.083333,0.036859,0.097222,0.03951,0.023148,0.364065,0.527569,1.16451,3.26863
1.0,0.25,posterior_fixed,216,0.819444,0.051297,0.773148,0.171296,0.050246,0.171296,0.050246,0.037037,0.025186,0.143519,0.046757,0.083333,0.396918,0.603852,1.46089,3.269945
1.0,0.25,risk_guard,216,0.75,0.057747,0.75,0.24537,0.057386,0.185185,0.051804,0.199074,0.053252,0.050926,0.029319,0.0,0.401626,0.688033,1.06172,3.41573
1.0,0.25,v2_guard,216,0.791667,0.05416,0.763889,0.208333,0.05416,0.199074,0.053252,0.013889,0.015607,0.194444,0.052781,0.125,0.445013,0.69376,1.50676,3.266645
1.0,0.75,calibrated_deadline_guard,216,0.847222,0.04798,0.805556,0.152778,0.04798,0.138889,0.04612,0.032407,0.023616,0.12037,0.043395,0.018519,0.359512,0.497814,1.39113,3.001805
1.0,0.75,oracle_precontact,216,1.0,0.0,0.958333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174233,0.031362,0.219275,0.03947
1.0,0.75,posterior_cost_tuned,216,0.819444,0.051297,0.787037,0.180556,0.051297,0.152778,0.04798,0.060185,0.031717,0.125,0.044105,0.032407,0.382509,0.577648,1.396255,3.26112
1.0,0.75,posterior_fixed,216,0.833333,0.049701,0.814815,0.166667,0.049701,0.157407,0.048568,0.018519,0.017979,0.157407,0.048568,0.055556,0.386454,0.560765,1.4736,3.13451
1.0,0.75,risk_guard,216,0.736111,0.058778,0.726852,0.25,0.057747,0.194444,0.052781,0.199074,0.053252,0.064815,0.032833,0.0,0.428747,0.82023,1.1939,3.69277
1.0,0.75,v2_guard,216,0.800926,0.053252,0.782407,0.199074,0.053252,0.189815,0.052298,0.023148,0.020054,0.175926,0.050778,0.083333,0.431635,0.686259,1.50427,3.280705
1.0,1.5,calibrated_deadline_guard,216,0.851852,0.047376,0.837963,0.143519,0.046757,0.138889,0.04612,0.027778,0.021916,0.12037,0.043395,0.041667,0.357869,0.517657,1.413395,3.00492
1.0,1.5,oracle_precontact,216,1.0,0.0,0.962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174919,0.031486,0.222725,0.04009
1.0,1.5,posterior_cost_tuned,216,0.828704,0.050246,0.782407,0.171296,0.050246,0.148148,0.047376,0.050926,0.029319,0.12963,0.044795,0.055556,0.38176,0.590707,1.41541,3.0316
1.0,1.5,posterior_fixed,216,0.837963,0.049142,0.819444,0.162037,0.049142,0.157407,0.048568,0.009259,0.012773,0.171296,0.050246,0.083333,0.385101,0.561679,1.441955,3.014035
1.0,1.5,risk_guard,216,0.740741,0.058443,0.722222,0.25,0.057747,0.180556,0.051297,0.194444,0.052781,0.064815,0.032833,0.00463,0.419183,0.916194,1.15103,4.098455
1.0,1.5,v2_guard,216,0.787037,0.054598,0.763889,0.212963,0.054598,0.208333,0.05416,0.013889,0.015607,0.199074,0.053252,0.134259,0.453763,0.738622,1.525835,3.278065
1.0,3.0,calibrated_deadline_guard,216,0.805556,0.052781,0.796296,0.194444,0.052781,0.166667,0.049701,0.074074,0.034926,0.12037,0.043395,0.041667,0.401523,0.813478,1.35742,3.56764
1.0,3.0,oracle_precontact,216,1.0,0.0,0.972222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173582,0.031245,0.218365,0.039305
1.0,3.0,posterior_cost_tuned,216,0.796296,0.053711,0.773148,0.199074,0.053252,0.166667,0.049701,0.074074,0.034926,0.134259,0.045467,0.060185,0.409498,0.81908,1.47053,3.553055
1.0,3.0,posterior_fixed,216,0.810185,0.052298,0.782407,0.189815,0.052298,0.175926,0.050778,0.032407,0.023616,0.162037,0.049142,0.078704,0.416275,0.721689,1.472305,3.292225
1.0,3.0,risk_guard,216,0.726852,0.059423,0.694444,0.273148,0.059423,0.203704,0.053711,0.199074,0.053252,0.074074,0.034926,0.009259,0.453372,1.309154,1.26857,5.9487
1.0,3.0,v2_guard,216,0.777778,0.055444,0.759259,0.222222,0.055444,0.208333,0.05416,0.041667,0.026649,0.180556,0.051297,0.106481,0.451869,0.851244,1.484165,3.610535
1.0,6.0,calibrated_deadline_guard,216,0.865741,0.045467,0.814815,0.134259,0.045467,0.125,0.044105,0.023148,0.020054,0.111111,0.041911,0.037037,0.350209,0.589889,1.34049,3.03659
1.0,6.0,oracle_precontact,216,1.0,0.0,0.949074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1745,0.03141,0.219225,0.03946
1.0,6.0,posterior_cost_tuned,216,0.847222,0.04798,0.824074,0.152778,0.04798,0.143519,0.046757,0.018519,0.017979,0.143519,0.046757,0.069444,0.3762,0.636466,1.477625,3.27163
1.0,6.0,posterior_fixed,216,0.828704,0.050246,0.805556,0.171296,0.050246,0.162037,0.049142,0.018519,0.017979,0.162037,0.049142,0.087963,0.398938,0.690559,1.459495,3.26464
1.0,6.0,risk_guard,216,0.791667,0.05416,0.763889,0.208333,0.05416,0.175926,0.050778,0.134259,0.045467,0.074074,0.034926,0.018519,0.414625,1.411207,1.374015,7.603995
1.0,6.0,v2_guard,216,0.828704,0.050246,0.800926,0.171296,0.050246,0.166667,0.049701,0.013889,0.015607,0.157407,0.048568,0.092593,0.399524,0.67909,1.477185,3.27258
2.0,0.25,calibrated_deadline_guard,216,0.861111,0.04612,0.828704,0.138889,0.04612,0.12037,0.043395,0.027778,0.021916,0.111111,0.041911,0.013889,0.343478,0.773863,1.36875,4.710285
2.0,0.25,oracle_precontact,216,1.0,0.0,0.962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175223,0.03154,0.226875,0.040835
2.0,0.25,posterior_cost_tuned,216,0.824074,0.050778,0.819444,0.162037,0.049142,0.12037,0.043395,0.101852,0.040336,0.083333,0.036859,0.018519,0.358879,0.81182,1.10784,4.887035
2.0,0.25,posterior_fixed,216,0.861111,0.04612,0.828704,0.138889,0.04612,0.12963,0.044795,0.009259,0.012773,0.12963,0.044795,0.060185,0.359712,0.815211,1.46522,5.0706
2.0,0.25,risk_guard,216,0.722222,0.059733,0.708333,0.268519,0.059104,0.189815,0.052298,0.222222,0.055444,0.055556,0.030548,0.0,0.422781,1.222628,1.10586,5.926645
2.0,0.25,v2_guard,216,0.796296,0.053711,0.782407,0.203704,0.053711,0.185185,0.051804,0.018519,0.017979,0.185185,0.051804,0.115741,0.431582,1.179537,1.508815,5.91969
2.0,0.75,calibrated_deadline_guard,216,0.842593,0.048568,0.814815,0.157407,0.048568,0.148148,0.047376,0.037037,0.025186,0.12037,0.043395,0.032407,0.363158,0.940369,1.352095,5.656685
2.0,0.75,oracle_precontact,216,1.0,0.0,0.967593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178362,0.032105,0.229555,0.04132
2.0,0.75,posterior_cost_tuned,216,0.819444,0.051297,0.782407,0.175926,0.050778,0.148148,0.047376,0.097222,0.03951,0.092593,0.038656,0.009259,0.370044,1.014524,1.13645,5.92315
2.0,0.75,posterior_fixed,216,0.814815,0.051804,0.787037,0.185185,0.051804,0.175926,0.050778,0.018519,0.017979,0.175926,0.050778,0.083333,0.418666,1.13786,1.52168,5.94023
2.0,0.75,risk_guard,216,0.731481,0.059104,0.722222,0.268519,0.059104,0.203704,0.053711,0.199074,0.053252,0.069444,0.033902,0.0,0.434314,1.410352,1.153395,6.574795
2.0,0.75,v2_guard,216,0.782407,0.055026,0.777778,0.217593,0.055026,0.208333,0.05416,0.018519,0.017979,0.199074,0.053252,0.115741,0.460139,1.315001,1.50547,5.943995
2.0,1.5,calibrated_deadline_guard,216,0.837963,0.049142,0.824074,0.162037,0.049142,0.148148,0.047376,0.041667,0.026649,0.12037,0.043395,0.041667,0.368058,0.97875,1.34167,5.911185
2.0,1.5,oracle_precontact,216,1.0,0.0,0.990741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174784,0.031461,0.222335,0.04002
2.0,1.5,posterior_cost_tuned,216,0.842593,0.048568,0.819444,0.152778,0.04798,0.138889,0.04612,0.064815,0.032833,0.097222,0.03951,0.018519,0.355769,0.97839,1.24223,5.92167
2.0,1.5,posterior_fixed,216,0.837963,0.049142,0.814815,0.157407,0.048568,0.157407,0.048568,0.009259,0.012773,0.152778,0.04798,0.074074,0.388982,0.988072,1.434985,5.892555
2.0,1.5,risk_guard,216,0.731481,0.059104,0.699074,0.268519,0.059104,0.226852,0.055851,0.212963,0.054598,0.055556,0.030548,0.0,0.448446,1.683266,1.23698,7.341855
2.0,1.5,v2_guard,216,0.805556,0.052781,0.768519,0.194444,0.052781,0.194444,0.052781,0.00463,0.009053,0.189815,0.052298,0.111111,0.431899,1.209686,1.519215,5.925185
2.0,3.0,calibrated_deadline_guard,216,0.833333,0.049701,0.805556,0.166667,0.049701,0.152778,0.04798,0.046296,0.028023,0.12037,0.043395,0.023148,0.382553,1.084369,1.430255,5.921715
2.0,3.0,oracle_precontact,216,1.0,0.0,0.962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175845,0.031652,0.218545,0.03934
2.0,3.0,posterior_cost_tuned,216,0.828704,0.050246,0.777778,0.171296,0.050246,0.148148,0.047376,0.055556,0.030548,0.115741,0.042664,0.037037,0.383444,1.104668,1.39737,5.911635
2.0,3.0,posterior_fixed,216,0.851852,0.047376,0.805556,0.148148,0.047376,0.138889,0.04612,0.009259,0.012773,0.138889,0.04612,0.046296,0.372747,0.905984,1.481975,5.43213
2.0,3.0,risk_guard,216,0.74537,0.058099,0.722222,0.25463,0.058099,0.208333,0.05416,0.180556,0.051297,0.074074,0.034926,0.00463,0.444865,1.78864,1.26769,7.64413
2.0,3.0,v2_guard,216,0.842593,0.048568,0.800926,0.157407,0.048568,0.152778,0.04798,0.013889,0.015607,0.143519,0.046757,0.055556,0.380025,0.988543,1.44365,5.677945
2.0,6.0,calibrated_deadline_guard,216,0.865741,0.045467,0.851852,0.134259,0.045467,0.12963,0.044795,0.027778,0.021916,0.106481,0.041136,0.023148,0.3541,0.961423,1.347945,5.40039
2.0,6.0,oracle_precontact,216,1.0,0.0,0.986111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174783,0.031461,0.22109,0.039795
2.0,6.0,posterior_cost_tuned,216,0.842593,0.048568,0.800926,0.157407,0.048568,0.157407,0.048568,0.023148,0.020054,0.134259,0.045467,0.050926,0.382585,1.125347,1.45805,5.925985
2.0,6.0,posterior_fixed,216,0.814815,0.051804,0.796296,0.185185,0.051804,0.185185,0.051804,0.018519,0.017979,0.166667,0.049701,0.083333,0.414746,1.251969,1.463265,5.922625
2.0,6.0,risk_guard,216,0.796296,0.053711,0.75,0.203704,0.053711,0.162037,0.049142,0.134259,0.045467,0.069444,0.033902,0.0,0.408058,1.803312,1.297455,7.575145
2.0,6.0,v2_guard,216,0.777778,0.055444,0.75463,0.222222,0.055444,0.222222,0.055444,0.023148,0.020054,0.199074,0.053252,0.115741,0.468781,1.522344,1.504265,6.71576
4.0,0.25,calibrated_deadline_guard,216,0.842593,0.048568,0.819444,0.157407,0.048568,0.143519,0.046757,0.055556,0.030548,0.101852,0.040336,0.023148,0.363314,1.69248,1.24347,10.36464
4.0,0.25,oracle_precontact,216,1.0,0.0,0.962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178771,0.032179,0.22759,0.040965
4.0,0.25,posterior_cost_tuned,216,0.731481,0.059104,0.712963,0.259259,0.058443,0.222222,0.055444,0.194444,0.052781,0.078704,0.035911,0.018519,0.443446,2.616394,1.21914,11.393385
4.0,0.25,posterior_fixed,216,0.837963,0.049142,0.814815,0.162037,0.049142,0.157407,0.048568,0.023148,0.020054,0.138889,0.04612,0.055556,0.38772,1.883447,1.49598,11.20243
4.0,0.25,risk_guard,216,0.671296,0.062645,0.643519,0.319444,0.062181,0.24537,0.057386,0.287037,0.06033,0.041667,0.026649,0.00463,0.471421,2.868421,1.173465,11.400365
4.0,0.25,v2_guard,216,0.814815,0.051804,0.782407,0.185185,0.051804,0.175926,0.050778,0.032407,0.023616,0.152778,0.04798,0.069444,0.414139,2.077554,1.47931,11.21735
4.0,0.75,calibrated_deadline_guard,216,0.805556,0.052781,0.768519,0.194444,0.052781,0.162037,0.049142,0.064815,0.032833,0.12963,0.044795,0.037037,0.398373,1.939068,1.420885,10.705
4.0,0.75,oracle_precontact,216,1.0,0.0,0.962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17566,0.031619,0.23018,0.04143
4.0,0.75,posterior_cost_tuned,216,0.763889,0.056637,0.75463,0.226852,0.055851,0.189815,0.052298,0.125,0.044105,0.125,0.044105,0.023148,0.433629,2.328979,1.374175,11.56977
4.0,0.75,posterior_fixed,216,0.814815,0.051804,0.805556,0.185185,0.051804,0.180556,0.051297,0.018519,0.017979,0.166667,0.049701,0.074074,0.418304,2.092193,1.506685,11.215855
4.0,0.75,risk_guard,216,0.685185,0.061939,0.675926,0.310185,0.061689,0.236111,0.056637,0.24537,0.057386,0.069444,0.033902,0.0,0.472953,2.914761,1.205085,11.89759
4.0,0.75,v2_guard,216,0.814815,0.051804,0.796296,0.185185,0.051804,0.180556,0.051297,0.009259,0.012773,0.175926,0.050778,0.078704,0.419436,2.122489,1.476995,11.212785
4.0,1.5,calibrated_deadline_guard,216,0.842593,0.048568,0.800926,0.152778,0.04798,0.134259,0.045467,0.041667,0.026649,0.115741,0.042664,0.027778,0.359523,1.635316,1.370875,10.21381
4.0,1.5,oracle_precontact,216,1.0,0.0,0.962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175708,0.031627,0.223135,0.040165
4.0,1.5,posterior_cost_tuned,216,0.824074,0.050778,0.800926,0.175926,0.050778,0.143519,0.046757,0.078704,0.035911,0.101852,0.040336,0.023148,0.377642,1.863115,1.30595,11.212305
4.0,1.5,posterior_fixed,216,0.828704,0.050246,0.782407,0.171296,0.050246,0.162037,0.049142,0.018519,0.017979,0.157407,0.048568,0.069444,0.395663,1.963118,1.467515,11.215215
4.0,1.5,risk_guard,216,0.726852,0.059423,0.712963,0.268519,0.059104,0.194444,0.052781,0.208333,0.05416,0.064815,0.032833,0.0,0.432758,2.5566,1.20978,12.62505
4.0,1.5,v2_guard,216,0.796296,0.053711,0.768519,0.203704,0.053711,0.194444,0.052781,0.023148,0.020054,0.180556,0.051297,0.097222,0.434633,2.34953,1.482625,11.22628
4.0,3.0,calibrated_deadline_guard,216,0.828704,0.050246,0.782407,0.171296,0.050246,0.148148,0.047376,0.055556,0.030548,0.115741,0.042664,0.046296,0.381563,1.913126,1.387455,11.21179
4.0,3.0,oracle_precontact,216,1.0,0.0,0.935185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176561,0.031781,0.221645,0.039895
4.0,3.0,posterior_cost_tuned,216,0.810185,0.052298,0.777778,0.189815,0.052298,0.157407,0.048568,0.087963,0.037773,0.101852,0.040336,0.041667,0.396237,2.122712,1.395865,11.23841
4.0,3.0,posterior_fixed,216,0.810185,0.052298,0.773148,0.189815,0.052298,0.171296,0.050246,0.037037,0.025186,0.166667,0.049701,0.083333,0.414766,2.168871,1.50946,11.229935
4.0,3.0,risk_guard,216,0.731481,0.059104,0.717593,0.263889,0.058778,0.194444,0.052781,0.217593,0.055026,0.050926,0.029319,0.0,0.43764,2.908868,1.22622,14.154755
4.0,3.0,v2_guard,216,0.787037,0.054598,0.763889,0.212963,0.054598,0.199074,0.053252,0.037037,0.025186,0.175926,0.050778,0.106481,0.445537,2.496169,1.511395,11.4889
4.0,6.0,calibrated_deadline_guard,216,0.884259,0.042664,0.861111,0.115741,0.042664,0.101852,0.040336,0.018519,0.017979,0.097222,0.03951,0.018519,0.323718,1.315214,1.17414,8.287875
4.0,6.0,oracle_precontact,216,1.0,0.0,0.958333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172227,0.031001,0.221825,0.039925
4.0,6.0,posterior_cost_tuned,216,0.865741,0.045467,0.842593,0.134259,0.045467,0.12037,0.043395,0.032407,0.023616,0.101852,0.040336,0.023148,0.348468,1.623373,1.33869,8.81086
4.0,6.0,posterior_fixed,216,0.861111,0.04612,0.828704,0.138889,0.04612,0.12963,0.044795,0.013889,0.015607,0.134259,0.045467,0.046296,0.363212,1.64686,1.437955,8.813
4.0,6.0,risk_guard,216,0.763889,0.056637,0.74537,0.236111,0.056637,0.171296,0.050246,0.157407,0.048568,0.078704,0.035911,0.00463,0.43556,2.971688,1.331725,14.46259
4.0,6.0,v2_guard,216,0.814815,0.051804,0.810185,0.185185,0.051804,0.175926,0.050778,0.013889,0.015607,0.171296,0.050246,0.092593,0.415324,2.119666,1.49638,11.220875
8.0,0.25,calibrated_deadline_guard,216,0.828704,0.050246,0.796296,0.166667,0.049701,0.138889,0.04612,0.060185,0.031717,0.111111,0.041911,0.018519,0.372772,3.210386,1.336235,19.82734
8.0,0.25,oracle_precontact,216,1.0,0.0,0.986111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178319,0.032097,0.225225,0.04054
8.0,0.25,posterior_cost_tuned,216,0.759259,0.057016,0.75463,0.236111,0.056637,0.171296,0.050246,0.148148,0.047376,0.101852,0.040336,0.013889,0.415391,4.047687,1.17901,21.982115
8.0,0.25,posterior_fixed,216,0.810185,0.052298,0.796296,0.189815,0.052298,0.166667,0.049701,0.032407,0.023616,0.157407,0.048568,0.060185,0.405669,3.793159,1.467965,21.81199
8.0,0.25,risk_guard,216,0.712963,0.06033,0.699074,0.268519,0.059104,0.208333,0.05416,0.231481,0.056249,0.055556,0.030548,0.0,0.434913,4.779442,1.195425,21.981905
8.0,0.25,v2_guard,216,0.787037,0.054598,0.75463,0.212963,0.054598,0.194444,0.052781,0.032407,0.023616,0.180556,0.051297,0.087963,0.443906,4.478283,1.519255,21.833745
8.0,0.75,calibrated_deadline_guard,216,0.851852,0.047376,0.828704,0.148148,0.047376,0.134259,0.045467,0.032407,0.023616,0.115741,0.042664,0.037037,0.357007,3.063336,1.378535,19.804065
8.0,0.75,oracle_precontact,216,1.0,0.0,0.953704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173934,0.031308,0.22489,0.04048
8.0,0.75,posterior_cost_tuned,216,0.763889,0.056637,0.75463,0.231481,0.056249,0.185185,0.051804,0.148148,0.047376,0.092593,0.038656,0.032407,0.410724,4.286893,1.245065,22.15863
8.0,0.75,posterior_fixed,216,0.833333,0.049701,0.800926,0.166667,0.049701,0.162037,0.049142,0.018519,0.017979,0.152778,0.04798,0.087963,0.391244,3.737322,1.50663,21.82505
8.0,0.75,risk_guard,216,0.731481,0.059104,0.722222,0.259259,0.058443,0.199074,0.053252,0.208333,0.05416,0.060185,0.031717,0.0,0.419239,4.556945,1.12254,22.465665
8.0,0.75,v2_guard,216,0.782407,0.055026,0.763889,0.217593,0.055026,0.208333,0.05416,0.023148,0.020054,0.194444,0.052781,0.134259,0.453415,4.740411,1.480195,21.832175
8.0,1.5,calibrated_deadline_guard,216,0.842593,0.048568,0.814815,0.157407,0.048568,0.152778,0.04798,0.027778,0.021916,0.12963,0.044795,0.027778,0.368914,3.391173,1.38387,19.82807
8.0,1.5,oracle_precontact,216,1.0,0.0,0.976852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174888,0.03148,0.22098,0.03978
8.0,1.5,posterior_cost_tuned,216,0.800926,0.053252,0.773148,0.199074,0.053252,0.171296,0.050246,0.101852,0.040336,0.106481,0.041136,0.013889,0.39546,3.985766,1.225335,21.8312
8.0,1.5,posterior_fixed,216,0.810185,0.052298,0.787037,0.189815,0.052298,0.185185,0.051804,0.018519,0.017979,0.175926,0.050778,0.078704,0.42156,4.248103,1.487745,21.832095
8.0,1.5,risk_guard,216,0.74537,0.058099,0.731481,0.25,0.057747,0.212963,0.054598,0.199074,0.053252,0.055556,0.030548,0.0,0.431815,4.939764,1.191865,23.24312
8.0,1.5,v2_guard,216,0.777778,0.055444,0.768519,0.222222,0.055444,0.222222,0.055444,0.013889,0.015607,0.208333,0.05416,0.115741,0.46566,4.913912,1.477645,21.817385
8.0,3.0,calibrated_deadline_guard,216,0.884259,0.042664,0.861111,0.115741,0.042664,0.111111,0.041911,0.018519,0.017979,0.097222,0.03951,0.018519,0.321487,2.531942,1.28423,16.99199
8.0,3.0,oracle_precontact,216,1.0,0.0,0.967593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177712,0.031988,0.220975,0.039775
8.0,3.0,posterior_cost_tuned,216,0.800926,0.053252,0.759259,0.199074,0.053252,0.152778,0.04798,0.111111,0.041911,0.097222,0.03951,0.023148,0.39622,3.985903,1.329465,21.82566
