special,policy,n,safe_success_mean,safe_success_ci95,final_success_mean,harmful_contact_mean,harmful_contact_ci95,late_switch_mean,late_switch_ci95,early_false_switch_mean,early_false_switch_ci95,deadline_violation_mean,deadline_violation_ci95,avoidable_lateness_mean,impulse_mean,expected_cost_mean,impulse_p90,expected_cost_p90
no_hidden_mode,oracle_precontact,56,1.0,0.0,0.964286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185175,0.033331,0.25043,0.045075
no_hidden_mode,posterior_cost_tuned,56,0.892857,0.081009,0.875,0.089286,0.074687,0.0,0.0,0.107143,0.081009,0.017857,0.034686,0.0,0.258547,0.189396,0.42228,0.57601
no_hidden_mode,posterior_fixed,56,0.982143,0.034686,0.982143,0.0,0.0,0.0,0.0,0.017857,0.034686,0.017857,0.034686,0.0,0.185733,0.05129,0.23184,0.04173
no_hidden_mode,risk_guard,56,0.642857,0.125499,0.607143,0.339286,0.124009,0.0,0.0,0.357143,0.125499,0.0,0.0,0.0,0.4164,0.567808,0.93321,1.567975
no_hidden_mode,v2_guard,56,0.964286,0.048606,0.946429,0.017857,0.034686,0.0,0.0,0.035714,0.048606,0.0,0.0,0.0,0.198161,0.078526,0.23434,0.04218
random_cue,calibrated_deadline_guard,336,0.166667,0.039849,0.169643,0.833333,0.039849,0.833333,0.039849,0.0,0.0,0.833333,0.039849,0.0,1.229901,2.779716,1.671775,4.09182
random_cue,deadline_threshold,336,0.166667,0.039849,0.169643,0.833333,0.039849,0.833333,0.039849,0.0,0.0,0.833333,0.039849,0.0,1.223732,2.778605,1.6918,4.085495
random_cue,oracle_precontact,336,1.0,0.0,0.964286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181163,0.032609,0.233815,0.042085
random_cue,posterior_cost_tuned,336,0.166667,0.039849,0.172619,0.833333,0.039849,0.833333,0.039849,0.0,0.0,0.833333,0.039849,0.0,1.215841,2.777185,1.675925,4.088905
random_cue,posterior_fixed,336,0.166667,0.039849,0.172619,0.833333,0.039849,0.833333,0.039849,0.0,0.0,0.833333,0.039849,0.0,1.210461,2.776216,1.65283,4.08047
random_cue,risk_guard,336,0.166667,0.039849,0.172619,0.833333,0.039849,0.833333,0.039849,0.0,0.0,0.833333,0.039849,0.0,1.216578,2.777318,1.6699,4.086715
random_cue,v2_guard,336,0.166667,0.039849,0.14881,0.833333,0.039849,0.833333,0.039849,0.0,0.0,0.833333,0.039849,0.0,1.23012,2.779755,1.680475,4.08774
switch_too_slow,calibrated_deadline_guard,336,0.28869,0.048454,0.27381,0.71131,0.048454,0.705357,0.048746,0.011905,0.011597,0.699405,0.049028,0.02381,1.284704,2.400443,1.962195,4.147295
switch_too_slow,deadline_threshold,336,0.297619,0.048888,0.300595,0.702381,0.048888,0.696429,0.049165,0.014881,0.012946,0.6875,0.049562,0.014881,1.272398,2.375163,1.95659,4.141385
switch_too_slow,oracle_precontact,336,0.583333,0.052716,0.547619,0.416667,0.052716,0.416667,0.052716,0.0,0.0,0.416667,0.052716,0.0,0.862161,1.434356,1.95884,3.754025
switch_too_slow,posterior_cost_tuned,336,0.285714,0.048305,0.291667,0.714286,0.048305,0.71131,0.048454,0.008929,0.010058,0.735119,0.047184,0.032738,1.296812,2.432533,1.94948,4.149015
switch_too_slow,posterior_fixed,336,0.232143,0.045144,0.229167,0.767857,0.045144,0.764881,0.045345,0.002976,0.005825,0.782738,0.044095,0.089286,1.379075,2.605971,1.957115,4.139525
switch_too_slow,risk_guard,336,0.276786,0.04784,0.270833,0.723214,0.04784,0.705357,0.048746,0.068452,0.027001,0.654762,0.050838,0.0,1.285262,2.461853,1.971025,4.15499
switch_too_slow,v2_guard,336,0.220238,0.044311,0.223214,0.779762,0.044311,0.779762,0.044311,0.0,0.0,0.779762,0.044311,0.104167,1.403248,2.652734,1.97078,4.146405
zero_latency,calibrated_deadline_guard,336,0.96131,0.020621,0.943452,0.032738,0.019028,0.02381,0.016302,0.03869,0.020621,0.0,0.0,0.0,0.211927,0.153028,0.24412,0.04394
zero_latency,deadline_threshold,336,0.940476,0.025299,0.91369,0.053571,0.024077,0.041667,0.021367,0.059524,0.025299,0.0,0.0,0.0,0.230977,0.230117,0.25063,0.04511
zero_latency,oracle_precontact,336,1.0,0.0,0.970238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181105,0.032599,0.23324,0.041985
zero_latency,posterior_cost_tuned,336,0.907738,0.030944,0.880952,0.083333,0.029553,0.0625,0.025883,0.092262,0.030944,0.0,0.0,0.0,0.25499,0.335928,0.269825,0.04857
zero_latency,posterior_fixed,336,0.970238,0.01817,0.943452,0.02381,0.016302,0.014881,0.012946,0.029762,0.01817,0.0,0.0,0.0,0.203344,0.115768,0.23914,0.043045
zero_latency,risk_guard,336,0.77381,0.044734,0.758929,0.208333,0.043425,0.154762,0.038673,0.22619,0.044734,0.0,0.0,0.0,0.356939,0.769606,0.99168,4.159945
zero_latency,v2_guard,336,0.979167,0.015272,0.949405,0.017857,0.014161,0.011905,0.011597,0.020833,0.015272,0.0,0.0,0.0,0.19777,0.095718,0.23736,0.042725
