condition,policy,switch_latency,n,safe_success_mean,safe_success_ci95,final_success_mean,harmful_contact_mean,harmful_contact_ci95,late_switch_mean,late_switch_ci95,early_false_switch_mean,early_false_switch_ci95,deadline_violation_mean,deadline_violation_ci95,avoidable_lateness_mean,impulse_mean,expected_cost_mean,impulse_p90,expected_cost_p90
mixed_velocity_shift,risk_guard,0.12,192,0.520833,0.070664,0.505208,0.46875,0.070587,0.411458,0.069608,0.213542,0.057968,0.265625,0.062474,0.005208,0.731756,1.602289,1.626514,4.174499
mixed_velocity_shift,risk_guard,0.18,192,0.416667,0.069736,0.411458,0.572917,0.069969,0.53125,0.070587,0.166667,0.052716,0.416667,0.069736,0.010417,0.934494,1.96873,1.830183,4.156204
mixed_velocity_shift,source_tuned_posterior,0.04,192,0.833333,0.052716,0.796875,0.145833,0.049924,0.09375,0.04123,0.166667,0.052716,0.0,0.0,0.015625,0.313623,0.537702,0.842015,1.561881
mixed_velocity_shift,source_tuned_posterior,0.08,192,0.828125,0.053365,0.817708,0.15625,0.05136,0.135417,0.0484,0.114583,0.045055,0.067708,0.035539,0.020833,0.356805,0.599642,1.096356,3.291109
mixed_velocity_shift,source_tuned_posterior,0.12,192,0.552083,0.070341,0.552083,0.442708,0.07026,0.421875,0.069857,0.083333,0.039095,0.385417,0.068843,0.067708,0.764233,1.516989,1.743981,4.128209
mixed_velocity_shift,source_tuned_posterior,0.18,192,0.520833,0.070664,0.5,0.473958,0.070629,0.458333,0.070479,0.057292,0.032873,0.442708,0.07026,0.0,0.858575,1.619908,1.828249,4.130695
noise_shift,calibrated_deadline_guard,0.04,192,0.916667,0.039095,0.895833,0.083333,0.039095,0.0625,0.03424,0.057292,0.032873,0.026042,0.022527,0.020833,0.255015,0.288871,0.254369,0.045786
noise_shift,calibrated_deadline_guard,0.08,192,0.692708,0.065261,0.671875,0.307292,0.065261,0.286458,0.063951,0.046875,0.029899,0.260417,0.062077,0.0625,0.550857,1.007488,1.499565,3.275889
noise_shift,calibrated_deadline_guard,0.12,192,0.489583,0.07071,0.473958,0.505208,0.070722,0.5,0.070725,0.03125,0.024611,0.479167,0.070664,0.119792,0.836645,1.70268,1.664588,3.7108
noise_shift,calibrated_deadline_guard,0.18,192,0.364583,0.068082,0.354167,0.630208,0.068285,0.625,0.06848,0.015625,0.017543,0.619792,0.068666,0.052083,1.062992,2.126755,1.744553,4.097343
noise_shift,calibrated_posterior,0.04,192,0.880208,0.045932,0.828125,0.114583,0.045055,0.088542,0.040183,0.09375,0.04123,0.03125,0.024611,0.026042,0.294667,0.425175,0.854491,1.553805
noise_shift,calibrated_posterior,0.08,192,0.703125,0.064626,0.677083,0.296875,0.064626,0.28125,0.063598,0.057292,0.032873,0.28125,0.063598,0.067708,0.544166,1.023991,1.539389,3.686848
noise_shift,calibrated_posterior,0.12,192,0.505208,0.070722,0.463542,0.494792,0.070722,0.489583,0.07071,0.020833,0.020203,0.494792,0.070722,0.109375,0.837526,1.687994,1.696378,4.053413
noise_shift,calibrated_posterior,0.18,192,0.369792,0.068285,0.369792,0.630208,0.068285,0.625,0.06848,0.015625,0.017543,0.625,0.06848,0.046875,1.055042,2.137564,1.763359,4.109961
noise_shift,oracle_precontact,0.04,192,1.0,0.0,0.963542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183607,0.033049,0.240606,0.043311
noise_shift,oracle_precontact,0.08,192,1.0,0.0,0.973958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185017,0.033303,0.231496,0.041673
noise_shift,oracle_precontact,0.12,192,1.0,0.0,0.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182597,0.032867,0.24069,0.043327
noise_shift,oracle_precontact,0.18,192,1.0,0.0,0.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179996,0.032399,0.239708,0.043145
noise_shift,risk_guard,0.04,192,0.442708,0.07026,0.458333,0.541667,0.070479,0.395833,0.069174,0.557292,0.07026,0.0,0.0,0.005208,0.636313,1.911151,1.187611,4.595298
noise_shift,risk_guard,0.08,192,0.46875,0.070587,0.453125,0.526042,0.070629,0.375,0.06848,0.526042,0.070629,0.005208,0.010182,0.005208,0.638752,1.802475,1.236459,4.230398
noise_shift,risk_guard,0.12,192,0.432292,0.070074,0.447917,0.5625,0.070171,0.421875,0.069857,0.463542,0.070537,0.104167,0.04321,0.005208,0.733182,1.924942,1.46632,4.227514
noise_shift,risk_guard,0.18,192,0.302083,0.064949,0.3125,0.697917,0.064949,0.614583,0.068843,0.296875,0.064626,0.401042,0.069326,0.0,1.022743,2.38149,1.737558,4.199048
noise_shift,source_tuned_posterior,0.04,192,0.5625,0.070171,0.541667,0.427083,0.069969,0.296875,0.064626,0.4375,0.070171,0.0,0.0,0.03125,0.54194,1.500414,1.185779,4.537397
noise_shift,source_tuned_posterior,0.08,192,0.572917,0.069969,0.567708,0.416667,0.069736,0.296875,0.064626,0.401042,0.069326,0.046875,0.029899,0.0625,0.554276,1.436749,1.21518,4.222853
noise_shift,source_tuned_posterior,0.12,192,0.520833,0.070664,0.520833,0.479167,0.070664,0.364583,0.068082,0.328125,0.066415,0.229167,0.059451,0.057292,0.677219,1.614347,1.487214,4.227999
noise_shift,source_tuned_posterior,0.18,192,0.369792,0.068285,0.333333,0.630208,0.068285,0.567708,0.070074,0.1875,0.05521,0.526042,0.070629,0.036458,0.977456,2.145994,1.71218,4.148926
normal,calibrated_deadline_guard,0.04,192,0.958333,0.028266,0.927083,0.041667,0.028266,0.026042,0.022527,0.041667,0.028266,0.0,0.0,0.0,0.215119,0.160336,0.241689,0.043499
normal,calibrated_deadline_guard,0.08,192,0.932292,0.035539,0.916667,0.0625,0.03424,0.052083,0.03143,0.041667,0.028266,0.026042,0.022527,0.015625,0.247642,0.242232,0.263909,0.0475
normal,calibrated_deadline_guard,0.12,192,0.666667,0.066681,0.65625,0.333333,0.066681,0.322917,0.066141,0.046875,0.029899,0.286458,0.063951,0.036458,0.609902,1.129834,1.595085,3.689862
normal,calibrated_deadline_guard,0.18,192,0.453125,0.070414,0.427083,0.546875,0.070414,0.536458,0.070537,0.03125,0.024611,0.515625,0.070691,0.057292,0.935183,1.8475,1.745055,4.114237
normal,calibrated_posterior,0.04,192,0.916667,0.039095,0.890625,0.078125,0.037961,0.046875,0.029899,0.083333,0.039095,0.0,0.0,0.005208,0.248011,0.275371,0.271138,0.048803
normal,calibrated_posterior,0.08,192,0.942708,0.032873,0.932292,0.052083,0.03143,0.041667,0.028266,0.036458,0.026512,0.036458,0.026512,0.020833,0.237784,0.208166,0.248238,0.044682
normal,calibrated_posterior,0.12,192,0.671875,0.066415,0.666667,0.322917,0.066141,0.307292,0.065261,0.0625,0.03424,0.291667,0.064294,0.03125,0.594725,1.099498,1.627806,3.692016
normal,calibrated_posterior,0.18,192,0.432292,0.070074,0.427083,0.567708,0.070074,0.546875,0.070414,0.041667,0.028266,0.536458,0.070537,0.0625,0.956126,1.920019,1.766657,4.116896
normal,oracle_precontact,0.04,192,1.0,0.0,0.953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180781,0.03254,0.238963,0.043017
normal,oracle_precontact,0.08,192,1.0,0.0,0.994792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180013,0.032402,0.240565,0.043301
normal,oracle_precontact,0.12,192,1.0,0.0,0.953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180499,0.03249,0.233344,0.042
normal,oracle_precontact,0.18,192,1.0,0.0,0.963542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182945,0.03293,0.233822,0.04209
normal,risk_guard,0.04,192,0.739583,0.062077,0.744792,0.255208,0.061669,0.171875,0.053365,0.260417,0.062077,0.0,0.0,0.0,0.395146,0.869043,1.055217,4.173476
normal,risk_guard,0.08,192,0.822917,0.053997,0.807292,0.171875,0.053365,0.119792,0.045932,0.177083,0.053997,0.0,0.0,0.0,0.328767,0.612042,0.950705,3.584818
normal,risk_guard,0.12,192,0.619792,0.068666,0.619792,0.369792,0.068285,0.307292,0.065261,0.182292,0.054612,0.197917,0.056358,0.005208,0.598814,1.223151,1.571017,3.974703
normal,risk_guard,0.18,192,0.447917,0.070341,0.427083,0.546875,0.070414,0.515625,0.070691,0.114583,0.045055,0.4375,0.070171,0.0,0.897854,1.857707,1.734991,4.131478
normal,source_tuned_posterior,0.04,192,0.885417,0.045055,0.864583,0.109375,0.044148,0.072917,0.036777,0.114583,0.045055,0.0,0.0,0.010417,0.276609,0.400311,0.722336,1.53002
normal,source_tuned_posterior,0.08,192,0.916667,0.039095,0.895833,0.078125,0.037961,0.0625,0.03424,0.072917,0.036777,0.026042,0.022527,0.010417,0.260732,0.318546,0.266444,0.047962
normal,source_tuned_posterior,0.12,192,0.666667,0.066681,0.671875,0.333333,0.066681,0.307292,0.065261,0.072917,0.036777,0.286458,0.063951,0.067708,0.593316,1.113828,1.60567,3.700791
normal,source_tuned_posterior,0.18,192,0.432292,0.070074,0.432292,0.5625,0.070171,0.546875,0.070414,0.052083,0.03143,0.526042,0.070629,0.057292,0.951011,1.923265,1.739928,4.112815
onset_early_shift,calibrated_deadline_guard,0.04,192,0.953125,0.029899,0.921875,0.046875,0.029899,0.036458,0.026512,0.046875,0.029899,0.0,0.0,0.0,0.219322,0.202759,0.240773,0.043337
onset_early_shift,calibrated_deadline_guard,0.08,192,0.947917,0.03143,0.921875,0.052083,0.03143,0.046875,0.029899,0.046875,0.029899,0.005208,0.010182,0.005208,0.228809,0.22504,0.250599,0.04511
onset_early_shift,calibrated_deadline_guard,0.12,192,0.90625,0.04123,0.890625,0.09375,0.04123,0.078125,0.037961,0.03125,0.024611,0.0625,0.03424,0.020833,0.295239,0.321632,0.265014,0.047699
onset_early_shift,calibrated_deadline_guard,0.18,192,0.651042,0.067421,0.640625,0.348958,0.067421,0.333333,0.066681,0.020833,0.020203,0.328125,0.066415,0.026042,0.664125,1.157303,1.708159,3.705156
onset_early_shift,calibrated_posterior,0.04,192,0.901042,0.042238,0.890625,0.088542,0.040183,0.057292,0.032873,0.098958,0.042238,0.0,0.0,0.0,0.25883,0.329662,0.288142,0.051864
onset_early_shift,calibrated_posterior,0.08,192,0.911458,0.040183,0.875,0.088542,0.040183,0.067708,0.035539,0.083333,0.039095,0.005208,0.010182,0.010417,0.262626,0.348835,0.261884,0.047137
onset_early_shift,calibrated_posterior,0.12,192,0.921875,0.037961,0.880208,0.078125,0.037961,0.072917,0.036777,0.057292,0.032873,0.0625,0.03424,0.015625,0.268292,0.336314,0.262446,0.047241
onset_early_shift,calibrated_posterior,0.18,192,0.630208,0.068285,0.614583,0.369792,0.068285,0.359375,0.067871,0.026042,0.022527,0.364583,0.068082,0.046875,0.700809,1.263125,1.749498,3.715123
onset_early_shift,oracle_precontact,0.04,192,1.0,0.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182786,0.032901,0.236502,0.042575
onset_early_shift,oracle_precontact,0.08,192,1.0,0.0,0.973958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177472,0.031945,0.234441,0.0422
onset_early_shift,oracle_precontact,0.12,192,1.0,0.0,0.953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182657,0.032878,0.238534,0.042939
onset_early_shift,oracle_precontact,0.18,192,1.0,0.0,0.932292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181295,0.032633,0.234704,0.042243
onset_early_shift,risk_guard,0.04,192,0.713542,0.063951,0.703125,0.28125,0.063598,0.1875,0.05521,0.286458,0.063951,0.0,0.0,0.0,0.418884,0.940764,1.083227,4.187609
onset_early_shift,risk_guard,0.08,192,0.729167,0.062859,0.697917,0.265625,0.062474,0.15625,0.05136,0.270833,0.062859,0.0,0.0,0.0,0.404601,0.855901,1.0517,4.189042
onset_early_shift,risk_guard,0.12,192,0.734375,0.062474,0.708333,0.265625,0.062474,0.197917,0.056358,0.208333,0.057446,0.057292,0.032873,0.0,0.43186,0.879818,1.18571,4.180097
onset_early_shift,risk_guard,0.18,192,0.510417,0.07071,0.510417,0.489583,0.07071,0.447917,0.070341,0.125,0.04678,0.364583,0.068082,0.0,0.816103,1.645076,1.706588,4.139479
onset_early_shift,source_tuned_posterior,0.04,192,0.854167,0.049924,0.828125,0.140625,0.049173,0.098958,0.042238,0.145833,0.049924,0.0,0.0,0.0,0.298873,0.506922,0.905224,1.570136
onset_early_shift,source_tuned_posterior,0.08,192,0.859375,0.049173,0.838542,0.135417,0.0484,0.098958,0.042238,0.140625,0.049173,0.005208,0.010182,0.005208,0.303253,0.506669,0.948479,1.572647
onset_early_shift,source_tuned_posterior,0.12,192,0.78125,0.058476,0.755208,0.21875,0.058476,0.192708,0.055792,0.119792,0.045932,0.151042,0.050652,0.046875,0.424382,0.801389,1.317977,4.093674
onset_early_shift,source_tuned_posterior,0.18,192,0.526042,0.070629,0.5,0.473958,0.070629,0.46875,0.070587,0.067708,0.035539,0.421875,0.069857,0.041667,0.833995,1.659234,1.765094,4.128701
onset_late_shift,calibrated_deadline_guard,0.04,192,0.828125,0.053365,0.786458,0.171875,0.053365,0.161458,0.052047,0.057292,0.032873,0.114583,0.045055,0.078125,0.369008,0.611213,1.315885,3.247846
onset_late_shift,calibrated_deadline_guard,0.08,192,0.541667,0.070479,0.526042,0.458333,0.070479,0.453125,0.070414,0.026042,0.022527,0.432292,0.070074,0.041667,0.761372,1.544339,1.620075,3.6975
onset_late_shift,calibrated_deadline_guard,0.12,192,0.364583,0.068082,0.364583,0.635417,0.068082,0.630208,0.068285,0.010417,0.014361,0.625,0.06848,0.057292,1.012325,2.130395,1.69681,4.092378
onset_late_shift,calibrated_deadline_guard,0.18,192,0.3125,0.065564,0.302083,0.6875,0.065564,0.682292,0.065857,0.010417,0.014361,0.677083,0.066141,0.010417,1.120986,2.296049,1.794286,4.112497
onset_late_shift,calibrated_posterior,0.04,192,0.890625,0.044148,0.828125,0.109375,0.044148,0.104167,0.04321,0.046875,0.029899,0.119792,0.045932,0.036458,0.302923,0.424578,0.899729,2.860804
onset_late_shift,calibrated_posterior,0.08,192,0.515625,0.070691,0.494792,0.484375,0.070691,0.479167,0.070664,0.015625,0.017543,0.484375,0.070691,0.067708,0.806317,1.636804,1.656578,3.720829
onset_late_shift,calibrated_posterior,0.12,192,0.348958,0.067421,0.348958,0.651042,0.067421,0.640625,0.067871,0.015625,0.017543,0.651042,0.067421,0.067708,1.026963,2.179906,1.688716,4.093493
onset_late_shift,calibrated_posterior,0.18,192,0.302083,0.064949,0.296875,0.697917,0.064949,0.697917,0.064949,0.005208,0.010182,0.71875,0.063598,0.026042,1.140152,2.356269,1.78833,4.108919
onset_late_shift,oracle_precontact,0.04,192,1.0,0.0,0.979167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179711,0.032348,0.237404,0.042736
onset_late_shift,oracle_precontact,0.08,192,1.0,0.0,0.953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182323,0.032818,0.245796,0.044245
onset_late_shift,oracle_precontact,0.12,192,1.0,0.0,0.958333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180913,0.032564,0.233395,0.042014
onset_late_shift,oracle_precontact,0.18,192,1.0,0.0,0.958333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179654,0.032338,0.23745,0.042739
onset_late_shift,risk_guard,0.04,192,0.333333,0.066681,0.354167,0.645833,0.06765,0.552083,0.070341,0.546875,0.070414,0.119792,0.045932,0.0,0.809505,2.421492,1.394432,4.616523
onset_late_shift,risk_guard,0.08,192,0.296875,0.064626,0.296875,0.703125,0.064626,0.598958,0.069326,0.494792,0.070722,0.208333,0.057446,0.005208,0.890532,2.535556,1.472457,4.616157
onset_late_shift,risk_guard,0.12,192,0.260417,0.062077,0.260417,0.739583,0.062077,0.671875,0.066415,0.427083,0.069969,0.3125,0.065564,0.0,0.989876,2.687552,1.611444,4.588253
onset_late_shift,risk_guard,0.18,192,0.208333,0.057446,0.213542,0.791667,0.057446,0.744792,0.061669,0.265625,0.062474,0.526042,0.070629,0.0,1.165609,2.78481,1.761297,4.218841
onset_late_shift,source_tuned_posterior,0.04,192,0.395833,0.069174,0.395833,0.59375,0.069471,0.541667,0.070479,0.380208,0.068666,0.239583,0.060375,0.052083,0.784801,2.197514,1.408712,4.591063
onset_late_shift,source_tuned_posterior,0.08,192,0.322917,0.066141,0.3125,0.666667,0.066681,0.630208,0.068285,0.286458,0.063951,0.395833,0.069174,0.078125,0.944203,2.416571,1.560253,4.212817
onset_late_shift,source_tuned_posterior,0.12,192,0.223958,0.05897,0.229167,0.776042,0.05897,0.739583,0.062077,0.25,0.06125,0.557292,0.07026,0.098958,1.103507,2.740298,1.638299,4.211057
onset_late_shift,source_tuned_posterior,0.18,192,0.223958,0.05897,0.223958,0.776042,0.05897,0.765625,0.05992,0.114583,0.045055,0.697917,0.064949,0.036458,1.198045,2.687263,1.770304,4.138347
prototype_drift,calibrated_deadline_guard,0.04,192,0.916667,0.039095,0.90625,0.078125,0.037961,0.067708,0.035539,0.083333,0.039095,0.0,0.0,0.010417,0.257753,0.340146,0.261322,0.047034
prototype_drift,calibrated_deadline_guard,0.08,192,0.78125,0.058476,0.776042,0.21875,0.058476,0.213542,0.057968,0.0625,0.03424,0.15625,0.05136,0.083333,0.434494,0.773,1.410507,3.290353
prototype_drift,calibrated_deadline_guard,0.12,192,0.572917,0.069969,0.557292,0.421875,0.069857,0.421875,0.069857,0.041667,0.028266,0.385417,0.068843,0.0625,0.724252,1.414219,1.609147,3.683804
prototype_drift,calibrated_deadline_guard,0.18,192,0.40625,0.069471,0.416667,0.588542,0.069608,0.588542,0.069608,0.010417,0.014361,0.583333,0.069736,0.057292,0.990501,1.960061,1.761511,3.719033
prototype_drift,calibrated_posterior,0.04,192,0.895833,0.04321,0.848958,0.09375,0.04123,0.078125,0.037961,0.104167,0.04321,0.0,0.0,0.010417,0.277552,0.398137,0.546681,0.998402
prototype_drift,calibrated_posterior,0.08,192,0.78125,0.058476,0.760417,0.21875,0.058476,0.203125,0.056909,0.09375,0.04123,0.140625,0.049173,0.0625,0.429745,0.798709,1.41894,3.689462
prototype_drift,calibrated_posterior,0.12,192,0.53125,0.070587,0.5,0.46875,0.070587,0.453125,0.070414,0.067708,0.035539,0.416667,0.069736,0.09375,0.776788,1.58852,1.639097,4.07812
prototype_drift,calibrated_posterior,0.18,192,0.390625,0.069013,0.380208,0.609375,0.069013,0.604167,0.069174,0.020833,0.020203,0.604167,0.069174,0.067708,1.009368,2.041322,1.748033,4.110097
prototype_drift,oracle_precontact,0.04,192,1.0,0.0,0.963542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183387,0.033009,0.240852,0.043349
prototype_drift,oracle_precontact,0.08,192,1.0,0.0,0.973958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184412,0.033194,0.235193,0.042337
prototype_drift,oracle_precontact,0.12,192,1.0,0.0,0.963542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182805,0.032904,0.242453,0.043637
prototype_drift,oracle_precontact,0.18,192,1.0,0.0,0.963542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182663,0.032879,0.234289,0.04217
prototype_drift,risk_guard,0.04,192,0.604167,0.069174,0.588542,0.390625,0.069013,0.291667,0.064294,0.395833,0.069174,0.0,0.0,0.0,0.509602,1.384176,1.173265,4.21399
prototype_drift,risk_guard,0.08,192,0.588542,0.069608,0.578125,0.40625,0.069471,0.302083,0.064949,0.401042,0.069326,0.010417,0.014361,0.005208,0.528842,1.40665,1.161762,4.209339
prototype_drift,risk_guard,0.12,192,0.520833,0.070664,0.510417,0.46875,0.070587,0.380208,0.068666,0.359375,0.067871,0.119792,0.045932,0.010417,0.655329,1.629157,1.434378,4.212625
prototype_drift,risk_guard,0.18,192,0.401042,0.069326,0.416667,0.598958,0.069326,0.546875,0.070414,0.15625,0.05136,0.442708,0.07026,0.010417,0.939621,1.999601,1.768807,4.137247
prototype_drift,source_tuned_posterior,0.04,192,0.770833,0.059451,0.770833,0.223958,0.05897,0.177083,0.053997,0.229167,0.059451,0.0,0.0,0.020833,0.38317,0.85022,1.145963,4.205598
prototype_drift,source_tuned_posterior,0.08,192,0.708333,0.064294,0.6875,0.286458,0.063951,0.21875,0.058476,0.25,0.06125,0.052083,0.03143,0.057292,0.445241,1.006445,1.171761,4.158435
prototype_drift,source_tuned_posterior,0.12,192,0.53125,0.070587,0.520833,0.458333,0.070479,0.40625,0.069471,0.21875,0.058476,0.28125,0.063598,0.104167,0.717689,1.607309,1.609125,4.199321
prototype_drift,source_tuned_posterior,0.18,192,0.427083,0.069969,0.416667,0.572917,0.069969,0.546875,0.070414,0.083333,0.039095,0.510417,0.07071,0.046875,0.941909,1.931523,1.765103,4.125828
