condition,objective,conf,margin,safe_success_rate,harmful_contact_rate,late_switch_rate,expected_cost_mean
uninformative_until_contact,safe,0.54,0.04,0.3611111111111111,0.6388888888888888,0.6388888888888888,2.1457689583333344
uninformative_until_contact,safe,0.54,0.12,0.3611111111111111,0.6388888888888888,0.6388888888888888,2.1457689583333344
uninformative_until_contact,safe,0.54,0.22,0.3541666666666667,0.6458333333333334,0.6458333333333334,2.170614861111112
uninformative_until_contact,safe,0.54,0.34,0.3541666666666667,0.6458333333333334,0.6458333333333334,2.170614861111112
uninformative_until_contact,safe,0.64,0.04,0.3541666666666667,0.6458333333333334,0.6458333333333334,2.170614861111112
uninformative_until_contact,safe,0.64,0.12,0.3541666666666667,0.6458333333333334,0.6458333333333334,2.170614861111112
uninformative_until_contact,safe,0.64,0.22,0.3541666666666667,0.6458333333333334,0.6458333333333334,2.170614861111112
uninformative_until_contact,safe,0.64,0.34,0.3541666666666667,0.6458333333333334,0.6458333333333334,2.170614861111112
uninformative_until_contact,safe,0.74,0.04,0.3541666666666667,0.6458333333333334,0.6458333333333334,2.170614861111112
uninformative_until_contact,safe,0.74,0.12,0.3541666666666667,0.6458333333333334,0.6458333333333334,2.170614861111112
uninformative_until_contact,safe,0.74,0.22,0.3541666666666667,0.6458333333333334,0.6458333333333334,2.170614861111112
uninformative_until_contact,safe,0.74,0.34,0.3541666666666667,0.6458333333333334,0.6458333333333334,2.170614861111112
uninformative_until_contact,safe,0.84,0.04,0.3402777777777778,0.6597222222222222,0.6597222222222222,2.20896263888889
uninformative_until_contact,safe,0.84,0.12,0.3402777777777778,0.6597222222222222,0.6597222222222222,2.20896263888889
uninformative_until_contact,safe,0.84,0.22,0.3402777777777778,0.6597222222222222,0.6597222222222222,2.20896263888889
uninformative_until_contact,safe,0.84,0.34,0.3402777777777778,0.6597222222222222,0.6597222222222222,2.20896263888889
uninformative_until_contact,safe,0.94,0.04,0.3263888888888889,0.6736111111111112,0.6736111111111112,2.265160486111112
uninformative_until_contact,safe,0.94,0.12,0.3263888888888889,0.6736111111111112,0.6736111111111112,2.265160486111112
uninformative_until_contact,safe,0.94,0.22,0.3263888888888889,0.6736111111111112,0.6736111111111112,2.265160486111112
uninformative_until_contact,safe,0.94,0.34,0.3263888888888889,0.6736111111111112,0.6736111111111112,2.265160486111112
