condition,objective,conf,margin,safe_success_rate,harmful_contact_rate,late_switch_rate,expected_cost_mean
late_cue,safe,0.54,0.04,0.3680555555555556,0.6319444444444444,0.6111111111111112,2.133137222222223
late_cue,safe,0.54,0.12,0.3680555555555556,0.6319444444444444,0.6111111111111112,2.133137222222223
late_cue,safe,0.54,0.22,0.375,0.625,0.6111111111111112,2.122689236111112
late_cue,safe,0.54,0.34,0.3819444444444444,0.6180555555555556,0.6041666666666666,2.088398958333334
late_cue,safe,0.64,0.04,0.3819444444444444,0.6180555555555556,0.6041666666666666,2.0806921527777784
late_cue,safe,0.64,0.12,0.3819444444444444,0.6180555555555556,0.6041666666666666,2.0806921527777784
late_cue,safe,0.64,0.22,0.3819444444444444,0.6180555555555556,0.6041666666666666,2.0806921527777784
late_cue,safe,0.64,0.34,0.3819444444444444,0.6180555555555556,0.6041666666666666,2.0806921527777784
late_cue,safe,0.74,0.04,0.3888888888888889,0.6111111111111112,0.6111111111111112,2.078256805555556
late_cue,safe,0.74,0.12,0.3888888888888889,0.6111111111111112,0.6111111111111112,2.078256805555556
late_cue,safe,0.74,0.22,0.3888888888888889,0.6111111111111112,0.6111111111111112,2.078256805555556
late_cue,safe,0.74,0.34,0.3888888888888889,0.6111111111111112,0.6111111111111112,2.078256805555556
late_cue,safe,0.84,0.04,0.375,0.625,0.625,2.1139879861111117
late_cue,safe,0.84,0.12,0.375,0.625,0.625,2.1139879861111117
late_cue,safe,0.84,0.22,0.375,0.625,0.625,2.1139879861111117
late_cue,safe,0.84,0.34,0.375,0.625,0.625,2.1139879861111117
late_cue,safe,0.94,0.04,0.3819444444444444,0.6180555555555556,0.6180555555555556,2.073920555555556
late_cue,safe,0.94,0.12,0.3819444444444444,0.6180555555555556,0.6180555555555556,2.073920555555556
late_cue,safe,0.94,0.22,0.3819444444444444,0.6180555555555556,0.6180555555555556,2.073920555555556
late_cue,safe,0.94,0.34,0.3819444444444444,0.6180555555555556,0.6180555555555556,2.073920555555556
