condition,policy,mode,n,safe_success_mean,safe_success_ci95,final_success_mean,harmful_contact_mean,harmful_contact_ci95,late_switch_mean,late_switch_ci95,early_false_switch_mean,early_false_switch_ci95,deadline_violation_mean,deadline_violation_ci95,avoidable_lateness_mean,impulse_mean,expected_cost_mean,impulse_p90,expected_cost_p90
high_noise,contact_reactive,fragile,280,0.142857,0.040988,0.235714,0.857143,0.040988,0.857143,0.040988,0.0,0.0,0.857143,0.040988,0.0,1.40836,3.510648,1.811229,4.126017
high_noise,contact_reactive,nominal,280,1.0,0.0,0.960714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171946,0.03095,0.229087,0.041237
high_noise,contact_reactive,occluded_rim,280,0.142857,0.040988,0.282143,0.857143,0.040988,0.857143,0.040988,0.0,0.0,0.857143,0.040988,0.0,1.207296,2.788742,1.590048,3.286207
high_noise,contact_reactive,slippery,280,0.142857,0.040988,0.307143,0.857143,0.040988,0.857143,0.040988,0.0,0.0,0.857143,0.040988,0.0,1.080128,2.251566,1.4349,2.658283
high_noise,contact_reactive,thin_lip,280,0.142857,0.040988,0.3,0.857143,0.040988,0.857143,0.040988,0.0,0.0,0.857143,0.040988,0.0,1.15168,2.564445,1.525284,3.024547
high_noise,deadline_threshold,compliant_skin,280,0.728571,0.052088,0.692857,0.271429,0.052088,0.271429,0.052088,0.021429,0.016962,0.25,0.05072,0.057143,0.544478,1.042292,1.633921,3.695719
high_noise,deadline_threshold,fragile,280,0.760714,0.049974,0.739286,0.239286,0.049974,0.239286,0.049974,0.007143,0.009864,0.232143,0.049453,0.060714,0.551949,1.015779,1.825027,4.129499
high_noise,deadline_threshold,nominal,280,0.907143,0.033996,0.875,0.060714,0.027972,0.0,0.0,0.092857,0.033996,0.0,0.0,0.0,0.220385,0.156812,0.279622,0.050331
high_noise,deadline_threshold,occluded_rim,280,0.478571,0.058512,0.467857,0.521429,0.058512,0.521429,0.058512,0.164286,0.043402,0.357143,0.056125,0.05,0.789514,1.870684,1.600481,4.18077
high_noise,deadline_threshold,slippery,280,0.642857,0.056125,0.621429,0.357143,0.056125,0.357143,0.056125,0.042857,0.023723,0.310714,0.054207,0.053571,0.57426,1.003366,1.439544,2.667743
high_noise,deadline_threshold,thin_lip,280,0.696429,0.053857,0.678571,0.303571,0.053857,0.303571,0.053857,0.021429,0.016962,0.282143,0.052715,0.064286,0.546178,0.954562,1.511053,3.026099
high_noise,fixed_nominal,compliant_skin,280,0.0,0.0,0.014286,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.417556,3.65516,1.647422,3.696537
high_noise,fixed_nominal,fragile,280,0.0,0.0,0.007143,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.599432,4.087897,1.835168,4.130326
high_noise,fixed_nominal,nominal,280,1.0,0.0,0.946429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169609,0.03053,0.226463,0.040761
high_noise,fixed_nominal,occluded_rim,280,0.0,0.0,0.007143,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.364891,3.24568,1.586832,3.28563
high_noise,fixed_nominal,slippery,280,0.0,0.0,0.014286,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.223203,2.620177,1.466758,2.664017
high_noise,fixed_nominal,thin_lip,280,0.0,0.0,0.007143,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.305357,2.984964,1.522053,3.023966
high_noise,oracle_precontact,compliant_skin,280,1.0,0.0,0.957143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1711,0.030798,0.231968,0.041755
high_noise,oracle_precontact,fragile,280,1.0,0.0,0.953571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171224,0.03082,0.227926,0.041026
high_noise,oracle_precontact,nominal,280,1.0,0.0,0.960714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170706,0.030727,0.232952,0.041935
high_noise,oracle_precontact,occluded_rim,280,1.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172971,0.031135,0.232301,0.041819
high_noise,oracle_precontact,slippery,280,1.0,0.0,0.967857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171233,0.030822,0.228298,0.041092
high_noise,oracle_precontact,thin_lip,280,1.0,0.0,0.960714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171022,0.030784,0.234809,0.042266
high_noise,posterior_fixed,compliant_skin,280,0.575,0.057904,0.560714,0.425,0.057904,0.425,0.057904,0.007143,0.009864,0.428571,0.057966,0.217857,0.745602,1.586351,1.66518,3.701114
high_noise,posterior_fixed,fragile,280,0.582143,0.05777,0.571429,0.417857,0.05777,0.417857,0.05777,0.007143,0.009864,0.432143,0.058024,0.239286,0.812466,1.741244,1.828966,4.129541
high_noise,posterior_fixed,nominal,280,0.967857,0.02066,0.921429,0.021429,0.016962,0.0,0.0,0.032143,0.02066,0.032143,0.02066,0.0,0.185354,0.074078,0.231613,0.041688
high_noise,posterior_fixed,occluded_rim,280,0.514286,0.058542,0.510714,0.485714,0.058542,0.485714,0.058542,0.060714,0.027972,0.45,0.058273,0.085714,0.782639,1.658732,1.597818,3.301799
high_noise,posterior_fixed,slippery,280,0.657143,0.055599,0.628571,0.342857,0.055599,0.342857,0.055599,0.010714,0.012059,0.357143,0.056125,0.071429,0.569551,0.93609,1.433134,2.66162
high_noise,posterior_fixed,thin_lip,280,0.664286,0.055315,0.635714,0.335714,0.055315,0.335714,0.055315,0.010714,0.012059,0.335714,0.055315,0.1,0.587121,1.03961,1.506786,3.023791
high_noise,posterior_tuned,compliant_skin,280,0.667857,0.055167,0.660714,0.332143,0.055167,0.332143,0.055167,0.035714,0.021737,0.303571,0.053857,0.117857,0.617294,1.276113,1.637568,3.701821
high_noise,posterior_tuned,fragile,280,0.664286,0.055315,0.642857,0.335714,0.055315,0.335714,0.055315,0.010714,0.012059,0.335714,0.055315,0.157143,0.689256,1.410495,1.819237,4.128898
high_noise,posterior_tuned,nominal,280,0.871429,0.039207,0.871429,0.110714,0.036754,0.0,0.0,0.128571,0.039207,0.107143,0.036228,0.0,0.240031,0.216063,0.671988,1.520954
high_noise,posterior_tuned,occluded_rim,280,0.489286,0.058553,0.464286,0.510714,0.058553,0.510714,0.058553,0.175,0.044506,0.342857,0.055599,0.032143,0.77888,1.847341,1.592828,4.187868
high_noise,posterior_tuned,slippery,280,0.685714,0.054376,0.657143,0.314286,0.054376,0.314286,0.054376,0.032143,0.02066,0.307143,0.054034,0.032143,0.529662,0.881767,1.418039,2.661563
high_noise,posterior_tuned,thin_lip,280,0.732143,0.051871,0.717857,0.267857,0.051871,0.267857,0.051871,0.042857,0.023723,0.232143,0.049453,0.021429,0.499547,0.869383,1.506151,3.030908
high_noise,risk_guard,compliant_skin,280,0.746429,0.050959,0.728571,0.253571,0.050959,0.253571,0.050959,0.046429,0.024646,0.207143,0.047469,0.010714,0.514109,1.001111,1.655132,3.70557
high_noise,risk_guard,fragile,280,0.775,0.048912,0.757143,0.225,0.048912,0.225,0.048912,0.060714,0.027972,0.164286,0.043402,0.003571,0.502756,1.00621,1.813567,4.144364
high_noise,risk_guard,nominal,280,0.653571,0.055735,0.671429,0.257143,0.051194,0.0,0.0,0.346429,0.055735,0.0,0.0,0.0,0.366803,0.51531,0.795706,1.543222
high_noise,risk_guard,occluded_rim,280,0.371429,0.056597,0.367857,0.628571,0.056597,0.628571,0.056597,0.367857,0.056484,0.260714,0.051424,0.0,0.851618,2.406863,1.571322,4.20582
high_noise,risk_guard,slippery,280,0.589286,0.057625,0.578571,0.410714,0.057625,0.410714,0.057625,0.182143,0.045209,0.228571,0.049185,0.0,0.594302,1.274832,1.417145,3.573516
high_noise,risk_guard,thin_lip,280,0.660714,0.055458,0.625,0.339286,0.055458,0.339286,0.055458,0.142857,0.040988,0.196429,0.046536,0.0,0.55179,1.175214,1.522066,3.921862
high_noise,v2_guard,compliant_skin,280,0.567857,0.058024,0.553571,0.432143,0.058024,0.432143,0.058024,0.017857,0.015512,0.410714,0.057625,0.217857,0.756748,1.623358,1.661404,3.702777
high_noise,v2_guard,fragile,280,0.578571,0.057839,0.575,0.421429,0.057839,0.421429,0.057839,0.007143,0.009864,0.414286,0.057699,0.242857,0.811295,1.754605,1.828009,4.129677
high_noise,v2_guard,nominal,280,0.960714,0.022756,0.939286,0.039286,0.022756,0.0,0.0,0.039286,0.022756,0.0,0.0,0.0,0.194105,0.089939,0.241212,0.043422
high_noise,v2_guard,occluded_rim,280,0.457143,0.058351,0.439286,0.542857,0.058351,0.542857,0.058351,0.082143,0.032162,0.460714,0.058385,0.125,0.842065,1.862286,1.588069,3.310762
high_noise,v2_guard,slippery,280,0.614286,0.057016,0.596429,0.385714,0.057016,0.385714,0.057016,0.010714,0.012059,0.375,0.056706,0.107143,0.617835,1.047639,1.445606,2.66147
high_noise,v2_guard,thin_lip,280,0.642857,0.056125,0.639286,0.357143,0.056125,0.357143,0.056125,0.010714,0.012059,0.342857,0.055599,0.117857,0.615001,1.103557,1.540253,3.028214
late_cue,calibrated_deadline_guard,compliant_skin,280,0.357143,0.056125,0.360714,0.642857,0.056125,0.642857,0.056125,0.007143,0.009864,0.635714,0.056368,0.039286,1.019319,2.376335,1.644205,3.696683
late_cue,calibrated_deadline_guard,fragile,280,0.378571,0.056813,0.360714,0.621429,0.056813,0.621429,0.056813,0.0,0.0,0.621429,0.056813,0.035714,1.098248,2.559113,1.815729,4.126835
late_cue,calibrated_deadline_guard,nominal,280,0.95,0.025528,0.917857,0.032143,0.02066,0.0,0.0,0.05,0.025528,0.0,0.0,0.0,0.199357,0.098742,0.244451,0.044005
late_cue,calibrated_deadline_guard,occluded_rim,280,0.264286,0.05165,0.253571,0.735714,0.05165,0.735714,0.05165,0.042857,0.023723,0.689286,0.054207,0.021429,1.070113,2.44262,1.574915,3.29008
late_cue,calibrated_deadline_guard,slippery,280,0.35,0.055869,0.346429,0.65,0.055869,0.65,0.055869,0.0,0.0,0.65,0.055869,0.025,0.897472,1.721545,1.464289,2.663575
late_cue,calibrated_deadline_guard,thin_lip,280,0.278571,0.05251,0.285714,0.721429,0.05251,0.721429,0.05251,0.014286,0.0139,0.707143,0.053304,0.042857,1.013235,2.180596,1.536019,3.02793
late_cue,contact_reactive,compliant_skin,280,0.142857,0.040988,0.242857,0.857143,0.040988,0.857143,0.040988,0.0,0.0,0.857143,0.040988,0.0,1.261479,3.141352,1.647357,3.696523
late_cue,contact_reactive,fragile,280,0.142857,0.040988,0.228571,0.857143,0.040988,0.857143,0.040988,0.0,0.0,0.857143,0.040988,0.0,1.403767,3.509821,1.816848,4.127033
late_cue,contact_reactive,nominal,280,1.0,0.0,0.964286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172391,0.031031,0.229585,0.04133
late_cue,contact_reactive,occluded_rim,280,0.142857,0.040988,0.3,0.857143,0.040988,0.857143,0.040988,0.0,0.0,0.857143,0.040988,0.0,1.205022,2.788332,1.58374,3.285069
late_cue,contact_reactive,slippery,280,0.142857,0.040988,0.35,0.857143,0.040988,0.857143,0.040988,0.0,0.0,0.857143,0.040988,0.0,1.081384,2.251792,1.454507,2.661811
late_cue,contact_reactive,thin_lip,280,0.142857,0.040988,0.25,0.857143,0.040988,0.857143,0.040988,0.0,0.0,0.857143,0.040988,0.0,1.158888,2.565742,1.531165,3.025614
late_cue,deadline_threshold,compliant_skin,280,0.364286,0.056368,0.353571,0.635714,0.056368,0.635714,0.056368,0.010714,0.012059,0.625,0.056706,0.035714,1.010468,2.354027,1.669896,3.701553
late_cue,deadline_threshold,fragile,280,0.385714,0.057016,0.375,0.614286,0.057016,0.614286,0.057016,0.0,0.0,0.614286,0.057016,0.032143,1.087494,2.530035,1.819479,4.127505
late_cue,deadline_threshold,nominal,280,0.939286,0.027972,0.921429,0.028571,0.019514,0.0,0.0,0.060714,0.027972,0.0,0.0,0.0,0.201502,0.108413,0.255154,0.045931
late_cue,deadline_threshold,occluded_rim,280,0.267857,0.051871,0.260714,0.732143,0.051871,0.732143,0.051871,0.060714,0.027972,0.667857,0.055167,0.017857,1.06007,2.447956,1.573575,3.297941
late_cue,deadline_threshold,slippery,280,0.357143,0.056125,0.35,0.642857,0.056125,0.642857,0.056125,0.003571,0.006987,0.639286,0.056248,0.042857,0.893153,1.707196,1.472605,2.665691
late_cue,deadline_threshold,thin_lip,280,0.278571,0.05251,0.285714,0.721429,0.05251,0.721429,0.05251,0.017857,0.015512,0.703571,0.053492,0.064286,1.012364,2.184011,1.521107,3.028707
late_cue,fixed_nominal,compliant_skin,280,0.0,0.0,0.007143,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.429884,3.657379,1.673411,3.701217
late_cue,fixed_nominal,fragile,280,0.0,0.0,0.003571,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.599179,4.087852,1.839061,4.131035
late_cue,fixed_nominal,nominal,280,1.0,0.0,0.964286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17066,0.030719,0.225749,0.040632
late_cue,fixed_nominal,occluded_rim,280,0.0,0.0,0.014286,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.356663,3.244199,1.592014,3.286565
late_cue,fixed_nominal,slippery,280,0.0,0.0,0.014286,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.217738,2.619193,1.443492,2.659824
late_cue,fixed_nominal,thin_lip,280,0.0,0.0,0.007143,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.300258,2.984047,1.527145,3.024889
late_cue,oracle_precontact,compliant_skin,280,1.0,0.0,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170107,0.030619,0.232748,0.041893
late_cue,oracle_precontact,fragile,280,1.0,0.0,0.978571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171074,0.030793,0.229662,0.04134
late_cue,oracle_precontact,nominal,280,1.0,0.0,0.971429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172668,0.03108,0.237666,0.042782
late_cue,oracle_precontact,occluded_rim,280,1.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169409,0.030493,0.226597,0.040791
late_cue,oracle_precontact,slippery,280,1.0,0.0,0.982143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170739,0.030733,0.228108,0.041055
late_cue,oracle_precontact,thin_lip,280,1.0,0.0,0.946429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172116,0.030981,0.226646,0.0408
late_cue,posterior_fixed,compliant_skin,280,0.325,0.054862,0.314286,0.675,0.054862,0.675,0.054862,0.003571,0.006987,0.714286,0.052915,0.1,1.058205,2.489048,1.672802,3.701807
late_cue,posterior_fixed,fragile,280,0.328571,0.055016,0.325,0.671429,0.055016,0.671429,0.055016,0.0,0.0,0.710714,0.053111,0.096429,1.171698,2.762334,1.829812,4.129362
late_cue,posterior_fixed,nominal,280,0.975,0.018287,0.946429,0.021429,0.016962,0.0,0.0,0.025,0.018287,0.025,0.018287,0.0,0.187719,0.067361,0.235553,0.042396
late_cue,posterior_fixed,occluded_rim,280,0.278571,0.05251,0.278571,0.721429,0.05251,0.721429,0.05251,0.014286,0.0139,0.732143,0.051871,0.053571,1.063199,2.369947,1.592459,3.290542
