condition,policy,mode,n,safe_success_mean,safe_success_ci95,final_success_mean,harmful_contact_mean,harmful_contact_ci95,late_switch_mean,late_switch_ci95,early_false_switch_mean,early_false_switch_ci95,deadline_violation_mean,deadline_violation_ci95,avoidable_lateness_mean,impulse_mean,expected_cost_mean,impulse_p90,expected_cost_p90
late_cue,posterior_fixed,slippery,280,0.382143,0.056916,0.396429,0.617857,0.056916,0.617857,0.056916,0.0,0.0,0.660714,0.055458,0.042857,0.858591,1.637403,1.451602,2.66129
late_cue,posterior_fixed,thin_lip,280,0.289286,0.053111,0.292857,0.710714,0.053111,0.710714,0.053111,0.007143,0.009864,0.735714,0.05165,0.067857,1.002088,2.141983,1.521501,3.024826
late_cue,posterior_tuned,compliant_skin,280,0.35,0.055869,0.332143,0.65,0.055869,0.65,0.055869,0.014286,0.0139,0.685714,0.054376,0.075,1.023249,2.40847,1.652648,3.698343
late_cue,posterior_tuned,fragile,280,0.371429,0.056597,0.367857,0.628571,0.056597,0.628571,0.056597,0.007143,0.009864,0.667857,0.055167,0.067857,1.111193,2.595729,1.825195,4.130677
late_cue,posterior_tuned,nominal,280,0.942857,0.027188,0.910714,0.039286,0.022756,0.0,0.0,0.057143,0.027188,0.092857,0.033996,0.0,0.200653,0.108975,0.250751,0.045135
late_cue,posterior_tuned,occluded_rim,280,0.307143,0.054034,0.3,0.692857,0.054034,0.692857,0.054034,0.05,0.025528,0.682143,0.054542,0.010714,1.017749,2.311766,1.585152,3.298047
late_cue,posterior_tuned,slippery,280,0.417857,0.05777,0.4,0.582143,0.05777,0.582143,0.05777,0.003571,0.006987,0.628571,0.056597,0.017857,0.81718,1.547807,1.429455,2.658385
late_cue,posterior_tuned,thin_lip,280,0.335714,0.055315,0.317857,0.664286,0.055315,0.664286,0.055315,0.017857,0.015512,0.692857,0.054034,0.035714,0.954232,2.016405,1.528631,3.030029
late_cue,risk_guard,compliant_skin,280,0.375,0.056706,0.371429,0.625,0.056706,0.625,0.056706,0.046429,0.024646,0.578571,0.057839,0.003571,0.989352,2.349512,1.677555,3.709276
late_cue,risk_guard,fragile,280,0.414286,0.057699,0.417857,0.585714,0.057699,0.585714,0.057699,0.007143,0.009864,0.578571,0.057839,0.0,1.052153,2.422245,1.830564,4.130677
late_cue,risk_guard,nominal,280,0.867857,0.039666,0.860714,0.071429,0.030166,0.0,0.0,0.132143,0.039666,0.0,0.0,0.0,0.240164,0.203944,0.586885,1.105635
late_cue,risk_guard,occluded_rim,280,0.239286,0.049974,0.232143,0.760714,0.049974,0.760714,0.049974,0.132143,0.039666,0.628571,0.056597,0.0,1.073737,2.607559,1.601393,4.166875
late_cue,risk_guard,slippery,280,0.378571,0.056813,0.371429,0.621429,0.056813,0.621429,0.056813,0.017857,0.015512,0.603571,0.057296,0.007143,0.862274,1.664495,1.463861,2.665846
late_cue,risk_guard,thin_lip,280,0.307143,0.054034,0.285714,0.692857,0.054034,0.692857,0.054034,0.057143,0.027188,0.635714,0.056368,0.003571,0.977587,2.138466,1.526607,3.039945
late_cue,v2_guard,compliant_skin,280,0.228571,0.049185,0.242857,0.771429,0.049185,0.771429,0.049185,0.003571,0.006987,0.757143,0.050227,0.171429,1.169572,2.836952,1.676568,3.701845
late_cue,v2_guard,fragile,280,0.239286,0.049974,0.235714,0.760714,0.049974,0.760714,0.049974,0.0,0.0,0.753571,0.050476,0.171429,1.289433,3.122812,1.84559,4.132207
late_cue,v2_guard,nominal,280,0.989286,0.012059,0.95,0.003571,0.006987,0.0,0.0,0.010714,0.012059,0.0,0.0,0.0,0.176364,0.043888,0.23039,0.04147
late_cue,v2_guard,occluded_rim,280,0.185714,0.04555,0.189286,0.814286,0.04555,0.814286,0.04555,0.010714,0.012059,0.771429,0.049185,0.107143,1.159371,2.662258,1.591841,3.28836
late_cue,v2_guard,slippery,280,0.267857,0.051871,0.264286,0.732143,0.051871,0.732143,0.051871,0.0,0.0,0.732143,0.051871,0.132143,0.970374,1.93181,1.437211,2.6587
late_cue,v2_guard,thin_lip,280,0.217857,0.048351,0.221429,0.782143,0.048351,0.782143,0.048351,0.0,0.0,0.771429,0.049185,0.121429,1.078944,2.345103,1.538801,3.026981
normal,calibrated_deadline_guard,compliant_skin,280,0.825,0.044506,0.807143,0.175,0.044506,0.175,0.044506,0.017857,0.015512,0.157143,0.042629,0.035714,0.418394,0.688168,1.621575,3.701244
normal,calibrated_deadline_guard,fragile,280,0.85,0.041825,0.817857,0.15,0.041825,0.15,0.041825,0.0,0.0,0.15,0.041825,0.025,0.412787,0.644302,1.758527,4.116538
normal,calibrated_deadline_guard,nominal,280,0.896429,0.035691,0.871429,0.082143,0.032162,0.0,0.0,0.103571,0.035691,0.0,0.0,0.0,0.231978,0.178185,0.496847,1.089436
normal,calibrated_deadline_guard,occluded_rim,280,0.685714,0.054376,0.675,0.314286,0.054376,0.314286,0.054376,0.089286,0.033401,0.225,0.048912,0.032143,0.558775,1.132722,1.553542,3.315439
normal,calibrated_deadline_guard,slippery,280,0.785714,0.048062,0.775,0.214286,0.048062,0.214286,0.048062,0.017857,0.015512,0.196429,0.046536,0.017857,0.422854,0.608256,1.418282,2.659923
normal,calibrated_deadline_guard,thin_lip,280,0.839286,0.043019,0.814286,0.160714,0.043019,0.160714,0.043019,0.010714,0.012059,0.15,0.041825,0.010714,0.381664,0.521378,1.489446,3.020059
normal,contact_reactive,compliant_skin,280,0.142857,0.040988,0.253571,0.857143,0.040988,0.857143,0.040988,0.0,0.0,0.857143,0.040988,0.0,1.266203,3.142202,1.659969,3.698794
normal,contact_reactive,fragile,280,0.142857,0.040988,0.225,0.857143,0.040988,0.857143,0.040988,0.0,0.0,0.857143,0.040988,0.0,1.410844,3.511095,1.822504,4.128051
normal,contact_reactive,nominal,280,1.0,0.0,0.957143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169726,0.030551,0.231909,0.041741
normal,contact_reactive,occluded_rim,280,0.142857,0.040988,0.253571,0.857143,0.040988,0.857143,0.040988,0.0,0.0,0.857143,0.040988,0.0,1.205654,2.788447,1.580204,3.28444
normal,contact_reactive,slippery,280,0.142857,0.040988,0.246429,0.857143,0.040988,0.857143,0.040988,0.0,0.0,0.857143,0.040988,0.0,1.084913,2.252427,1.441605,2.659484
normal,contact_reactive,thin_lip,280,0.142857,0.040988,0.257143,0.857143,0.040988,0.857143,0.040988,0.0,0.0,0.857143,0.040988,0.0,1.154995,2.565042,1.53465,3.02624
normal,deadline_threshold,compliant_skin,280,0.821429,0.044861,0.8,0.178571,0.044861,0.178571,0.044861,0.028571,0.019514,0.15,0.041825,0.032143,0.416977,0.71077,1.600438,3.696202
normal,deadline_threshold,fragile,280,0.846429,0.042231,0.832143,0.153571,0.042231,0.153571,0.042231,0.007143,0.009864,0.146429,0.04141,0.025,0.414637,0.665349,1.778154,4.12337
normal,deadline_threshold,nominal,280,0.864286,0.040116,0.85,0.128571,0.039207,0.0,0.0,0.135714,0.040116,0.0,0.0,0.0,0.255768,0.233181,0.716446,1.528963
normal,deadline_threshold,occluded_rim,280,0.671429,0.055016,0.646429,0.328571,0.055016,0.328571,0.055016,0.128571,0.039207,0.2,0.046853,0.017857,0.56176,1.215402,1.582095,4.173393
normal,deadline_threshold,slippery,280,0.782143,0.048351,0.764286,0.217857,0.048351,0.217857,0.048351,0.032143,0.02066,0.185714,0.04555,0.010714,0.423474,0.631225,1.442346,2.666001
normal,deadline_threshold,thin_lip,280,0.839286,0.043019,0.825,0.160714,0.043019,0.160714,0.043019,0.021429,0.016962,0.139286,0.040556,0.007143,0.377023,0.531256,1.496191,3.027657
normal,fixed_nominal,compliant_skin,280,0.0,0.0,0.003571,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.42672,3.65681,1.638804,3.694982
normal,fixed_nominal,fragile,280,0.0,0.0,0.014286,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.592238,4.086603,1.835142,4.130321
normal,fixed_nominal,nominal,280,1.0,0.0,0.967857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170358,0.030664,0.220745,0.039737
normal,fixed_nominal,occluded_rim,280,0.0,0.0,0.010714,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.36115,3.245007,1.600214,3.288039
normal,fixed_nominal,slippery,280,0.0,0.0,0.014286,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.219993,2.619599,1.445447,2.660178
normal,fixed_nominal,thin_lip,280,0.0,0.0,0.010714,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.299956,2.983992,1.518657,3.023356
normal,oracle_precontact,compliant_skin,280,1.0,0.0,0.942857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170463,0.030684,0.232765,0.0419
normal,oracle_precontact,fragile,280,1.0,0.0,0.978571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172531,0.031056,0.230699,0.041524
normal,oracle_precontact,nominal,280,1.0,0.0,0.946429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172079,0.030974,0.234138,0.042147
normal,oracle_precontact,occluded_rim,280,1.0,0.0,0.953571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167965,0.030234,0.22553,0.040598
normal,oracle_precontact,slippery,280,1.0,0.0,0.971429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169388,0.03049,0.227578,0.040966
normal,oracle_precontact,thin_lip,280,1.0,0.0,0.982143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172075,0.030974,0.225477,0.040584
normal,posterior_fixed,compliant_skin,280,0.782143,0.048351,0.760714,0.217857,0.048351,0.217857,0.048351,0.010714,0.012059,0.221429,0.048634,0.082143,0.480621,0.83794,1.634863,3.697338
normal,posterior_fixed,fragile,280,0.789286,0.047768,0.760714,0.210714,0.047768,0.210714,0.047768,0.0,0.0,0.210714,0.047768,0.089286,0.509158,0.892363,1.818301,4.127294
normal,posterior_fixed,nominal,280,0.939286,0.027972,0.917857,0.053571,0.026375,0.0,0.0,0.060714,0.027972,0.007143,0.009864,0.0,0.21113,0.120146,0.248736,0.044769
normal,posterior_fixed,occluded_rim,280,0.725,0.052301,0.685714,0.275,0.052301,0.275,0.052301,0.046429,0.024646,0.235714,0.049716,0.035714,0.520525,0.965123,1.548432,3.292796
normal,posterior_fixed,slippery,280,0.8,0.046853,0.775,0.2,0.046853,0.2,0.046853,0.007143,0.009864,0.207143,0.047469,0.021429,0.412729,0.561434,1.4095,2.655695
normal,posterior_fixed,thin_lip,280,0.85,0.041825,0.8,0.15,0.041825,0.15,0.041825,0.007143,0.009864,0.157143,0.042629,0.014286,0.368214,0.485921,1.465385,3.015749
normal,posterior_tuned,compliant_skin,280,0.785714,0.048062,0.75,0.214286,0.048062,0.214286,0.048062,0.028571,0.019514,0.2,0.046853,0.067857,0.46306,0.840494,1.594414,3.697638
normal,posterior_tuned,fragile,280,0.796429,0.047164,0.782143,0.203571,0.047164,0.203571,0.047164,0.007143,0.009864,0.2,0.046853,0.075,0.493414,0.869529,1.821289,4.129382
normal,posterior_tuned,nominal,280,0.9,0.03514,0.871429,0.078571,0.031517,0.0,0.0,0.1,0.03514,0.021429,0.016962,0.0,0.227695,0.172414,0.294714,0.153048
normal,posterior_tuned,occluded_rim,280,0.707143,0.053304,0.682143,0.292857,0.053304,0.292857,0.053304,0.082143,0.032162,0.217857,0.048351,0.025,0.534334,1.056895,1.572286,3.312931
normal,posterior_tuned,slippery,280,0.8,0.046853,0.764286,0.2,0.046853,0.2,0.046853,0.014286,0.0139,0.196429,0.046536,0.014286,0.410154,0.568113,1.414758,2.657659
normal,posterior_tuned,thin_lip,280,0.85,0.041825,0.828571,0.15,0.041825,0.15,0.041825,0.010714,0.012059,0.15,0.041825,0.010714,0.364441,0.488814,1.466424,3.017581
normal,risk_guard,compliant_skin,280,0.8,0.046853,0.785714,0.2,0.046853,0.2,0.046853,0.078571,0.031517,0.121429,0.038258,0.003571,0.424315,0.834948,1.563768,3.717564
normal,risk_guard,fragile,280,0.825,0.044506,0.821429,0.175,0.044506,0.175,0.044506,0.05,0.025528,0.125,0.038738,0.007143,0.432716,0.792889,1.775219,4.139076
normal,risk_guard,nominal,280,0.589286,0.057625,0.596429,0.328571,0.055016,0.0,0.0,0.410714,0.057625,0.0,0.0,0.0,0.411005,0.616124,0.819238,1.547464
normal,risk_guard,occluded_rim,280,0.514286,0.058542,0.5,0.485714,0.058542,0.485714,0.058542,0.325,0.054862,0.160714,0.043019,0.0,0.694795,1.907206,1.550662,4.209741
normal,risk_guard,slippery,280,0.632143,0.056484,0.617857,0.367857,0.056484,0.367857,0.056484,0.203571,0.047164,0.164286,0.043402,0.003571,0.538978,1.183445,1.433508,3.575701
normal,risk_guard,thin_lip,280,0.810714,0.045885,0.789286,0.189286,0.045885,0.189286,0.045885,0.057143,0.027188,0.132143,0.039666,0.0,0.397304,0.649194,1.498757,3.032838
normal,v2_guard,compliant_skin,280,0.757143,0.050227,0.742857,0.242857,0.050227,0.242857,0.050227,0.010714,0.012059,0.232143,0.049453,0.110714,0.513752,0.928904,1.6527,3.699179
normal,v2_guard,fragile,280,0.771429,0.049185,0.757143,0.228571,0.049185,0.228571,0.049185,0.0,0.0,0.228571,0.049185,0.107143,0.535516,0.964964,1.835132,4.130325
normal,v2_guard,nominal,280,0.960714,0.022756,0.917857,0.032143,0.02066,0.0,0.0,0.039286,0.022756,0.0,0.0,0.0,0.193388,0.086953,0.240207,0.043234
normal,v2_guard,occluded_rim,280,0.707143,0.053304,0.678571,0.292857,0.053304,0.292857,0.053304,0.025,0.018287,0.267857,0.051871,0.064286,0.553181,1.003144,1.566309,3.286604
normal,v2_guard,slippery,280,0.75,0.05072,0.725,0.25,0.05072,0.25,0.05072,0.007143,0.009864,0.242857,0.050227,0.067857,0.469437,0.691641,1.425509,2.657538
normal,v2_guard,thin_lip,280,0.832143,0.043777,0.814286,0.167857,0.043777,0.167857,0.043777,0.007143,0.009864,0.160714,0.043019,0.025,0.391723,0.53926,1.474682,3.019952
uninformative_until_contact,calibrated_deadline_guard,compliant_skin,280,0.0,0.0,0.010714,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.425829,3.656649,1.670827,3.700748
uninformative_until_contact,calibrated_deadline_guard,fragile,280,0.0,0.0,0.010714,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.600119,4.088021,1.830103,4.12942
uninformative_until_contact,calibrated_deadline_guard,nominal,280,1.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169919,0.030586,0.228817,0.041185
uninformative_until_contact,calibrated_deadline_guard,occluded_rim,280,0.0,0.0,0.021429,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.360675,3.244921,1.600533,3.288093
uninformative_until_contact,calibrated_deadline_guard,slippery,280,0.0,0.0,0.017857,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.225647,2.620617,1.44397,2.659916
uninformative_until_contact,calibrated_deadline_guard,thin_lip,280,0.0,0.0,0.003571,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.298788,2.983782,1.535953,3.026469
uninformative_until_contact,contact_reactive,compliant_skin,280,0.142857,0.040988,0.246429,0.857143,0.040988,0.857143,0.040988,0.0,0.0,0.857143,0.040988,0.0,1.263029,3.141631,1.67227,3.70101
uninformative_until_contact,contact_reactive,fragile,280,0.142857,0.040988,0.25,0.857143,0.040988,0.857143,0.040988,0.0,0.0,0.857143,0.040988,0.0,1.407912,3.510567,1.826862,4.128837
uninformative_until_contact,contact_reactive,nominal,280,1.0,0.0,0.964286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170674,0.030721,0.234102,0.042142
uninformative_until_contact,contact_reactive,occluded_rim,280,0.142857,0.040988,0.235714,0.857143,0.040988,0.857143,0.040988,0.0,0.0,0.857143,0.040988,0.0,1.206419,2.788584,1.593075,3.286758
uninformative_until_contact,contact_reactive,slippery,280,0.142857,0.040988,0.260714,0.857143,0.040988,0.857143,0.040988,0.0,0.0,0.857143,0.040988,0.0,1.081672,2.251844,1.43611,2.6585
uninformative_until_contact,contact_reactive,thin_lip,280,0.142857,0.040988,0.285714,0.857143,0.040988,0.857143,0.040988,0.0,0.0,0.857143,0.040988,0.0,1.154258,2.564909,1.54495,3.028088
uninformative_until_contact,deadline_threshold,compliant_skin,280,0.0,0.0,0.017857,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.431162,3.657609,1.648108,3.696662
uninformative_until_contact,deadline_threshold,fragile,280,0.0,0.0,0.010714,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.591982,4.086557,1.819653,4.127538
uninformative_until_contact,deadline_threshold,nominal,280,1.0,0.0,0.964286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169179,0.030452,0.229627,0.041336
uninformative_until_contact,deadline_threshold,occluded_rim,280,0.0,0.0,0.003571,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.354653,3.243837,1.565586,3.281806
uninformative_until_contact,deadline_threshold,slippery,280,0.0,0.0,0.017857,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.218219,2.619279,1.435576,2.658401
uninformative_until_contact,deadline_threshold,thin_lip,280,0.0,0.0,0.003571,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.295889,2.98326,1.528265,3.025089
uninformative_until_contact,fixed_nominal,compliant_skin,280,0.0,0.0,0.021429,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.433052,3.657949,1.671303,3.700832
uninformative_until_contact,fixed_nominal,fragile,280,0.0,0.0,0.017857,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.600127,4.088023,1.822148,4.127989
uninformative_until_contact,fixed_nominal,nominal,280,1.0,0.0,0.953571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173685,0.031263,0.232137,0.041782
uninformative_until_contact,fixed_nominal,occluded_rim,280,0.0,0.0,0.003571,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.370463,3.246683,1.589265,3.286064
uninformative_until_contact,fixed_nominal,slippery,280,0.0,0.0,0.003571,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.217345,2.619122,1.449747,2.660951
uninformative_until_contact,fixed_nominal,thin_lip,280,0.0,0.0,0.010714,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.305437,2.984979,1.532036,3.025767
uninformative_until_contact,oracle_precontact,compliant_skin,280,1.0,0.0,0.971429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170501,0.03069,0.234579,0.042224
uninformative_until_contact,oracle_precontact,fragile,280,1.0,0.0,0.978571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168645,0.030356,0.227243,0.040901
uninformative_until_contact,oracle_precontact,nominal,280,1.0,0.0,0.960714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170497,0.030689,0.226642,0.040792
uninformative_until_contact,oracle_precontact,occluded_rim,280,1.0,0.0,0.953571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170388,0.03067,0.228419,0.041112
uninformative_until_contact,oracle_precontact,slippery,280,1.0,0.0,0.971429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167816,0.030207,0.226106,0.040695
uninformative_until_contact,oracle_precontact,thin_lip,280,1.0,0.0,0.982143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170068,0.030612,0.221185,0.039812
uninformative_until_contact,posterior_fixed,compliant_skin,280,0.132143,0.039666,0.142857,0.867857,0.039666,0.867857,0.039666,0.0,0.0,0.989286,0.012059,0.0,1.276398,3.180466,1.652281,3.697407
uninformative_until_contact,posterior_fixed,fragile,280,0.121429,0.038258,0.117857,0.878571,0.038258,0.878571,0.038258,0.0,0.0,0.978571,0.016962,0.0,1.443113,3.598332,1.830496,4.12949
uninformative_until_contact,posterior_fixed,nominal,280,1.0,0.0,0.978571,0.0,0.0,0.0,0.0,0.0,0.0,0.010714,0.012059,0.0,0.170467,0.030684,0.231703,0.041704
uninformative_until_contact,posterior_fixed,occluded_rim,280,0.125,0.038738,0.128571,0.875,0.038738,0.875,0.038738,0.003571,0.006987,0.985714,0.0139,0.0,1.226577,2.849355,1.581165,3.285207
uninformative_until_contact,posterior_fixed,slippery,280,0.139286,0.040556,0.153571,0.860714,0.040556,0.860714,0.040556,0.0,0.0,0.996429,0.006987,0.0,1.096068,2.263007,1.459139,2.662646
uninformative_until_contact,posterior_fixed,thin_lip,280,0.114286,0.037267,0.117857,0.885714,0.037267,0.885714,0.037267,0.0,0.0,0.971429,0.019514,0.0,1.186325,2.649253,1.544213,3.027959
uninformative_until_contact,posterior_tuned,compliant_skin,280,0.139286,0.040556,0.153571,0.860714,0.040556,0.860714,0.040556,0.0,0.0,0.996429,0.006987,0.0,1.268728,3.1548,1.656626,3.698194
uninformative_until_contact,posterior_tuned,fragile,280,0.142857,0.040988,0.15,0.857143,0.040988,0.857143,0.040988,0.0,0.0,1.0,0.0,0.0,1.403906,3.509846,1.829411,4.129295
uninformative_until_contact,posterior_tuned,nominal,280,1.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.028571,0.019514,0.0,0.171026,0.030785,0.232791,0.041903
uninformative_until_contact,posterior_tuned,occluded_rim,280,0.135714,0.040116,0.139286,0.864286,0.040116,0.864286,0.040116,0.007143,0.009864,1.0,0.0,0.0,1.20471,2.816848,1.59083,3.286662
uninformative_until_contact,posterior_tuned,slippery,280,0.142857,0.040988,0.142857,0.857143,0.040988,0.857143,0.040988,0.0,0.0,1.0,0.0,0.0,1.081349,2.251786,1.430957,2.65757
uninformative_until_contact,posterior_tuned,thin_lip,280,0.139286,0.040556,0.157143,0.860714,0.040556,0.860714,0.040556,0.0,0.0,0.996429,0.006987,0.0,1.160385,2.575834,1.538278,3.026892
uninformative_until_contact,risk_guard,compliant_skin,280,0.0,0.0,0.014286,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.420007,3.655601,1.654227,3.697763
uninformative_until_contact,risk_guard,fragile,280,0.0,0.0,0.021429,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.596876,4.087438,1.821856,4.127933
uninformative_until_contact,risk_guard,nominal,280,1.0,0.0,0.964286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171941,0.030949,0.23129,0.041634
uninformative_until_contact,risk_guard,occluded_rim,280,0.0,0.0,0.007143,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.352883,3.243519,1.58339,3.285011
uninformative_until_contact,risk_guard,slippery,280,0.0,0.0,0.014286,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.219273,2.619469,1.441202,2.659416
uninformative_until_contact,risk_guard,thin_lip,280,0.0,0.0,0.007143,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.303708,2.984668,1.524353,3.024385
uninformative_until_contact,v2_guard,compliant_skin,280,0.0,0.0,0.007143,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.431748,3.657715,1.671767,3.70092
uninformative_until_contact,v2_guard,fragile,280,0.0,0.0,0.010714,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.602812,4.088506,1.828769,4.129176
uninformative_until_contact,v2_guard,nominal,280,1.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171148,0.030807,0.226384,0.040751
uninformative_until_contact,v2_guard,occluded_rim,280,0.0,0.0,0.017857,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.360665,3.244919,1.613873,3.290497
uninformative_until_contact,v2_guard,slippery,280,0.0,0.0,0.010714,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.220913,2.619764,1.453017,2.661545
uninformative_until_contact,v2_guard,thin_lip,280,0.0,0.0,0.017857,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.29654,2.983377,1.513646,3.022453
weak_cue,calibrated_deadline_guard,compliant_skin,280,0.482143,0.058529,0.467857,0.517857,0.058529,0.517857,0.058529,0.010714,0.012059,0.5,0.058566,0.096429,0.859024,1.926053,1.652148,3.698792
weak_cue,calibrated_deadline_guard,fragile,280,0.510714,0.058553,0.492857,0.489286,0.058553,0.489286,0.058553,0.003571,0.006987,0.478571,0.058512,0.1,0.915624,2.02767,1.837414,4.131074
weak_cue,calibrated_deadline_guard,nominal,280,0.95,0.025528,0.917857,0.032143,0.02066,0.0,0.0,0.05,0.025528,0.0,0.0,0.0,0.197051,0.098326,0.241766,0.043522
weak_cue,calibrated_deadline_guard,occluded_rim,280,0.192857,0.046214,0.192857,0.807143,0.046214,0.807143,0.046214,0.046429,0.024646,0.710714,0.053111,0.085714,1.137384,2.672586,1.576904,3.30029
weak_cue,calibrated_deadline_guard,slippery,280,0.396429,0.057296,0.378571,0.603571,0.057296,0.603571,0.057296,0.014286,0.0139,0.578571,0.057839,0.089286,0.835205,1.613194,1.43279,2.659084
weak_cue,calibrated_deadline_guard,thin_lip,280,0.35,0.055869,0.342857,0.65,0.055869,0.65,0.055869,0.021429,0.016962,0.6,0.057383,0.1,0.934037,1.977056,1.519887,3.025057
weak_cue,contact_reactive,compliant_skin,280,0.142857,0.040988,0.25,0.857143,0.040988,0.857143,0.040988,0.0,0.0,0.857143,0.040988,0.0,1.270771,3.143024,1.652921,3.697526
weak_cue,contact_reactive,fragile,280,0.142857,0.040988,0.232143,0.857143,0.040988,0.857143,0.040988,0.0,0.0,0.857143,0.040988,0.0,1.405971,3.510218,1.82066,4.127719
weak_cue,contact_reactive,nominal,280,1.0,0.0,0.964286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171661,0.030899,0.233819,0.042087
weak_cue,contact_reactive,occluded_rim,280,0.142857,0.040988,0.292857,0.857143,0.040988,0.857143,0.040988,0.0,0.0,0.857143,0.040988,0.0,1.197554,2.786988,1.59084,3.286349
weak_cue,contact_reactive,slippery,280,0.142857,0.040988,0.278571,0.857143,0.040988,0.857143,0.040988,0.0,0.0,0.857143,0.040988,0.0,1.091686,2.253646,1.45444,2.661795
weak_cue,contact_reactive,thin_lip,280,0.142857,0.040988,0.317857,0.857143,0.040988,0.857143,0.040988,0.0,0.0,0.857143,0.040988,0.0,1.148503,2.563873,1.520151,3.023623
weak_cue,deadline_threshold,compliant_skin,280,0.492857,0.05856,0.475,0.507143,0.05856,0.507143,0.05856,0.025,0.018287,0.475,0.058493,0.107143,0.840413,1.90056,1.67049,3.705388
weak_cue,deadline_threshold,fragile,280,0.535714,0.058417,0.514286,0.464286,0.058417,0.464286,0.058417,0.003571,0.006987,0.453571,0.058313,0.089286,0.873271,1.925046,1.812045,4.128069
weak_cue,deadline_threshold,nominal,280,0.910714,0.033401,0.882143,0.071429,0.030166,0.0,0.0,0.089286,0.033401,0.0,0.0,0.0,0.221656,0.157755,0.265173,0.047733
