family,case_id,policy,mode,condition,velocity,switch_latency,switch_distance,false_cost,harm_scale,special,required_strategy,active_strategy_at_contact,predicted_mode,switch_target,switch_started_distance,deadline_margin,posterior_confidence,posterior_margin,safe_success,final_success,harmful_contact,late_switch,early_false_switch,deadline_violation,avoidable_lateness,impulse,expected_cost,switch_reason
family_b,300003,v2_guard,fragile,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,fragile,soft,0.027,0.021,0.973,0.95136,1,1,0,0,0,0,0,0.15892,0.02861,v2_guard
family_b,300003,risk_guard,fragile,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,fragile,soft,0.036,0.03,0.41826,0.22051,1,1,0,0,0,0,0,0.15099,0.02718,risk_1.23_0.22
family_b,300003,calibrated_deadline_guard,fragile,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,fragile,soft,0.03,0.024,0.91207,0.84718,1,1,0,0,0,0,0,0.13435,0.02418,calibrated_deadline_guard
family_b,300003,oracle_precontact,fragile,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,fragile,soft,0.078,0.072,1.0,1.0,1,1,0,0,0,0,0,0.12935,0.02328,oracle
family_b,300004,posterior_fixed,occluded_rim,normal,0.1,0.06,0.006,0.25,0.5,none,tilt,tilt,occluded_rim,tilt,0.024,0.018,0.99241,0.9857,1,0,0,0,0,0,0,0.15155,0.02728,posterior_0.90_0.24
family_b,300004,posterior_cost_tuned,occluded_rim,normal,0.1,0.06,0.006,0.25,0.5,none,tilt,scoop,thin_lip,scoop,0.036,0.03,0.83012,0.69388,0,0,1,1,1,0,0,0.99204,2.10357,cost_posterior_0.70_0.19
family_b,300004,v2_guard,occluded_rim,normal,0.1,0.06,0.006,0.25,0.5,none,tilt,tilt,occluded_rim,tilt,0.027,0.021,0.89615,0.79405,1,1,0,0,0,0,0,0.17501,0.0315,v2_guard
family_b,300004,risk_guard,occluded_rim,normal,0.1,0.06,0.006,0.25,0.5,none,tilt,scoop,thin_lip,scoop,0.036,0.03,0.83012,0.69388,0,0,1,1,1,0,0,1.01016,2.10683,risk_1.19_0.12
family_b,300004,calibrated_deadline_guard,occluded_rim,normal,0.1,0.06,0.006,0.25,0.5,none,tilt,tilt,occluded_rim,tilt,0.027,0.021,0.83876,0.68507,1,1,0,0,0,0,0,0.15493,0.02789,calibrated_deadline_guard
family_b,300004,oracle_precontact,occluded_rim,normal,0.1,0.06,0.006,0.25,0.5,none,tilt,tilt,occluded_rim,tilt,0.078,0.072,1.0,1.0,1,1,0,0,0,0,0,0.14273,0.02569,oracle
family_b,300005,posterior_fixed,compliant_skin,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,compliant_skin,soft,0.03,0.024,0.97024,0.94807,1,1,0,0,0,0,0,0.11327,0.02039,posterior_0.90_0.24
family_b,300005,posterior_cost_tuned,compliant_skin,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,compliant_skin,soft,0.03,0.024,0.97024,0.94807,1,1,0,0,0,0,0,0.11997,0.02159,cost_posterior_0.70_0.19
family_b,300005,v2_guard,compliant_skin,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,compliant_skin,soft,0.027,0.021,0.99328,0.98747,1,1,0,0,0,0,0,0.15354,0.02764,v2_guard
family_b,300005,risk_guard,compliant_skin,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,compliant_skin,soft,0.036,0.03,0.68638,0.56496,1,1,0,0,0,0,0,0.17083,0.03075,risk_1.33_0.17
family_b,300005,calibrated_deadline_guard,compliant_skin,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,compliant_skin,soft,0.03,0.024,0.94971,0.90118,1,0,0,0,0,0,0,0.15334,0.0276,calibrated_deadline_guard
family_b,300005,oracle_precontact,compliant_skin,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,compliant_skin,soft,0.078,0.072,1.0,1.0,1,1,0,0,0,0,0,0.12633,0.02274,oracle
family_b,300006,posterior_fixed,nominal,normal,0.1,0.06,0.006,0.25,0.5,none,pinch,pinch,nominal,pinch,,,1.0,1.0,1,1,0,0,0,0,0,0.14345,0.02582,none
family_b,300006,posterior_cost_tuned,nominal,normal,0.1,0.06,0.006,0.25,0.5,none,pinch,pinch,nominal,pinch,,,1.0,1.0,1,1,0,0,0,0,0,0.18073,0.03253,none
family_b,300006,v2_guard,nominal,normal,0.1,0.06,0.006,0.25,0.5,none,pinch,pinch,nominal,pinch,,,1.0,1.0,1,1,0,0,0,0,0,0.08509,0.01532,none
family_b,300006,risk_guard,nominal,normal,0.1,0.06,0.006,0.25,0.5,none,pinch,pinch,nominal,pinch,,,1.0,1.0,1,1,0,0,0,0,0,0.1517,0.02731,none
family_b,300006,calibrated_deadline_guard,nominal,normal,0.1,0.06,0.006,0.25,0.5,none,pinch,pinch,nominal,pinch,,,1.0,1.0,1,1,0,0,0,0,0,0.15651,0.02817,none
family_b,300006,oracle_precontact,nominal,normal,0.1,0.06,0.006,0.25,0.5,none,pinch,pinch,nominal,pinch,0.078,0.072,1.0,1.0,1,1,0,0,0,0,0,0.11433,0.02058,oracle
family_b,300007,posterior_fixed,thin_lip,normal,0.1,0.06,0.006,0.25,0.5,none,scoop,scoop,thin_lip,scoop,0.036,0.03,0.98429,0.97479,1,1,0,0,0,0,0,0.15427,0.02777,posterior_0.90_0.24
family_b,300007,posterior_cost_tuned,thin_lip,normal,0.1,0.06,0.006,0.25,0.5,none,scoop,scoop,thin_lip,scoop,0.042,0.036,0.85583,0.80865,1,1,0,0,0,0,0,0.11794,0.02123,cost_posterior_0.70_0.19
family_b,300007,v2_guard,thin_lip,normal,0.1,0.06,0.006,0.25,0.5,none,scoop,scoop,thin_lip,scoop,0.039,0.033,0.86597,0.81488,1,1,0,0,0,0,0,0.11073,0.01993,v2_guard
family_b,300007,risk_guard,thin_lip,normal,0.1,0.06,0.006,0.25,0.5,none,scoop,scoop,thin_lip,scoop,0.042,0.036,0.85583,0.80865,1,1,0,0,0,0,0,0.16558,0.0298,risk_1.16_0.09
family_b,300007,calibrated_deadline_guard,thin_lip,normal,0.1,0.06,0.006,0.25,0.5,none,scoop,scoop,thin_lip,scoop,0.036,0.03,0.95355,0.92814,1,1,0,0,0,0,0,0.19148,0.03447,calibrated_deadline_guard
family_b,300007,oracle_precontact,thin_lip,normal,0.1,0.06,0.006,0.25,0.5,none,scoop,scoop,thin_lip,scoop,0.078,0.072,1.0,1.0,1,1,0,0,0,0,0,0.11295,0.02033,oracle
family_b,300008,posterior_fixed,slippery,normal,0.1,0.06,0.006,0.25,0.5,none,cage,cage,slippery,cage,0.027,0.021,0.9061,0.82793,1,1,0,0,0,0,0,0.13276,0.0239,posterior_0.90_0.24
family_b,300008,posterior_cost_tuned,slippery,normal,0.1,0.06,0.006,0.25,0.5,none,cage,tilt,occluded_rim,tilt,0.033,0.027,0.75752,0.65286,0,0,1,1,1,0,0,0.86743,1.78114,cost_posterior_0.70_0.19
family_b,300008,v2_guard,slippery,normal,0.1,0.06,0.006,0.25,0.5,none,cage,cage,slippery,cage,0.027,0.021,0.9061,0.82793,1,1,0,0,0,0,0,0.13136,0.02364,v2_guard
family_b,300008,risk_guard,slippery,normal,0.1,0.06,0.006,0.25,0.5,none,cage,tilt,occluded_rim,tilt,0.033,0.027,0.75752,0.65286,0,0,1,1,1,0,0,1.06806,1.81725,risk_1.25_0.13
family_b,300008,calibrated_deadline_guard,slippery,normal,0.1,0.06,0.006,0.25,0.5,none,cage,cage,slippery,cage,0.027,0.021,0.83936,0.71559,1,1,0,0,0,0,0,0.10887,0.0196,calibrated_deadline_guard
family_b,300008,oracle_precontact,slippery,normal,0.1,0.06,0.006,0.25,0.5,none,cage,cage,slippery,cage,0.078,0.072,1.0,1.0,1,1,0,0,0,0,0,0.12911,0.02324,oracle
family_b,300009,posterior_fixed,fragile,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,fragile,soft,0.018,0.012,0.99841,0.99687,1,1,0,0,0,0,0,0.20702,0.03726,posterior_0.90_0.24
family_b,300009,posterior_cost_tuned,fragile,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,fragile,soft,0.033,0.027,0.72139,0.5105,1,1,0,0,0,0,0,0.13034,0.02346,cost_posterior_0.70_0.19
family_b,300009,v2_guard,fragile,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,fragile,soft,0.018,0.012,0.99841,0.99687,1,1,0,0,0,0,0,0.11234,0.02022,v2_guard
family_b,300009,risk_guard,fragile,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,compliant_skin,soft,0.042,0.036,0.47228,0.29474,1,1,0,0,0,0,0,0.16906,0.03043,risk_1.16_0.20
family_b,300009,calibrated_deadline_guard,fragile,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,fragile,soft,0.033,0.027,0.87738,0.81812,1,1,0,0,0,0,0,0.12384,0.02229,calibrated_deadline_guard
family_b,300009,oracle_precontact,fragile,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,fragile,soft,0.078,0.072,1.0,1.0,1,1,0,0,0,0,0,0.14688,0.02644,oracle
family_b,300010,posterior_fixed,occluded_rim,normal,0.1,0.06,0.006,0.25,0.5,none,tilt,tilt,occluded_rim,tilt,0.027,0.021,0.94845,0.91976,1,1,0,0,0,0,0,0.16439,0.02959,posterior_0.90_0.24
family_b,300010,posterior_cost_tuned,occluded_rim,normal,0.1,0.06,0.006,0.25,0.5,none,tilt,tilt,occluded_rim,tilt,0.03,0.024,0.79438,0.65043,1,1,0,0,0,0,0,0.13406,0.02413,cost_posterior_0.70_0.19
family_b,300010,v2_guard,occluded_rim,normal,0.1,0.06,0.006,0.25,0.5,none,tilt,tilt,occluded_rim,tilt,0.027,0.021,0.94845,0.91976,1,1,0,0,0,0,0,0.14118,0.02541,v2_guard
family_b,300010,risk_guard,occluded_rim,normal,0.1,0.06,0.006,0.25,0.5,none,tilt,tilt,occluded_rim,tilt,0.033,0.027,0.65581,0.50848,1,1,0,0,0,0,0,0.17048,0.03069,risk_1.08_0.20
family_b,300010,calibrated_deadline_guard,occluded_rim,normal,0.1,0.06,0.006,0.25,0.5,none,tilt,tilt,occluded_rim,tilt,0.027,0.021,0.88453,0.82319,1,1,0,0,0,0,0,0.12821,0.02308,calibrated_deadline_guard
family_b,300010,oracle_precontact,occluded_rim,normal,0.1,0.06,0.006,0.25,0.5,none,tilt,tilt,occluded_rim,tilt,0.078,0.072,1.0,1.0,1,1,0,0,0,0,0,0.1559,0.02806,oracle
family_b,300011,posterior_fixed,compliant_skin,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,compliant_skin,soft,0.027,0.021,0.96129,0.93301,1,1,0,0,0,0,0,0.13946,0.0251,posterior_0.90_0.24
family_b,300011,posterior_cost_tuned,compliant_skin,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,compliant_skin,soft,0.03,0.024,0.85479,0.74615,1,1,0,0,0,0,0,0.14816,0.02667,cost_posterior_0.70_0.19
family_b,300011,v2_guard,compliant_skin,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,compliant_skin,soft,0.027,0.021,0.96129,0.93301,1,1,0,0,0,0,0,0.12688,0.02284,v2_guard
family_b,300011,risk_guard,compliant_skin,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,compliant_skin,soft,0.033,0.027,0.6154,0.41573,1,1,0,0,0,0,0,0.1357,0.02443,risk_1.41_0.19
family_b,300011,calibrated_deadline_guard,compliant_skin,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,compliant_skin,soft,0.03,0.024,0.92925,0.86555,1,1,0,0,0,0,0,0.14156,0.02548,calibrated_deadline_guard
family_b,300011,oracle_precontact,compliant_skin,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,compliant_skin,soft,0.078,0.072,1.0,1.0,1,1,0,0,0,0,0,0.13121,0.02362,oracle
family_b,300012,posterior_fixed,nominal,normal,0.1,0.06,0.006,0.25,0.5,none,pinch,pinch,nominal,pinch,,,1.0,1.0,1,1,0,0,0,0,0,0.15948,0.02871,none
family_b,300012,posterior_cost_tuned,nominal,normal,0.1,0.06,0.006,0.25,0.5,none,pinch,pinch,nominal,pinch,,,1.0,1.0,1,1,0,0,0,0,0,0.09621,0.01732,none
family_b,300012,v2_guard,nominal,normal,0.1,0.06,0.006,0.25,0.5,none,pinch,pinch,nominal,pinch,,,1.0,1.0,1,1,0,0,0,0,0,0.11125,0.02002,none
family_b,300012,risk_guard,nominal,normal,0.1,0.06,0.006,0.25,0.5,none,pinch,pinch,nominal,pinch,,,1.0,1.0,1,1,0,0,0,0,0,0.13433,0.02418,none
family_b,300012,calibrated_deadline_guard,nominal,normal,0.1,0.06,0.006,0.25,0.5,none,pinch,pinch,nominal,pinch,,,1.0,1.0,1,1,0,0,0,0,0,0.19235,0.03462,none
family_b,300012,oracle_precontact,nominal,normal,0.1,0.06,0.006,0.25,0.5,none,pinch,pinch,nominal,pinch,0.078,0.072,1.0,1.0,1,1,0,0,0,0,0,0.16859,0.03035,oracle
family_b,300013,posterior_fixed,thin_lip,normal,0.1,0.06,0.006,0.25,0.5,none,scoop,scoop,thin_lip,scoop,0.036,0.03,0.95967,0.93019,1,1,0,0,0,0,0,0.1233,0.02219,posterior_0.90_0.24
family_b,300013,posterior_cost_tuned,thin_lip,normal,0.1,0.06,0.006,0.25,0.5,none,scoop,scoop,thin_lip,scoop,0.036,0.03,0.95967,0.93019,1,1,0,0,0,0,0,0.10672,0.01921,cost_posterior_0.70_0.19
family_b,300013,v2_guard,thin_lip,normal,0.1,0.06,0.006,0.25,0.5,none,scoop,scoop,thin_lip,scoop,0.033,0.027,0.99775,0.99612,1,1,0,0,0,0,0,0.13629,0.02453,v2_guard
family_b,300013,risk_guard,thin_lip,normal,0.1,0.06,0.006,0.25,0.5,none,scoop,scoop,thin_lip,scoop,0.036,0.03,0.95967,0.93019,1,1,0,0,0,0,0,0.09996,0.01799,risk_1.38_0.03
family_b,300013,calibrated_deadline_guard,thin_lip,normal,0.1,0.06,0.006,0.25,0.5,none,scoop,scoop,thin_lip,scoop,0.036,0.03,0.90744,0.84772,1,1,0,0,0,0,0,0.1182,0.02128,calibrated_deadline_guard
family_b,300013,oracle_precontact,thin_lip,normal,0.1,0.06,0.006,0.25,0.5,none,scoop,scoop,thin_lip,scoop,0.078,0.072,1.0,1.0,1,1,0,0,0,0,0,0.19572,0.03523,oracle
family_b,300014,posterior_fixed,slippery,normal,0.1,0.06,0.006,0.25,0.5,none,cage,cage,slippery,cage,0.03,0.024,0.90543,0.82424,1,1,0,0,0,0,0,0.12868,0.02316,posterior_0.90_0.24
family_b,300014,posterior_cost_tuned,slippery,normal,0.1,0.06,0.006,0.25,0.5,none,cage,cage,slippery,cage,0.03,0.024,0.90543,0.82424,1,1,0,0,0,0,0,0.16254,0.02926,cost_posterior_0.70_0.19
family_b,300014,v2_guard,slippery,normal,0.1,0.06,0.006,0.25,0.5,none,cage,cage,slippery,cage,0.027,0.021,0.95814,0.91767,1,1,0,0,0,0,0,0.11174,0.02011,v2_guard
family_b,300014,risk_guard,slippery,normal,0.1,0.06,0.006,0.25,0.5,none,cage,soft,fragile,soft,0.042,0.036,0.35037,0.10291,0,0,1,1,1,0,0,0.75057,1.7601,risk_1.11_0.23
family_b,300014,calibrated_deadline_guard,slippery,normal,0.1,0.06,0.006,0.25,0.5,none,cage,cage,slippery,cage,0.03,0.024,0.83518,0.70826,1,1,0,0,0,0,0,0.11771,0.02119,calibrated_deadline_guard
family_b,300014,oracle_precontact,slippery,normal,0.1,0.06,0.006,0.25,0.5,none,cage,cage,slippery,cage,0.078,0.072,1.0,1.0,1,1,0,0,0,0,0,0.11503,0.02071,oracle
family_b,300015,posterior_fixed,fragile,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,fragile,soft,0.027,0.021,0.97357,0.94744,1,1,0,0,0,0,0,0.11942,0.0215,posterior_0.90_0.24
family_b,300015,posterior_cost_tuned,fragile,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,compliant_skin,soft,0.033,0.027,0.82691,0.74303,1,1,0,0,0,0,0,0.16736,0.03012,cost_posterior_0.70_0.19
family_b,300015,v2_guard,fragile,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,compliant_skin,soft,0.03,0.024,0.89493,0.80903,1,1,0,0,0,0,0,0.1608,0.02894,v2_guard
family_b,300015,risk_guard,fragile,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,compliant_skin,soft,0.039,0.033,0.60873,0.43015,1,1,0,0,0,0,0,0.1367,0.02461,risk_1.33_0.16
family_b,300015,calibrated_deadline_guard,fragile,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,compliant_skin,soft,0.033,0.027,0.85316,0.73036,1,1,0,0,0,0,0,0.13373,0.02407,calibrated_deadline_guard
family_b,300015,oracle_precontact,fragile,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,fragile,soft,0.078,0.072,1.0,1.0,1,1,0,0,0,0,0,0.15954,0.02872,oracle
family_b,300016,posterior_fixed,occluded_rim,normal,0.1,0.06,0.006,0.25,0.5,none,tilt,tilt,occluded_rim,tilt,0.021,0.015,0.9998,0.99964,1,1,0,0,0,0,0,0.15086,0.02715,posterior_0.90_0.24
family_b,300016,posterior_cost_tuned,occluded_rim,normal,0.1,0.06,0.006,0.25,0.5,none,tilt,tilt,occluded_rim,tilt,0.03,0.024,0.81885,0.71558,1,1,0,0,0,0,0,0.1598,0.02876,cost_posterior_0.70_0.19
family_b,300016,v2_guard,occluded_rim,normal,0.1,0.06,0.006,0.25,0.5,none,tilt,tilt,occluded_rim,tilt,0.027,0.021,0.8103,0.63767,1,1,0,0,0,0,0,0.08535,0.01536,v2_guard
family_b,300016,risk_guard,occluded_rim,normal,0.1,0.06,0.006,0.25,0.5,none,tilt,scoop,thin_lip,scoop,0.036,0.03,0.59226,0.33958,0,0,1,1,1,0,0,1.00488,2.10588,risk_0.85_0.26
family_b,300016,calibrated_deadline_guard,occluded_rim,normal,0.1,0.06,0.006,0.25,0.5,none,tilt,tilt,occluded_rim,tilt,0.021,0.015,0.99852,0.99744,1,1,0,0,0,0,0,0.08404,0.01513,calibrated_deadline_guard
family_b,300016,oracle_precontact,occluded_rim,normal,0.1,0.06,0.006,0.25,0.5,none,tilt,tilt,occluded_rim,tilt,0.078,0.072,1.0,1.0,1,1,0,0,0,0,0,0.18673,0.03361,oracle
family_b,300017,posterior_fixed,compliant_skin,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,compliant_skin,soft,0.033,0.027,0.95539,0.92483,1,1,0,0,0,0,0,0.14563,0.02621,posterior_0.90_0.24
family_b,300017,posterior_cost_tuned,compliant_skin,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,compliant_skin,soft,0.033,0.027,0.95539,0.92483,1,1,0,0,0,0,0,0.14828,0.02669,cost_posterior_0.70_0.19
family_b,300017,v2_guard,compliant_skin,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,compliant_skin,soft,0.03,0.024,0.99123,0.98648,1,1,0,0,0,0,0,0.12596,0.02267,v2_guard
family_b,300017,risk_guard,compliant_skin,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,compliant_skin,soft,0.033,0.027,0.95539,0.92483,1,1,0,0,0,0,0,0.15881,0.02858,risk_1.83_0.02
family_b,300017,calibrated_deadline_guard,compliant_skin,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,compliant_skin,soft,0.033,0.027,0.91828,0.8573,1,1,0,0,0,0,0,0.12498,0.0225,calibrated_deadline_guard
family_b,300017,oracle_precontact,compliant_skin,normal,0.1,0.06,0.006,0.25,0.5,none,soft,soft,compliant_skin,soft,0.078,0.072,1.0,1.0,1,1,0,0,0,0,0,0.12027,0.02165,oracle
family_b,300018,posterior_fixed,nominal,normal,0.1,0.06,0.006,0.25,0.5,none,pinch,pinch,nominal,pinch,,,1.0,1.0,1,1,0,0,0,0,0,0.17711,0.03188,none
family_b,300018,posterior_cost_tuned,nominal,normal,0.1,0.06,0.006,0.25,0.5,none,pinch,pinch,nominal,pinch,,,1.0,1.0,1,1,0,0,0,0,0,0.12186,0.02193,none
family_b,300018,v2_guard,nominal,normal,0.1,0.06,0.006,0.25,0.5,none,pinch,pinch,nominal,pinch,,,1.0,1.0,1,1,0,0,0,0,0,0.12657,0.02278,none
family_b,300018,risk_guard,nominal,normal,0.1,0.06,0.006,0.25,0.5,none,pinch,pinch,nominal,pinch,,,1.0,1.0,1,1,0,0,0,0,0,0.12048,0.02169,none
family_b,300018,calibrated_deadline_guard,nominal,normal,0.1,0.06,0.006,0.25,0.5,none,pinch,pinch,nominal,pinch,,,1.0,1.0,1,1,0,0,0,0,0,0.1568,0.02822,none
family_b,300018,oracle_precontact,nominal,normal,0.1,0.06,0.006,0.25,0.5,none,pinch,pinch,nominal,pinch,0.078,0.072,1.0,1.0,1,1,0,0,0,0,0,0.11368,0.02046,oracle
family_b,300019,posterior_fixed,thin_lip,normal,0.1,0.06,0.006,0.25,0.5,none,scoop,scoop,thin_lip,scoop,0.03,0.024,0.96964,0.94007,1,1,0,0,0,0,0,0.10483,0.01887,posterior_0.90_0.24
family_b,300019,posterior_cost_tuned,thin_lip,normal,0.1,0.06,0.006,0.25,0.5,none,scoop,scoop,thin_lip,scoop,0.033,0.027,0.76098,0.57321,1,1,0,0,0,0,0,0.1492,0.02686,cost_posterior_0.70_0.19
family_b,300019,v2_guard,thin_lip,normal,0.1,0.06,0.006,0.25,0.5,none,scoop,scoop,thin_lip,scoop,0.027,0.021,0.95641,0.91283,1,1,0,0,0,0,0,0.13005,0.02341,v2_guard
family_b,300019,risk_guard,thin_lip,normal,0.1,0.06,0.006,0.25,0.5,none,scoop,scoop,thin_lip,scoop,0.033,0.027,0.76098,0.57321,1,1,0,0,0,0,0,0.13385,0.02409,risk_1.14_0.15
family_b,300019,calibrated_deadline_guard,thin_lip,normal,0.1,0.06,0.006,0.25,0.5,none,scoop,scoop,thin_lip,scoop,0.03,0.024,0.93479,0.87362,1,1,0,0,0,0,0,0.21093,0.03797,calibrated_deadline_guard
family_b,300019,oracle_precontact,thin_lip,normal,0.1,0.06,0.006,0.25,0.5,none,scoop,scoop,thin_lip,scoop,0.078,0.072,1.0,1.0,1,1,0,0,0,0,0,0.10805,0.01945,oracle
family_b,300020,posterior_fixed,slippery,normal,0.1,0.06,0.006,0.25,0.5,none,cage,cage,slippery,cage,0.033,0.027,0.9571,0.92806,1,1,0,0,0,0,0,0.14919,0.02686,posterior_0.90_0.24
family_b,300020,posterior_cost_tuned,slippery,normal,0.1,0.06,0.006,0.25,0.5,none,cage,cage,slippery,cage,0.033,0.027,0.9571,0.92806,1,1,0,0,0,0,0,0.14081,0.02535,cost_posterior_0.70_0.19
