condition,objective,conf,margin,safe_success_rate,harmful_contact_rate,late_switch_rate,expected_cost_mean
high_noise,safe,0.54,0.04,0.4861111111111111,0.4861111111111111,0.4236111111111111,1.6903191666666673
high_noise,safe,0.54,0.12,0.4861111111111111,0.4861111111111111,0.4236111111111111,1.6903191666666673
high_noise,safe,0.54,0.22,0.4930555555555556,0.4861111111111111,0.4236111111111111,1.6827515972222227
high_noise,safe,0.54,0.34,0.5208333333333334,0.4583333333333333,0.3958333333333333,1.5684118750000007
high_noise,safe,0.64,0.04,0.5625,0.4236111111111111,0.3888888888888889,1.4917622222222229
high_noise,safe,0.64,0.12,0.5625,0.4236111111111111,0.3888888888888889,1.4917622222222229
high_noise,safe,0.64,0.22,0.5625,0.4236111111111111,0.3888888888888889,1.4917622222222229
high_noise,safe,0.64,0.34,0.5625,0.4236111111111111,0.3888888888888889,1.4917622222222229
high_noise,safe,0.74,0.04,0.6319444444444444,0.3611111111111111,0.3541666666666667,1.268526736111112
high_noise,safe,0.74,0.12,0.6319444444444444,0.3611111111111111,0.3541666666666667,1.268526736111112
high_noise,safe,0.74,0.22,0.6319444444444444,0.3611111111111111,0.3541666666666667,1.268526736111112
high_noise,safe,0.74,0.34,0.6319444444444444,0.3611111111111111,0.3541666666666667,1.268526736111112
high_noise,safe,0.84,0.04,0.5833333333333334,0.4166666666666667,0.4027777777777778,1.4165570138888899
high_noise,safe,0.84,0.12,0.5833333333333334,0.4166666666666667,0.4027777777777778,1.4165570138888899
high_noise,safe,0.84,0.22,0.5833333333333334,0.4166666666666667,0.4027777777777778,1.4165570138888899
high_noise,safe,0.84,0.34,0.5833333333333334,0.4166666666666667,0.4027777777777778,1.4165570138888899
high_noise,safe,0.94,0.04,0.5486111111111112,0.4513888888888889,0.4513888888888889,1.5326682638888893
high_noise,safe,0.94,0.12,0.5486111111111112,0.4513888888888889,0.4513888888888889,1.5326682638888893
high_noise,safe,0.94,0.22,0.5486111111111112,0.4513888888888889,0.4513888888888889,1.5326682638888893
high_noise,safe,0.94,0.34,0.5486111111111112,0.4513888888888889,0.4513888888888889,1.5326682638888893
