policy,class,condition,velocity,switch_latency,switch_distance,required_strategy,active_strategy_at_contact,predicted_class,switch_started_distance,posterior_confidence,posterior_margin,impulse,harmful_contact,safe_success,final_success,late_switch,early_false_switch,regret
fixed_nominal,thin_lip,normal,0.1,0.0,0.0,scoop,pinch,nominal,,0.25,0.0,1.12916,1,0,0,1,0,0.97416
fixed_nominal,fragile,normal,0.1,0.0,0.0,soft,pinch,nominal,,0.25,0.0,1.50351,1,0,0,1,0,1.34851
fixed_nominal,fragile,normal,0.1,0.0,0.0,soft,pinch,nominal,,0.25,0.0,1.27928,1,0,0,1,0,1.12428
fixed_nominal,thin_lip,normal,0.1,0.0,0.0,scoop,pinch,nominal,,0.25,0.0,1.22477,1,0,0,1,0,1.06977
fixed_nominal,fragile,normal,0.1,0.0,0.0,soft,pinch,nominal,,0.25,0.0,1.32582,1,0,0,1,0,1.17082
fixed_nominal,slippery,normal,0.1,0.0,0.0,cage,pinch,nominal,,0.25,0.0,1.07912,1,0,0,1,0,0.92412
fixed_nominal,fragile,normal,0.1,0.0,0.0,soft,pinch,nominal,,0.25,0.0,1.49197,1,0,0,1,0,1.33697
fixed_nominal,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,,0.25,0.0,0.13452,0,1,1,0,0,0.0
fixed_nominal,fragile,normal,0.1,0.0,0.0,soft,pinch,nominal,,0.25,0.0,1.32484,1,0,0,1,0,1.16984
fixed_nominal,slippery,normal,0.1,0.0,0.0,cage,pinch,nominal,,0.25,0.0,1.11021,1,0,0,1,0,0.95521
fixed_nominal,fragile,normal,0.1,0.0,0.0,soft,pinch,nominal,,0.25,0.0,1.44481,1,0,0,1,0,1.28981
fixed_nominal,fragile,normal,0.1,0.0,0.0,soft,pinch,nominal,,0.25,0.0,1.23072,1,0,0,1,0,1.07572
fixed_nominal,slippery,normal,0.1,0.0,0.0,cage,pinch,nominal,,0.25,0.0,0.98439,1,0,0,1,0,0.82939
fixed_nominal,slippery,normal,0.1,0.0,0.0,cage,pinch,nominal,,0.25,0.0,1.08559,1,0,0,1,0,0.93059
fixed_nominal,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,,0.25,0.0,0.11414,0,1,1,0,0,0.0
fixed_nominal,fragile,normal,0.1,0.0,0.0,soft,pinch,nominal,,0.25,0.0,1.49764,1,0,0,1,0,1.34264
fixed_nominal,slippery,normal,0.1,0.0,0.0,cage,pinch,nominal,,0.25,0.0,1.13665,1,0,0,1,0,0.98165
fixed_nominal,fragile,normal,0.1,0.0,0.0,soft,pinch,nominal,,0.25,0.0,1.43633,1,0,0,1,0,1.28133
fixed_nominal,fragile,normal,0.1,0.0,0.0,soft,pinch,nominal,,0.25,0.0,1.33916,1,0,0,1,0,1.18416
fixed_nominal,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,,0.25,0.0,0.13456,0,1,1,0,0,0.0
fixed_nominal,thin_lip,normal,0.1,0.0,0.0,scoop,pinch,nominal,,0.25,0.0,1.14366,1,0,0,1,0,0.98866
fixed_nominal,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,,0.25,0.0,0.15141,0,1,1,0,0,0.0
fixed_nominal,thin_lip,normal,0.1,0.0,0.0,scoop,pinch,nominal,,0.25,0.0,1.28091,1,0,0,1,0,1.12591
fixed_nominal,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,,0.25,0.0,0.14316,0,1,0,0,0,0.0
fixed_nominal,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,,0.25,0.0,0.13789,0,1,1,0,0,0.0
fixed_nominal,thin_lip,normal,0.1,0.0,0.0,scoop,pinch,nominal,,0.25,0.0,1.10329,1,0,1,1,0,0.94829
fixed_nominal,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,,0.25,0.0,0.14074,0,1,1,0,0,0.0
fixed_nominal,thin_lip,normal,0.1,0.0,0.0,scoop,pinch,nominal,,0.25,0.0,1.13063,1,0,1,1,0,0.97563
fixed_nominal,slippery,normal,0.1,0.0,0.0,cage,pinch,nominal,,0.25,0.0,1.03488,1,0,0,1,0,0.87988
fixed_nominal,fragile,normal,0.1,0.0,0.0,soft,pinch,nominal,,0.25,0.0,1.42682,1,0,0,1,0,1.27182
fixed_nominal,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,,0.25,0.0,0.14957,0,1,1,0,0,0.0
fixed_nominal,thin_lip,normal,0.1,0.0,0.0,scoop,pinch,nominal,,0.25,0.0,1.12087,1,0,0,1,0,0.96587
fixed_nominal,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,,0.25,0.0,0.16657,0,1,1,0,0,0.01157
fixed_nominal,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,,0.25,0.0,0.15265,0,1,1,0,0,0.0
fixed_nominal,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,,0.25,0.0,0.17566,0,1,1,0,0,0.02066
fixed_nominal,slippery,normal,0.1,0.0,0.0,cage,pinch,nominal,,0.25,0.0,0.99334,1,0,0,1,0,0.83834
fixed_nominal,slippery,normal,0.1,0.0,0.0,cage,pinch,nominal,,0.25,0.0,1.20443,1,0,0,1,0,1.04943
fixed_nominal,slippery,normal,0.1,0.0,0.0,cage,pinch,nominal,,0.25,0.0,0.94448,1,0,0,1,0,0.78948
fixed_nominal,slippery,normal,0.1,0.0,0.0,cage,pinch,nominal,,0.25,0.0,1.13012,1,0,0,1,0,0.97512
fixed_nominal,slippery,normal,0.1,0.0,0.0,cage,pinch,nominal,,0.25,0.0,1.02874,1,0,0,1,0,0.87374
fixed_nominal,fragile,normal,0.1,0.0,0.0,soft,pinch,nominal,,0.25,0.0,1.21075,1,0,0,1,0,1.05575
fixed_nominal,thin_lip,normal,0.1,0.0,0.0,scoop,pinch,nominal,,0.25,0.0,1.10512,1,0,1,1,0,0.95012
fixed_nominal,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,,0.25,0.0,0.13409,0,1,1,0,0,0.0
fixed_nominal,thin_lip,normal,0.1,0.0,0.0,scoop,pinch,nominal,,0.25,0.0,1.16721,1,0,0,1,0,1.01221
fixed_nominal,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,,0.25,0.0,0.15314,0,1,1,0,0,0.0
fixed_nominal,thin_lip,normal,0.1,0.0,0.0,scoop,pinch,nominal,,0.25,0.0,1.11241,1,0,0,1,0,0.95741
fixed_nominal,fragile,normal,0.1,0.0,0.0,soft,pinch,nominal,,0.25,0.0,1.34371,1,0,0,1,0,1.18871
fixed_nominal,slippery,normal,0.1,0.0,0.0,cage,pinch,nominal,,0.25,0.0,1.05407,1,0,0,1,0,0.89907
fixed_nominal,thin_lip,normal,0.1,0.0,0.0,scoop,pinch,nominal,,0.25,0.0,1.16085,1,0,0,1,0,1.00585
fixed_nominal,thin_lip,normal,0.1,0.0,0.0,scoop,pinch,nominal,,0.25,0.0,1.18255,1,0,1,1,0,1.02755
fixed_nominal,slippery,normal,0.1,0.0,0.0,cage,pinch,nominal,,0.25,0.0,1.06847,1,0,0,1,0,0.91347
fixed_nominal,fragile,normal,0.1,0.0,0.0,soft,pinch,nominal,,0.25,0.0,1.25074,1,0,0,1,0,1.09574
fixed_nominal,slippery,normal,0.1,0.0,0.0,cage,pinch,nominal,,0.25,0.0,1.03044,1,0,1,1,0,0.87544
fixed_nominal,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,,0.25,0.0,0.18896,0,1,1,0,0,0.03396
fixed_nominal,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,,0.25,0.0,0.19485,0,1,1,0,0,0.03985
fixed_nominal,thin_lip,normal,0.1,0.0,0.0,scoop,pinch,nominal,,0.25,0.0,1.08808,1,0,1,1,0,0.93308
fixed_nominal,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,,0.25,0.0,0.12802,0,1,1,0,0,0.0
fixed_nominal,slippery,normal,0.1,0.0,0.0,cage,pinch,nominal,,0.25,0.0,1.04666,1,0,0,1,0,0.89166
fixed_nominal,fragile,normal,0.1,0.0,0.0,soft,pinch,nominal,,0.25,0.0,1.32885,1,0,0,1,0,1.17385
fixed_nominal,slippery,normal,0.1,0.0,0.0,cage,pinch,nominal,,0.25,0.0,1.05846,1,0,0,1,0,0.90346
fixed_nominal,fragile,normal,0.1,0.0,0.0,soft,pinch,nominal,,0.25,0.0,1.41524,1,0,0,1,0,1.26024
fixed_nominal,thin_lip,normal,0.1,0.0,0.0,scoop,pinch,nominal,,0.25,0.0,1.18658,1,0,0,1,0,1.03158
fixed_nominal,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,,0.25,0.0,0.13276,0,1,1,0,0,0.0
fixed_nominal,thin_lip,normal,0.1,0.0,0.0,scoop,pinch,nominal,,0.25,0.0,1.1395,1,0,0,1,0,0.9845
fixed_nominal,slippery,normal,0.1,0.0,0.0,cage,pinch,nominal,,0.25,0.0,1.00303,1,0,0,1,0,0.84803
fixed_nominal,slippery,normal,0.1,0.0,0.0,cage,pinch,nominal,,0.25,0.0,1.09976,1,0,0,1,0,0.94476
fixed_nominal,fragile,normal,0.1,0.0,0.0,soft,pinch,nominal,,0.25,0.0,1.30952,1,0,1,1,0,1.15452
fixed_nominal,slippery,normal,0.1,0.0,0.0,cage,pinch,nominal,,0.25,0.0,1.01538,1,0,0,1,0,0.86038
fixed_nominal,slippery,normal,0.1,0.0,0.0,cage,pinch,nominal,,0.25,0.0,1.05138,1,0,0,1,0,0.89638
fixed_nominal,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,,0.25,0.0,0.1609,0,1,1,0,0,0.0059
fixed_nominal,fragile,normal,0.1,0.0,0.0,soft,pinch,nominal,,0.25,0.0,1.36411,1,0,0,1,0,1.20911
fixed_nominal,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,,0.25,0.0,0.15536,0,1,1,0,0,0.00036
fixed_nominal,thin_lip,normal,0.1,0.0,0.0,scoop,pinch,nominal,,0.25,0.0,1.11241,1,0,1,1,0,0.95741
fixed_nominal,thin_lip,normal,0.1,0.0,0.0,scoop,pinch,nominal,,0.25,0.0,1.16446,1,0,0,1,0,1.00946
fixed_nominal,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,,0.25,0.0,0.14236,0,1,1,0,0,0.0
fixed_nominal,fragile,normal,0.1,0.0,0.0,soft,pinch,nominal,,0.25,0.0,1.37858,1,0,0,1,0,1.22358
fixed_nominal,slippery,normal,0.1,0.0,0.0,cage,pinch,nominal,,0.25,0.0,0.96592,1,0,0,1,0,0.81092
fixed_nominal,thin_lip,normal,0.1,0.0,0.0,scoop,pinch,nominal,,0.25,0.0,1.11323,1,0,0,1,0,0.95823
fixed_nominal,thin_lip,normal,0.1,0.0,0.0,scoop,pinch,nominal,,0.25,0.0,1.15823,1,0,0,1,0,1.00323
fixed_nominal,slippery,normal,0.1,0.0,0.0,cage,pinch,nominal,,0.25,0.0,1.1202,1,0,0,1,0,0.9652
contact_reactive,fragile,normal,0.1,0.0,0.0,soft,soft,fragile,0.0,1.0,1.0,0.16927,0,1,1,0,0,0.01427
contact_reactive,slippery,normal,0.1,0.0,0.0,cage,cage,slippery,0.0,1.0,1.0,0.1577,0,1,1,0,0,0.0027
contact_reactive,fragile,normal,0.1,0.0,0.0,soft,soft,fragile,0.0,1.0,1.0,0.1683,0,1,1,0,0,0.0133
contact_reactive,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,0.0,1.0,1.0,0.15579,0,1,1,0,0,0.00079
contact_reactive,slippery,normal,0.1,0.0,0.0,cage,cage,slippery,0.0,1.0,1.0,0.16372,0,1,1,0,0,0.00872
contact_reactive,fragile,normal,0.1,0.0,0.0,soft,soft,fragile,0.0,1.0,1.0,0.13269,0,1,1,0,0,0.0
contact_reactive,slippery,normal,0.1,0.0,0.0,cage,cage,slippery,0.0,1.0,1.0,0.13586,0,1,1,0,0,0.0
contact_reactive,thin_lip,normal,0.1,0.0,0.0,scoop,scoop,thin_lip,0.0,1.0,1.0,0.1338,0,1,1,0,0,0.0
contact_reactive,thin_lip,normal,0.1,0.0,0.0,scoop,scoop,thin_lip,0.0,1.0,1.0,0.14267,0,1,1,0,0,0.0
contact_reactive,thin_lip,normal,0.1,0.0,0.0,scoop,scoop,thin_lip,0.0,1.0,1.0,0.14402,0,1,1,0,0,0.0
contact_reactive,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,0.0,1.0,1.0,0.1724,0,1,1,0,0,0.0174
contact_reactive,slippery,normal,0.1,0.0,0.0,cage,cage,slippery,0.0,1.0,1.0,0.18773,0,1,1,0,0,0.03273
contact_reactive,slippery,normal,0.1,0.0,0.0,cage,cage,slippery,0.0,1.0,1.0,0.13402,0,1,1,0,0,0.0
contact_reactive,fragile,normal,0.1,0.0,0.0,soft,soft,fragile,0.0,1.0,1.0,0.16804,0,1,1,0,0,0.01304
contact_reactive,thin_lip,normal,0.1,0.0,0.0,scoop,scoop,thin_lip,0.0,1.0,1.0,0.1704,0,1,1,0,0,0.0154
contact_reactive,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,0.0,1.0,1.0,0.16631,0,1,1,0,0,0.01131
contact_reactive,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,0.0,1.0,1.0,0.14816,0,1,1,0,0,0.0
contact_reactive,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,0.0,1.0,1.0,0.15737,0,1,1,0,0,0.00237
contact_reactive,fragile,normal,0.1,0.0,0.0,soft,soft,fragile,0.0,1.0,1.0,0.1476,0,1,1,0,0,0.0
contact_reactive,thin_lip,normal,0.1,0.0,0.0,scoop,scoop,thin_lip,0.0,1.0,1.0,0.14817,0,1,1,0,0,0.0
contact_reactive,thin_lip,normal,0.1,0.0,0.0,scoop,scoop,thin_lip,0.0,1.0,1.0,0.16294,0,1,1,0,0,0.00794
contact_reactive,fragile,normal,0.1,0.0,0.0,soft,soft,fragile,0.0,1.0,1.0,0.16718,0,1,1,0,0,0.01218
contact_reactive,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,0.0,1.0,1.0,0.19139,0,1,1,0,0,0.03639
contact_reactive,thin_lip,normal,0.1,0.0,0.0,scoop,scoop,thin_lip,0.0,1.0,1.0,0.20034,0,1,1,0,0,0.04534
contact_reactive,thin_lip,normal,0.1,0.0,0.0,scoop,scoop,thin_lip,0.0,1.0,1.0,0.15844,0,1,1,0,0,0.00344
contact_reactive,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,0.0,1.0,1.0,0.17549,0,1,1,0,0,0.02049
contact_reactive,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,0.0,1.0,1.0,0.18052,0,1,1,0,0,0.02552
contact_reactive,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,0.0,1.0,1.0,0.16443,0,1,1,0,0,0.00943
contact_reactive,thin_lip,normal,0.1,0.0,0.0,scoop,scoop,thin_lip,0.0,1.0,1.0,0.15338,0,1,1,0,0,0.0
contact_reactive,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,0.0,1.0,1.0,0.15971,0,1,1,0,0,0.00471
contact_reactive,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,0.0,1.0,1.0,0.19019,0,1,1,0,0,0.03519
contact_reactive,fragile,normal,0.1,0.0,0.0,soft,soft,fragile,0.0,1.0,1.0,0.16749,0,1,1,0,0,0.01249
contact_reactive,thin_lip,normal,0.1,0.0,0.0,scoop,scoop,thin_lip,0.0,1.0,1.0,0.18085,0,1,1,0,0,0.02585
contact_reactive,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,0.0,1.0,1.0,0.14714,0,1,1,0,0,0.0
contact_reactive,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,0.0,1.0,1.0,0.14917,0,1,1,0,0,0.0
contact_reactive,thin_lip,normal,0.1,0.0,0.0,scoop,scoop,thin_lip,0.0,1.0,1.0,0.14461,0,1,1,0,0,0.0
contact_reactive,slippery,normal,0.1,0.0,0.0,cage,cage,slippery,0.0,1.0,1.0,0.15192,0,1,1,0,0,0.0
contact_reactive,slippery,normal,0.1,0.0,0.0,cage,cage,slippery,0.0,1.0,1.0,0.1493,0,1,1,0,0,0.0
contact_reactive,thin_lip,normal,0.1,0.0,0.0,scoop,scoop,thin_lip,0.0,1.0,1.0,0.14813,0,1,1,0,0,0.0
contact_reactive,slippery,normal,0.1,0.0,0.0,cage,cage,slippery,0.0,1.0,1.0,0.1314,0,1,1,0,0,0.0
contact_reactive,slippery,normal,0.1,0.0,0.0,cage,cage,slippery,0.0,1.0,1.0,0.14388,0,1,1,0,0,0.0
contact_reactive,fragile,normal,0.1,0.0,0.0,soft,soft,fragile,0.0,1.0,1.0,0.16779,0,1,1,0,0,0.01279
contact_reactive,thin_lip,normal,0.1,0.0,0.0,scoop,scoop,thin_lip,0.0,1.0,1.0,0.18906,0,1,1,0,0,0.03406
contact_reactive,thin_lip,normal,0.1,0.0,0.0,scoop,scoop,thin_lip,0.0,1.0,1.0,0.10687,0,1,1,0,0,0.0
contact_reactive,slippery,normal,0.1,0.0,0.0,cage,cage,slippery,0.0,1.0,1.0,0.17474,0,1,1,0,0,0.01974
contact_reactive,thin_lip,normal,0.1,0.0,0.0,scoop,scoop,thin_lip,0.0,1.0,1.0,0.17168,0,1,1,0,0,0.01668
contact_reactive,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,0.0,1.0,1.0,0.1908,0,1,1,0,0,0.0358
contact_reactive,slippery,normal,0.1,0.0,0.0,cage,cage,slippery,0.0,1.0,1.0,0.17362,0,1,1,0,0,0.01862
contact_reactive,fragile,normal,0.1,0.0,0.0,soft,soft,fragile,0.0,1.0,1.0,0.2004,0,1,1,0,0,0.0454
contact_reactive,slippery,normal,0.1,0.0,0.0,cage,cage,slippery,0.0,1.0,1.0,0.16175,0,1,1,0,0,0.00675
contact_reactive,thin_lip,normal,0.1,0.0,0.0,scoop,scoop,thin_lip,0.0,1.0,1.0,0.11323,0,1,1,0,0,0.0
contact_reactive,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,0.0,1.0,1.0,0.13018,0,1,1,0,0,0.0
contact_reactive,slippery,normal,0.1,0.0,0.0,cage,cage,slippery,0.0,1.0,1.0,0.12121,0,1,1,0,0,0.0
contact_reactive,slippery,normal,0.1,0.0,0.0,cage,cage,slippery,0.0,1.0,1.0,0.14557,0,1,1,0,0,0.0
contact_reactive,fragile,normal,0.1,0.0,0.0,soft,soft,fragile,0.0,1.0,1.0,0.13221,0,1,1,0,0,0.0
contact_reactive,slippery,normal,0.1,0.0,0.0,cage,cage,slippery,0.0,1.0,1.0,0.13022,0,1,1,0,0,0.0
contact_reactive,slippery,normal,0.1,0.0,0.0,cage,cage,slippery,0.0,1.0,1.0,0.14737,0,1,1,0,0,0.0
contact_reactive,slippery,normal,0.1,0.0,0.0,cage,cage,slippery,0.0,1.0,1.0,0.17913,0,1,1,0,0,0.02413
contact_reactive,fragile,normal,0.1,0.0,0.0,soft,soft,fragile,0.0,1.0,1.0,0.13515,0,1,1,0,0,0.0
contact_reactive,slippery,normal,0.1,0.0,0.0,cage,cage,slippery,0.0,1.0,1.0,0.16541,0,1,1,0,0,0.01041
contact_reactive,slippery,normal,0.1,0.0,0.0,cage,cage,slippery,0.0,1.0,1.0,0.16284,0,1,1,0,0,0.00784
contact_reactive,fragile,normal,0.1,0.0,0.0,soft,soft,fragile,0.0,1.0,1.0,0.16981,0,1,1,0,0,0.01481
contact_reactive,fragile,normal,0.1,0.0,0.0,soft,soft,fragile,0.0,1.0,1.0,0.15513,0,1,1,0,0,0.00013
contact_reactive,fragile,normal,0.1,0.0,0.0,soft,soft,fragile,0.0,1.0,1.0,0.17185,0,1,1,0,0,0.01685
contact_reactive,thin_lip,normal,0.1,0.0,0.0,scoop,scoop,thin_lip,0.0,1.0,1.0,0.16268,0,1,0,0,0,0.00768
contact_reactive,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,0.0,1.0,1.0,0.13523,0,1,1,0,0,0.0
contact_reactive,fragile,normal,0.1,0.0,0.0,soft,soft,fragile,0.0,1.0,1.0,0.16614,0,1,1,0,0,0.01114
contact_reactive,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,0.0,1.0,1.0,0.17883,0,1,1,0,0,0.02383
contact_reactive,slippery,normal,0.1,0.0,0.0,cage,cage,slippery,0.0,1.0,1.0,0.18813,0,1,1,0,0,0.03313
contact_reactive,slippery,normal,0.1,0.0,0.0,cage,cage,slippery,0.0,1.0,1.0,0.12159,0,1,1,0,0,0.0
contact_reactive,slippery,normal,0.1,0.0,0.0,cage,cage,slippery,0.0,1.0,1.0,0.1611,0,1,1,0,0,0.0061
contact_reactive,slippery,normal,0.1,0.0,0.0,cage,cage,slippery,0.0,1.0,1.0,0.15825,0,1,1,0,0,0.00325
contact_reactive,thin_lip,normal,0.1,0.0,0.0,scoop,scoop,thin_lip,0.0,1.0,1.0,0.15177,0,1,1,0,0,0.0
contact_reactive,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,0.0,1.0,1.0,0.15869,0,1,1,0,0,0.00369
contact_reactive,fragile,normal,0.1,0.0,0.0,soft,soft,fragile,0.0,1.0,1.0,0.17587,0,1,1,0,0,0.02087
contact_reactive,thin_lip,normal,0.1,0.0,0.0,scoop,scoop,thin_lip,0.0,1.0,1.0,0.15159,0,1,1,0,0,0.0
contact_reactive,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,0.0,1.0,1.0,0.18447,0,1,1,0,0,0.02947
contact_reactive,fragile,normal,0.1,0.0,0.0,soft,soft,fragile,0.0,1.0,1.0,0.16207,0,1,1,0,0,0.00707
contact_reactive,thin_lip,normal,0.1,0.0,0.0,scoop,scoop,thin_lip,0.0,1.0,1.0,0.15805,0,1,1,0,0,0.00305
contact_reactive,thin_lip,normal,0.1,0.0,0.0,scoop,scoop,thin_lip,0.0,1.0,1.0,0.15356,0,1,1,0,0,0.0
contact_reactive,nominal,normal,0.1,0.0,0.0,pinch,pinch,nominal,0.0,1.0,1.0,0.17998,0,1,1,0,0,0.02498
