policy,class,condition,velocity,switch_latency,switch_distance,required_strategy,active_strategy_at_contact,predicted_class,switch_started_distance,posterior_confidence,posterior_margin,impulse,harmful_contact,safe_success,final_success,late_switch,early_false_switch,regret,posterior_conf_threshold,posterior_margin_threshold
posterior_only,fragile,normal,0.18,0.03,0.005399999999999999,soft,soft,fragile,0.036,0.9917,0.9845,0.20792,0,1,1,0,0,0.02492,0.96,0.24
posterior_only,fragile,normal,0.18,0.03,0.005399999999999999,soft,soft,fragile,0.03,0.9738,0.9477,0.20376,0,1,1,0,0,0.02076,0.96,0.24
posterior_only,nominal,normal,0.18,0.03,0.005399999999999999,pinch,soft,fragile,0.036,0.9666,0.9396,0.97149,1,0,0,0,1,0.78849,0.96,0.24
posterior_only,nominal,normal,0.18,0.03,0.005399999999999999,pinch,pinch,nominal,,1.0,1.0,0.17099,0,1,1,0,0,0.0,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.03,0.005399999999999999,scoop,scoop,thin_lip,0.042,0.9928,0.9893,0.16559,0,1,1,0,0,0.0,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.03,0.005399999999999999,scoop,scoop,thin_lip,0.036,0.9949,0.9909,0.1955,0,1,0,0,0,0.0125,0.96,0.24
posterior_only,slippery,normal,0.18,0.03,0.005399999999999999,cage,cage,slippery,0.026,0.9988,0.9975,0.18135,0,1,1,0,0,0.0,0.96,0.24
posterior_only,nominal,normal,0.18,0.03,0.005399999999999999,pinch,pinch,nominal,,1.0,1.0,0.16125,0,1,1,0,0,0.0,0.96,0.24
posterior_only,fragile,normal,0.18,0.03,0.005399999999999999,soft,soft,fragile,0.03,0.9744,0.9488,0.16915,0,1,1,0,0,0.0,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.03,0.005399999999999999,scoop,scoop,thin_lip,0.04,0.9632,0.944,0.18313,0,1,1,0,0,0.00013,0.96,0.24
posterior_only,slippery,normal,0.18,0.03,0.005399999999999999,cage,cage,slippery,0.036,0.9621,0.9291,0.19893,0,1,1,0,0,0.01593,0.96,0.24
posterior_only,slippery,normal,0.18,0.03,0.005399999999999999,cage,cage,slippery,0.024,0.9854,0.9708,0.17818,0,1,1,0,0,0.0,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.03,0.005399999999999999,scoop,scoop,thin_lip,0.032,0.9999,0.9999,0.17152,0,1,1,0,0,0.0,0.96,0.24
posterior_only,nominal,normal,0.18,0.03,0.005399999999999999,pinch,pinch,nominal,,1.0,1.0,0.19907,0,1,1,0,0,0.01607,0.96,0.24
posterior_only,nominal,normal,0.18,0.03,0.005399999999999999,pinch,pinch,nominal,,1.0,1.0,0.14453,0,1,0,0,0,0.0,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.03,0.005399999999999999,scoop,scoop,thin_lip,0.04,0.9658,0.9482,0.16717,0,1,1,0,0,0.0,0.96,0.24
posterior_only,nominal,normal,0.18,0.03,0.005399999999999999,pinch,pinch,nominal,,1.0,1.0,0.16583,0,1,1,0,0,0.0,0.96,0.24
posterior_only,slippery,normal,0.18,0.03,0.005399999999999999,cage,cage,slippery,0.026,0.9961,0.9922,0.21592,0,1,1,0,0,0.03292,0.96,0.24
posterior_only,fragile,normal,0.18,0.03,0.005399999999999999,soft,soft,fragile,0.032,0.9809,0.9642,0.16987,0,1,1,0,0,0.0,0.96,0.24
posterior_only,nominal,normal,0.18,0.03,0.005399999999999999,pinch,pinch,nominal,,1.0,1.0,0.16925,0,1,1,0,0,0.0,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.03,0.005399999999999999,scoop,scoop,thin_lip,0.03,0.9609,0.9226,0.17066,0,1,1,0,0,0.0,0.96,0.24
posterior_only,fragile,normal,0.18,0.03,0.005399999999999999,soft,soft,fragile,0.032,0.9996,0.9993,0.15954,0,1,1,0,0,0.0,0.96,0.24
posterior_only,fragile,normal,0.18,0.03,0.005399999999999999,soft,soft,fragile,0.03,0.9934,0.9868,0.19798,0,1,1,0,0,0.01498,0.96,0.24
posterior_only,slippery,normal,0.18,0.03,0.005399999999999999,cage,cage,slippery,0.032,0.9774,0.9552,0.17194,0,1,1,0,0,0.0,0.96,0.24
posterior_only,slippery,normal,0.18,0.03,0.005399999999999999,cage,cage,slippery,0.03,0.9937,0.9874,0.19419,0,1,1,0,0,0.01119,0.96,0.24
posterior_only,nominal,normal,0.18,0.03,0.005399999999999999,pinch,pinch,nominal,,1.0,1.0,0.19568,0,1,1,0,0,0.01268,0.96,0.24
posterior_only,fragile,normal,0.18,0.03,0.005399999999999999,soft,soft,fragile,0.036,0.9705,0.9424,0.18382,0,1,1,0,0,0.00082,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.03,0.005399999999999999,scoop,scoop,thin_lip,0.036,0.9641,0.9412,0.18599,0,1,1,0,0,0.00299,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.03,0.005399999999999999,scoop,scoop,thin_lip,0.032,0.9975,0.9955,0.17354,0,1,1,0,0,0.0,0.96,0.24
posterior_only,slippery,normal,0.18,0.03,0.005399999999999999,cage,cage,slippery,0.036,0.9883,0.9771,0.19873,0,1,1,0,0,0.01573,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.03,0.005399999999999999,scoop,scoop,thin_lip,0.038,0.9968,0.9953,0.18431,0,1,1,0,0,0.00131,0.96,0.24
posterior_only,fragile,normal,0.18,0.03,0.005399999999999999,soft,soft,fragile,0.034,0.9932,0.9897,0.18042,0,1,1,0,0,0.0,0.96,0.24
posterior_only,fragile,normal,0.18,0.03,0.005399999999999999,soft,soft,fragile,0.03,0.9834,0.9669,0.16315,0,1,1,0,0,0.0,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.03,0.005399999999999999,scoop,scoop,thin_lip,0.034,0.9847,0.9769,0.16778,0,1,1,0,0,0.0,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.03,0.005399999999999999,scoop,scoop,thin_lip,0.038,0.9752,0.9608,0.16266,0,1,1,0,0,0.0,0.96,0.24
posterior_only,fragile,normal,0.18,0.03,0.005399999999999999,soft,soft,fragile,0.034,0.9918,0.9854,0.18818,0,1,1,0,0,0.00518,0.96,0.24
posterior_only,nominal,normal,0.18,0.03,0.005399999999999999,pinch,pinch,nominal,,1.0,1.0,0.15609,0,1,1,0,0,0.0,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.03,0.005399999999999999,scoop,scoop,thin_lip,0.036,0.9983,0.9968,0.16506,0,1,1,0,0,0.0,0.96,0.24
posterior_only,slippery,normal,0.18,0.03,0.005399999999999999,cage,cage,slippery,0.026,0.967,0.934,0.16525,0,1,1,0,0,0.0,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.03,0.005399999999999999,scoop,scoop,thin_lip,0.038,0.9855,0.9788,0.1563,0,1,1,0,0,0.0,0.96,0.24
posterior_only,slippery,normal,0.18,0.03,0.005399999999999999,cage,cage,slippery,0.03,0.9911,0.9823,0.15433,0,1,1,0,0,0.0,0.96,0.24
posterior_only,nominal,normal,0.18,0.03,0.005399999999999999,pinch,pinch,nominal,,1.0,1.0,0.19992,0,1,1,0,0,0.01692,0.96,0.24
posterior_only,slippery,normal,0.18,0.06,0.010799999999999999,cage,cage,slippery,0.032,0.9823,0.9705,0.1968,0,1,1,0,0,0.0138,0.96,0.24
posterior_only,slippery,normal,0.18,0.06,0.010799999999999999,cage,cage,slippery,0.03,0.9648,0.9298,0.19654,0,1,1,0,0,0.01354,0.96,0.24
posterior_only,nominal,normal,0.18,0.06,0.010799999999999999,pinch,pinch,nominal,,1.0,1.0,0.1922,0,1,1,0,0,0.0092,0.96,0.24
posterior_only,fragile,normal,0.18,0.06,0.010799999999999999,soft,soft,fragile,0.028,0.9638,0.9276,0.14757,0,1,1,0,0,0.0,0.96,0.24
posterior_only,fragile,normal,0.18,0.06,0.010799999999999999,soft,soft,fragile,0.036,0.9644,0.9373,0.20248,0,1,1,0,0,0.01948,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.06,0.010799999999999999,scoop,scoop,thin_lip,0.038,0.9854,0.9782,0.1998,0,1,1,0,0,0.0168,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.06,0.010799999999999999,scoop,scoop,thin_lip,0.036,0.9615,0.931,0.16081,0,1,1,0,0,0.0,0.96,0.24
posterior_only,fragile,normal,0.18,0.06,0.010799999999999999,soft,soft,fragile,0.03,0.9712,0.9479,0.18173,0,1,1,0,0,0.0,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.06,0.010799999999999999,scoop,scoop,thin_lip,0.04,0.992,0.9891,0.16461,0,1,1,0,0,0.0,0.96,0.24
posterior_only,fragile,normal,0.18,0.06,0.010799999999999999,soft,soft,fragile,0.032,0.9935,0.9872,0.20824,0,1,1,0,0,0.02524,0.96,0.24
posterior_only,fragile,normal,0.18,0.06,0.010799999999999999,soft,soft,fragile,0.032,0.9882,0.9777,0.21073,0,1,1,0,0,0.02773,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.06,0.010799999999999999,scoop,scoop,thin_lip,0.04,0.9633,0.9465,0.15655,0,1,1,0,0,0.0,0.96,0.24
posterior_only,slippery,normal,0.18,0.06,0.010799999999999999,cage,cage,slippery,0.028,0.9797,0.9604,0.22001,0,1,1,0,0,0.03701,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.06,0.010799999999999999,scoop,scoop,thin_lip,0.036,0.9906,0.9837,0.19056,0,1,1,0,0,0.00756,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.06,0.010799999999999999,scoop,scoop,thin_lip,0.034,0.9677,0.9417,0.16503,0,1,1,0,0,0.0,0.96,0.24
posterior_only,nominal,normal,0.18,0.06,0.010799999999999999,pinch,pinch,nominal,,1.0,1.0,0.19643,0,1,1,0,0,0.01343,0.96,0.24
posterior_only,slippery,normal,0.18,0.06,0.010799999999999999,cage,cage,slippery,0.036,0.973,0.9467,0.20893,0,1,1,0,0,0.02593,0.96,0.24
posterior_only,nominal,normal,0.18,0.06,0.010799999999999999,pinch,pinch,nominal,,1.0,1.0,0.18877,0,1,1,0,0,0.00577,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.06,0.010799999999999999,scoop,scoop,thin_lip,0.038,0.9635,0.9408,0.18062,0,1,1,0,0,0.0,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.06,0.010799999999999999,scoop,scoop,thin_lip,0.038,0.9965,0.994,0.18969,0,1,1,0,0,0.00669,0.96,0.24
posterior_only,fragile,normal,0.18,0.06,0.010799999999999999,soft,soft,fragile,0.034,0.9904,0.9811,0.19029,0,1,1,0,0,0.00729,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.06,0.010799999999999999,scoop,scoop,thin_lip,0.036,0.9957,0.9932,0.15888,0,1,1,0,0,0.0,0.96,0.24
posterior_only,nominal,normal,0.18,0.06,0.010799999999999999,pinch,pinch,nominal,,1.0,1.0,0.15626,0,1,1,0,0,0.0,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.06,0.010799999999999999,scoop,scoop,thin_lip,0.038,0.9737,0.9596,0.13911,0,1,1,0,0,0.0,0.96,0.24
posterior_only,slippery,normal,0.18,0.06,0.010799999999999999,cage,cage,slippery,0.034,0.9643,0.9287,0.16318,0,1,0,0,0,0.0,0.96,0.24
posterior_only,nominal,normal,0.18,0.06,0.010799999999999999,pinch,pinch,nominal,,1.0,1.0,0.18867,0,1,1,0,0,0.00567,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.06,0.010799999999999999,scoop,scoop,thin_lip,0.036,0.996,0.9923,0.16637,0,1,1,0,0,0.0,0.96,0.24
posterior_only,fragile,normal,0.18,0.06,0.010799999999999999,soft,soft,fragile,0.03,1.0,1.0,0.19506,0,1,1,0,0,0.01206,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.06,0.010799999999999999,scoop,scoop,thin_lip,0.036,0.9986,0.998,0.18376,0,1,1,0,0,0.00076,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.06,0.010799999999999999,scoop,scoop,thin_lip,0.038,0.9904,0.9843,0.16203,0,1,1,0,0,0.0,0.96,0.24
posterior_only,nominal,normal,0.18,0.06,0.010799999999999999,pinch,pinch,nominal,,1.0,1.0,0.18455,0,1,1,0,0,0.00155,0.96,0.24
posterior_only,fragile,normal,0.18,0.06,0.010799999999999999,soft,soft,fragile,0.034,0.9695,0.9433,0.15207,0,1,1,0,0,0.0,0.96,0.24
posterior_only,fragile,normal,0.18,0.06,0.010799999999999999,soft,soft,fragile,0.03,0.9854,0.9708,0.16555,0,1,1,0,0,0.0,0.96,0.24
posterior_only,nominal,normal,0.18,0.06,0.010799999999999999,pinch,pinch,nominal,,1.0,1.0,0.17612,0,1,1,0,0,0.0,0.96,0.24
posterior_only,nominal,normal,0.18,0.06,0.010799999999999999,pinch,pinch,nominal,,1.0,1.0,0.1548,0,1,1,0,0,0.0,0.96,0.24
posterior_only,fragile,normal,0.18,0.06,0.010799999999999999,soft,soft,fragile,0.038,0.9757,0.9597,0.18627,0,1,1,0,0,0.00327,0.96,0.24
posterior_only,fragile,normal,0.18,0.06,0.010799999999999999,soft,soft,fragile,0.028,0.9924,0.9848,0.23112,0,1,1,0,0,0.04812,0.96,0.24
posterior_only,slippery,normal,0.18,0.06,0.010799999999999999,cage,cage,slippery,0.022,0.9946,0.9892,0.163,0,1,1,0,0,0.0,0.96,0.24
posterior_only,nominal,normal,0.18,0.06,0.010799999999999999,pinch,pinch,nominal,,1.0,1.0,0.1791,0,1,1,0,0,0.0,0.96,0.24
posterior_only,nominal,normal,0.18,0.06,0.010799999999999999,pinch,pinch,nominal,,1.0,1.0,0.14237,0,1,1,0,0,0.0,0.96,0.24
posterior_only,fragile,normal,0.18,0.06,0.010799999999999999,soft,soft,fragile,0.03,0.9997,0.9993,0.19476,0,1,1,0,0,0.01176,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.06,0.010799999999999999,scoop,scoop,thin_lip,0.038,0.9946,0.9919,0.17543,0,1,1,0,0,0.0,0.96,0.24
posterior_only,nominal,normal,0.18,0.06,0.010799999999999999,pinch,pinch,nominal,,1.0,1.0,0.16552,0,1,1,0,0,0.0,0.96,0.24
posterior_only,fragile,normal,0.18,0.06,0.010799999999999999,soft,soft,fragile,0.034,0.9811,0.9719,0.18194,0,1,1,0,0,0.0,0.96,0.24
posterior_only,slippery,normal,0.18,0.06,0.010799999999999999,cage,cage,slippery,0.026,0.9906,0.9813,0.1806,0,1,1,0,0,0.0,0.96,0.24
posterior_only,slippery,normal,0.18,0.06,0.010799999999999999,cage,cage,slippery,0.024,0.9948,0.9896,0.17978,0,1,1,0,0,0.0,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.06,0.010799999999999999,scoop,scoop,thin_lip,0.04,0.9872,0.9782,0.16349,0,1,1,0,0,0.0,0.96,0.24
posterior_only,fragile,normal,0.18,0.06,0.010799999999999999,soft,soft,fragile,0.03,0.984,0.9753,0.20547,0,1,1,0,0,0.02247,0.96,0.24
posterior_only,slippery,normal,0.18,0.06,0.010799999999999999,cage,cage,slippery,0.026,0.9888,0.9775,0.19187,0,1,1,0,0,0.00887,0.96,0.24
posterior_only,fragile,normal,0.18,0.06,0.010799999999999999,soft,soft,fragile,0.038,0.9613,0.9385,0.13215,0,1,1,0,0,0.0,0.96,0.24
posterior_only,fragile,normal,0.18,0.06,0.010799999999999999,soft,soft,fragile,0.036,0.9875,0.9771,0.19351,0,1,1,0,0,0.01051,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.06,0.010799999999999999,scoop,scoop,thin_lip,0.038,0.991,0.9848,0.18575,0,1,1,0,0,0.00275,0.96,0.24
posterior_only,fragile,normal,0.18,0.06,0.010799999999999999,soft,soft,fragile,0.03,0.9984,0.9969,0.14298,0,1,1,0,0,0.0,0.96,0.24
posterior_only,nominal,normal,0.18,0.06,0.010799999999999999,pinch,pinch,nominal,,1.0,1.0,0.18021,0,1,1,0,0,0.0,0.96,0.24
posterior_only,slippery,normal,0.18,0.06,0.010799999999999999,cage,cage,slippery,0.024,0.9837,0.9674,0.18918,0,1,1,0,0,0.00618,0.96,0.24
posterior_only,slippery,normal,0.18,0.06,0.010799999999999999,cage,cage,slippery,0.036,0.9675,0.9397,0.24003,0,1,1,0,0,0.05703,0.96,0.24
posterior_only,slippery,normal,0.18,0.06,0.010799999999999999,cage,cage,slippery,0.034,0.979,0.96,0.19712,0,1,1,0,0,0.01412,0.96,0.24
posterior_only,nominal,normal,0.18,0.06,0.010799999999999999,pinch,pinch,nominal,,1.0,1.0,0.15346,0,1,1,0,0,0.0,0.96,0.24
posterior_only,fragile,normal,0.18,0.06,0.010799999999999999,soft,soft,fragile,0.032,0.993,0.9892,0.17989,0,1,1,0,0,0.0,0.96,0.24
posterior_only,slippery,normal,0.18,0.06,0.010799999999999999,cage,cage,slippery,0.03,0.9786,0.9572,0.19478,0,1,1,0,0,0.01178,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.09,0.0162,scoop,scoop,thin_lip,0.038,0.9719,0.9569,0.17831,0,1,1,0,0,0.0,0.96,0.24
posterior_only,nominal,normal,0.18,0.09,0.0162,pinch,pinch,nominal,,1.0,1.0,0.18059,0,1,1,0,0,0.0,0.96,0.24
posterior_only,slippery,normal,0.18,0.09,0.0162,cage,cage,slippery,0.022,0.9987,0.9974,0.195,0,1,1,0,0,0.012,0.96,0.24
posterior_only,fragile,normal,0.18,0.09,0.0162,soft,soft,fragile,0.028,0.9999,0.9999,0.22464,0,1,1,0,0,0.04164,0.96,0.24
posterior_only,slippery,normal,0.18,0.09,0.0162,cage,cage,slippery,0.026,0.991,0.982,0.19793,0,1,1,0,0,0.01493,0.96,0.24
posterior_only,fragile,normal,0.18,0.09,0.0162,soft,soft,fragile,0.034,0.9681,0.9412,0.22222,0,1,1,0,0,0.03922,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.09,0.0162,scoop,scoop,thin_lip,0.034,1.0,0.9999,0.18937,0,1,1,0,0,0.00637,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.09,0.0162,scoop,scoop,thin_lip,0.034,0.9921,0.9872,0.16363,0,1,1,0,0,0.0,0.96,0.24
posterior_only,nominal,normal,0.18,0.09,0.0162,pinch,pinch,nominal,,1.0,1.0,0.18016,0,1,1,0,0,0.0,0.96,0.24
posterior_only,nominal,normal,0.18,0.09,0.0162,pinch,pinch,nominal,,1.0,1.0,0.13499,0,1,1,0,0,0.0,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.09,0.0162,scoop,scoop,thin_lip,0.038,0.9967,0.9948,0.17069,0,1,1,0,0,0.0,0.96,0.24
posterior_only,nominal,normal,0.18,0.09,0.0162,pinch,pinch,nominal,,1.0,1.0,0.20507,0,1,1,0,0,0.02207,0.96,0.24
posterior_only,slippery,normal,0.18,0.09,0.0162,cage,cage,slippery,0.03,0.9746,0.9547,0.16967,0,1,1,0,0,0.0,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.09,0.0162,scoop,scoop,thin_lip,0.038,0.9831,0.9737,0.1768,0,1,1,0,0,0.0,0.96,0.24
posterior_only,slippery,normal,0.18,0.09,0.0162,cage,cage,slippery,0.028,0.9937,0.9873,0.18598,0,1,1,0,0,0.00298,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.09,0.0162,scoop,scoop,thin_lip,0.034,0.9987,0.9977,0.20533,0,1,1,0,0,0.02233,0.96,0.24
posterior_only,nominal,normal,0.18,0.09,0.0162,pinch,pinch,nominal,,1.0,1.0,0.1702,0,1,1,0,0,0.0,0.96,0.24
posterior_only,fragile,normal,0.18,0.09,0.0162,soft,soft,fragile,0.036,0.9825,0.9694,0.17683,0,1,1,0,0,0.0,0.96,0.24
posterior_only,nominal,normal,0.18,0.09,0.0162,pinch,pinch,nominal,,1.0,1.0,0.15416,0,1,1,0,0,0.0,0.96,0.24
posterior_only,nominal,normal,0.18,0.09,0.0162,pinch,pinch,nominal,,1.0,1.0,0.16645,0,1,0,0,0,0.0,0.96,0.24
posterior_only,slippery,normal,0.18,0.09,0.0162,cage,cage,slippery,0.03,0.9793,0.9589,0.19056,0,1,1,0,0,0.00756,0.96,0.24
posterior_only,nominal,normal,0.18,0.09,0.0162,pinch,pinch,nominal,,1.0,1.0,0.16003,0,1,1,0,0,0.0,0.96,0.24
posterior_only,nominal,normal,0.18,0.09,0.0162,pinch,pinch,nominal,,1.0,1.0,0.16735,0,1,1,0,0,0.0,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.09,0.0162,scoop,scoop,thin_lip,0.04,0.9919,0.9878,0.18256,0,1,1,0,0,0.0,0.96,0.24
posterior_only,fragile,normal,0.18,0.09,0.0162,soft,soft,fragile,0.028,0.9714,0.943,0.18216,0,1,1,0,0,0.0,0.96,0.24
posterior_only,slippery,normal,0.18,0.09,0.0162,cage,cage,slippery,0.028,0.9943,0.9885,0.18354,0,1,1,0,0,0.00054,0.96,0.24
posterior_only,slippery,normal,0.18,0.09,0.0162,cage,cage,slippery,0.03,0.9902,0.9805,0.18074,0,1,1,0,0,0.0,0.96,0.24
posterior_only,slippery,normal,0.18,0.09,0.0162,cage,cage,slippery,0.03,0.9833,0.9666,0.15915,0,1,1,0,0,0.0,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.09,0.0162,scoop,scoop,thin_lip,0.034,0.9904,0.9814,0.16876,0,1,1,0,0,0.0,0.96,0.24
posterior_only,fragile,normal,0.18,0.09,0.0162,soft,soft,fragile,0.032,0.9816,0.9671,0.24013,0,1,0,0,0,0.05713,0.96,0.24
posterior_only,fragile,normal,0.18,0.09,0.0162,soft,soft,fragile,0.034,0.9959,0.9934,0.22208,0,1,1,0,0,0.03908,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.09,0.0162,scoop,scoop,thin_lip,0.042,0.9643,0.9516,0.18338,0,1,1,0,0,0.00038,0.96,0.24
posterior_only,nominal,normal,0.18,0.09,0.0162,pinch,pinch,nominal,,1.0,1.0,0.1506,0,1,1,0,0,0.0,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.09,0.0162,scoop,scoop,thin_lip,0.038,0.9874,0.9788,0.19005,0,1,1,0,0,0.00705,0.96,0.24
posterior_only,slippery,normal,0.18,0.09,0.0162,cage,cage,slippery,0.028,0.9967,0.9934,0.20492,0,1,1,0,0,0.02192,0.96,0.24
posterior_only,slippery,normal,0.18,0.09,0.0162,cage,cage,slippery,0.026,0.9958,0.9917,0.16388,0,1,1,0,0,0.0,0.96,0.24
posterior_only,fragile,normal,0.18,0.09,0.0162,soft,soft,fragile,0.03,0.9987,0.9973,0.20126,0,1,1,0,0,0.01826,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.09,0.0162,scoop,scoop,thin_lip,0.032,0.9732,0.9486,0.21992,0,1,1,0,0,0.03692,0.96,0.24
posterior_only,fragile,normal,0.18,0.09,0.0162,soft,soft,fragile,0.034,0.971,0.9432,0.18457,0,1,1,0,0,0.00157,0.96,0.24
posterior_only,slippery,normal,0.18,0.09,0.0162,cage,cage,slippery,0.034,0.9884,0.9769,0.19675,0,1,1,0,0,0.01375,0.96,0.24
posterior_only,slippery,normal,0.18,0.09,0.0162,cage,cage,slippery,0.022,0.9991,0.9982,0.17796,0,1,1,0,0,0.0,0.96,0.24
posterior_only,fragile,normal,0.18,0.09,0.0162,soft,soft,fragile,0.036,0.9945,0.9891,0.17158,0,1,1,0,0,0.0,0.96,0.24
posterior_only,fragile,normal,0.18,0.09,0.0162,soft,soft,fragile,0.026,0.9983,0.9967,0.1923,0,1,1,0,0,0.0093,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.09,0.0162,scoop,scoop,thin_lip,0.034,0.9726,0.9583,0.17919,0,1,1,0,0,0.0,0.96,0.24
posterior_only,nominal,normal,0.18,0.09,0.0162,pinch,pinch,nominal,,1.0,1.0,0.18551,0,1,1,0,0,0.00251,0.96,0.24
posterior_only,fragile,normal,0.18,0.09,0.0162,soft,soft,fragile,0.026,0.987,0.9739,0.19564,0,1,1,0,0,0.01264,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.09,0.0162,scoop,scoop,thin_lip,0.026,0.9982,0.9964,0.18003,0,1,1,0,0,0.0,0.96,0.24
posterior_only,slippery,normal,0.18,0.09,0.0162,cage,cage,slippery,0.024,0.9987,0.9974,0.231,0,1,1,0,0,0.048,0.96,0.24
posterior_only,fragile,normal,0.18,0.09,0.0162,soft,soft,fragile,0.032,0.9945,0.9891,0.18364,0,1,1,0,0,0.00064,0.96,0.24
posterior_only,fragile,normal,0.18,0.09,0.0162,soft,soft,fragile,0.026,0.9631,0.9265,0.1562,0,1,1,0,0,0.0,0.96,0.24
posterior_only,nominal,normal,0.18,0.09,0.0162,pinch,pinch,nominal,,1.0,1.0,0.19898,0,1,1,0,0,0.01598,0.96,0.24
posterior_only,fragile,normal,0.18,0.09,0.0162,soft,soft,fragile,0.034,0.9908,0.9824,0.1514,0,1,1,0,0,0.0,0.96,0.24
posterior_only,slippery,normal,0.18,0.09,0.0162,cage,cage,slippery,0.03,0.9973,0.9947,0.21416,0,1,1,0,0,0.03116,0.96,0.24
posterior_only,slippery,normal,0.18,0.09,0.0162,cage,cage,slippery,0.03,0.9999,0.9999,0.15205,0,1,1,0,0,0.0,0.96,0.24
posterior_only,fragile,normal,0.18,0.09,0.0162,soft,soft,fragile,0.032,0.9946,0.9904,0.22014,0,1,1,0,0,0.03714,0.96,0.24
posterior_only,nominal,normal,0.18,0.09,0.0162,pinch,pinch,nominal,,1.0,1.0,0.1624,0,1,0,0,0,0.0,0.96,0.24
posterior_only,fragile,normal,0.18,0.09,0.0162,soft,soft,fragile,0.032,0.9879,0.9759,0.2178,0,1,1,0,0,0.0348,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.09,0.0162,scoop,scoop,thin_lip,0.024,0.9918,0.9836,0.20915,0,1,1,0,0,0.02615,0.96,0.24
posterior_only,nominal,normal,0.18,0.09,0.0162,pinch,pinch,nominal,,1.0,1.0,0.20326,0,1,1,0,0,0.02026,0.96,0.24
posterior_only,nominal,normal,0.18,0.09,0.0162,pinch,pinch,nominal,,1.0,1.0,0.14746,0,1,1,0,0,0.0,0.96,0.24
posterior_only,slippery,normal,0.18,0.12,0.021599999999999998,cage,cage,slippery,0.034,0.9907,0.9813,0.15948,0,1,1,0,0,0.0,0.96,0.24
posterior_only,slippery,normal,0.18,0.12,0.021599999999999998,cage,cage,slippery,0.026,0.9761,0.9522,0.1873,0,1,1,0,0,0.0043,0.96,0.24
posterior_only,slippery,normal,0.18,0.12,0.021599999999999998,cage,cage,slippery,0.03,0.9898,0.9809,0.20506,0,1,1,0,0,0.02206,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.12,0.021599999999999998,scoop,scoop,thin_lip,0.034,0.9654,0.9464,0.17549,0,1,1,0,0,0.0,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.12,0.021599999999999998,scoop,scoop,thin_lip,0.04,0.9964,0.9949,0.20001,0,1,0,0,0,0.01701,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.12,0.021599999999999998,scoop,scoop,thin_lip,0.04,0.9981,0.9972,0.14706,0,1,1,0,0,0.0,0.96,0.24
posterior_only,thin_lip,normal,0.18,0.12,0.021599999999999998,scoop,scoop,thin_lip,0.024,0.9857,0.9714,0.19627,0,1,1,0,0,0.01327,0.96,0.24
posterior_only,slippery,normal,0.18,0.12,0.021599999999999998,cage,cage,slippery,0.032,0.967,0.9342,0.16117,0,1,1,0,0,0.0,0.96,0.24
posterior_only,slippery,normal,0.18,0.12,0.021599999999999998,cage,cage,slippery,0.032,0.9872,0.9744,0.18033,0,1,1,0,0,0.0,0.96,0.24
