policy,class,condition,velocity,switch_latency,switch_distance,required_strategy,active_strategy_at_contact,predicted_class,switch_started_distance,posterior_confidence,posterior_margin,impulse,harmful_contact,safe_success,final_success,late_switch,early_false_switch,regret,posterior_conf_threshold,posterior_margin_threshold
posterior_only,slippery,normal,0.1,0.03,0.003,cage,cage,slippery,0.034,0.8479,0.7011,0.16018,0,1,1,0,0,0.00518,0.82,0.16
posterior_only,slippery,normal,0.1,0.03,0.003,cage,cage,slippery,0.032,0.8292,0.6583,0.14324,0,1,1,0,0,0.0,0.82,0.16
posterior_only,thin_lip,normal,0.1,0.03,0.003,scoop,scoop,thin_lip,0.042,0.8618,0.807,0.15834,0,1,1,0,0,0.00334,0.82,0.16
posterior_only,thin_lip,normal,0.1,0.03,0.003,scoop,scoop,thin_lip,0.04,0.8658,0.7955,0.16763,0,1,1,0,0,0.01263,0.82,0.16
posterior_only,slippery,normal,0.1,0.03,0.003,cage,cage,slippery,0.034,0.8277,0.6672,0.14515,0,1,1,0,0,0.0,0.82,0.16
posterior_only,slippery,normal,0.1,0.03,0.003,cage,cage,slippery,0.036,0.8623,0.7325,0.17783,0,1,1,0,0,0.02283,0.82,0.16
posterior_only,thin_lip,normal,0.1,0.03,0.003,scoop,scoop,thin_lip,0.042,0.9299,0.9007,0.17298,0,1,1,0,0,0.01798,0.82,0.16
posterior_only,slippery,normal,0.1,0.03,0.003,cage,cage,slippery,0.028,0.9951,0.9915,0.15491,0,1,1,0,0,0.0,0.82,0.16
posterior_only,nominal,normal,0.1,0.03,0.003,pinch,pinch,nominal,,1.0,1.0,0.16053,0,1,1,0,0,0.00553,0.82,0.16
posterior_only,thin_lip,normal,0.1,0.03,0.003,scoop,scoop,thin_lip,0.034,0.9408,0.8863,0.17303,0,1,1,0,0,0.01803,0.82,0.16
posterior_only,fragile,normal,0.1,0.06,0.006,soft,soft,fragile,0.036,0.9432,0.9,0.15519,0,1,1,0,0,0.00019,0.82,0.16
posterior_only,thin_lip,normal,0.1,0.06,0.006,scoop,scoop,thin_lip,0.038,0.9908,0.9859,0.15615,0,1,1,0,0,0.00115,0.82,0.16
posterior_only,nominal,normal,0.1,0.06,0.006,pinch,pinch,nominal,,1.0,1.0,0.14841,0,1,1,0,0,0.0,0.82,0.16
posterior_only,nominal,normal,0.1,0.06,0.006,pinch,pinch,nominal,,1.0,1.0,0.16072,0,1,1,0,0,0.00572,0.82,0.16
posterior_only,slippery,normal,0.1,0.06,0.006,cage,cage,slippery,0.034,0.9356,0.8853,0.14433,0,1,1,0,0,0.0,0.82,0.16
posterior_only,fragile,normal,0.1,0.06,0.006,soft,soft,fragile,0.038,0.8206,0.7177,0.18134,0,1,1,0,0,0.02634,0.82,0.16
posterior_only,nominal,normal,0.1,0.06,0.006,pinch,pinch,nominal,,1.0,1.0,0.15075,0,1,1,0,0,0.0,0.82,0.16
posterior_only,nominal,normal,0.1,0.06,0.006,pinch,pinch,nominal,,1.0,1.0,0.1482,0,1,1,0,0,0.0,0.82,0.16
posterior_only,fragile,normal,0.1,0.06,0.006,soft,soft,fragile,0.032,0.9409,0.884,0.18638,0,1,1,0,0,0.03138,0.82,0.16
posterior_only,fragile,normal,0.1,0.06,0.006,soft,soft,fragile,0.03,0.9748,0.9501,0.13568,0,1,1,0,0,0.0,0.82,0.16
posterior_only,nominal,normal,0.1,0.06,0.006,pinch,pinch,nominal,,1.0,1.0,0.1567,0,1,1,0,0,0.0017,0.82,0.16
posterior_only,nominal,normal,0.1,0.06,0.006,pinch,soft,fragile,0.036,0.9176,0.8532,0.85342,1,0,0,0,1,0.69842,0.82,0.16
posterior_only,thin_lip,normal,0.1,0.06,0.006,scoop,scoop,thin_lip,0.038,0.9224,0.8878,0.16913,0,1,0,0,0,0.01413,0.82,0.16
posterior_only,nominal,normal,0.1,0.06,0.006,pinch,pinch,nominal,,1.0,1.0,0.14848,0,1,1,0,0,0.0,0.82,0.16
posterior_only,fragile,normal,0.1,0.06,0.006,soft,soft,fragile,0.038,0.905,0.8409,0.15179,0,1,1,0,0,0.0,0.82,0.16
posterior_only,slippery,normal,0.1,0.06,0.006,cage,cage,slippery,0.034,0.9446,0.8967,0.13996,0,1,1,0,0,0.0,0.82,0.16
posterior_only,thin_lip,normal,0.1,0.06,0.006,scoop,scoop,thin_lip,0.04,0.8794,0.8222,0.16514,0,1,1,0,0,0.01014,0.82,0.16
posterior_only,fragile,normal,0.1,0.06,0.006,soft,soft,fragile,0.034,0.8744,0.7671,0.11224,0,1,1,0,0,0.0,0.82,0.16
posterior_only,thin_lip,normal,0.1,0.06,0.006,scoop,scoop,thin_lip,0.044,0.9591,0.9435,0.15267,0,1,1,0,0,0.0,0.82,0.16
posterior_only,slippery,normal,0.1,0.06,0.006,cage,cage,slippery,0.028,0.8875,0.7749,0.1514,0,1,1,0,0,0.0,0.82,0.16
posterior_only,slippery,normal,0.1,0.06,0.006,cage,cage,slippery,0.03,0.964,0.9284,0.12653,0,1,1,0,0,0.0,0.82,0.16
posterior_only,nominal,normal,0.1,0.06,0.006,pinch,scoop,thin_lip,0.042,0.8674,0.8151,1.02237,1,0,0,0,1,0.86737,0.82,0.16
posterior_only,nominal,normal,0.1,0.06,0.006,pinch,soft,fragile,0.04,0.856,0.7777,0.97174,1,0,1,0,1,0.81674,0.82,0.16
posterior_only,fragile,normal,0.1,0.06,0.006,soft,soft,fragile,0.036,0.9918,0.9849,0.15301,0,1,1,0,0,0.0,0.82,0.16
posterior_only,thin_lip,normal,0.1,0.06,0.006,scoop,scoop,thin_lip,0.04,0.9333,0.8951,0.14884,0,1,1,0,0,0.0,0.82,0.16
posterior_only,nominal,normal,0.1,0.06,0.006,pinch,pinch,nominal,,1.0,1.0,0.14654,0,1,1,0,0,0.0,0.82,0.16
posterior_only,thin_lip,normal,0.1,0.06,0.006,scoop,scoop,thin_lip,0.04,0.8951,0.8539,0.16603,0,1,1,0,0,0.01103,0.82,0.16
posterior_only,nominal,normal,0.1,0.06,0.006,pinch,pinch,nominal,,1.0,1.0,0.16819,0,1,1,0,0,0.01319,0.82,0.16
posterior_only,nominal,normal,0.1,0.06,0.006,pinch,pinch,nominal,,1.0,1.0,0.11522,0,1,1,0,0,0.0,0.82,0.16
posterior_only,fragile,normal,0.1,0.06,0.006,soft,soft,fragile,0.038,0.8736,0.8196,0.11877,0,1,1,0,0,0.0,0.82,0.16
posterior_only,nominal,normal,0.1,0.06,0.006,pinch,pinch,nominal,,1.0,1.0,0.13762,0,1,1,0,0,0.0,0.82,0.16
posterior_only,thin_lip,normal,0.1,0.06,0.006,scoop,scoop,thin_lip,0.042,0.9303,0.8993,0.17061,0,1,1,0,0,0.01561,0.82,0.16
posterior_only,thin_lip,normal,0.1,0.06,0.006,scoop,scoop,thin_lip,0.036,0.9962,0.9938,0.18213,0,1,1,0,0,0.02713,0.82,0.16
posterior_only,nominal,normal,0.1,0.06,0.006,pinch,pinch,nominal,,1.0,1.0,0.183,0,1,1,0,0,0.028,0.82,0.16
posterior_only,slippery,normal,0.1,0.06,0.006,cage,cage,slippery,0.034,0.8223,0.6486,0.1615,0,1,1,0,0,0.0065,0.82,0.16
posterior_only,slippery,normal,0.1,0.06,0.006,cage,cage,slippery,0.03,0.9045,0.809,0.17288,0,1,1,0,0,0.01788,0.82,0.16
posterior_only,slippery,normal,0.1,0.06,0.006,cage,cage,slippery,0.036,0.9174,0.8354,0.16876,0,1,1,0,0,0.01376,0.82,0.16
posterior_only,nominal,normal,0.1,0.06,0.006,pinch,pinch,nominal,,1.0,1.0,0.16399,0,1,1,0,0,0.00899,0.82,0.16
posterior_only,slippery,normal,0.1,0.06,0.006,cage,cage,slippery,0.036,0.8418,0.6897,0.1851,0,1,1,0,0,0.0301,0.82,0.16
posterior_only,thin_lip,normal,0.1,0.06,0.006,scoop,scoop,thin_lip,0.04,0.9835,0.9751,0.14375,0,1,1,0,0,0.0,0.82,0.16
posterior_only,thin_lip,normal,0.1,0.06,0.006,scoop,scoop,thin_lip,0.04,0.8703,0.8119,0.12666,0,1,1,0,0,0.0,0.82,0.16
posterior_only,thin_lip,normal,0.1,0.06,0.006,scoop,scoop,thin_lip,0.042,0.9583,0.9403,0.14599,0,1,1,0,0,0.0,0.82,0.16
posterior_only,fragile,normal,0.1,0.06,0.006,soft,soft,fragile,0.03,0.9945,0.989,0.17781,0,1,1,0,0,0.02281,0.82,0.16
posterior_only,slippery,normal,0.1,0.06,0.006,cage,cage,slippery,0.032,0.9902,0.9804,0.17769,0,1,1,0,0,0.02269,0.82,0.16
posterior_only,fragile,normal,0.1,0.06,0.006,soft,soft,fragile,0.034,0.9881,0.9765,0.15444,0,1,1,0,0,0.0,0.82,0.16
posterior_only,slippery,normal,0.1,0.06,0.006,cage,cage,slippery,0.018,0.9381,0.8762,0.16645,0,1,1,0,0,0.01145,0.82,0.16
posterior_only,fragile,normal,0.1,0.06,0.006,soft,soft,fragile,0.026,0.995,0.99,0.14783,0,1,1,0,0,0.0,0.82,0.16
posterior_only,thin_lip,normal,0.1,0.06,0.006,scoop,scoop,thin_lip,0.04,0.8727,0.8072,0.13194,0,1,1,0,0,0.0,0.82,0.16
posterior_only,nominal,normal,0.1,0.06,0.006,pinch,pinch,nominal,,1.0,1.0,0.13757,0,1,1,0,0,0.0,0.82,0.16
posterior_only,nominal,normal,0.1,0.06,0.006,pinch,pinch,nominal,,1.0,1.0,0.13311,0,1,1,0,0,0.0,0.82,0.16
posterior_only,nominal,normal,0.1,0.06,0.006,pinch,pinch,nominal,,1.0,1.0,0.1205,0,1,1,0,0,0.0,0.82,0.16
posterior_only,nominal,normal,0.1,0.06,0.006,pinch,soft,fragile,0.04,0.8651,0.7826,0.87734,1,0,0,0,1,0.72234,0.82,0.16
posterior_only,nominal,normal,0.1,0.06,0.006,pinch,pinch,nominal,,1.0,1.0,0.20276,0,1,1,0,0,0.04776,0.82,0.16
posterior_only,slippery,normal,0.1,0.06,0.006,cage,cage,slippery,0.034,0.8551,0.7425,0.10442,0,1,1,0,0,0.0,0.82,0.16
posterior_only,thin_lip,normal,0.1,0.06,0.006,scoop,scoop,thin_lip,0.04,0.8569,0.7876,0.15633,0,1,1,0,0,0.00133,0.82,0.16
posterior_only,fragile,normal,0.1,0.06,0.006,soft,soft,fragile,0.04,0.8392,0.7341,0.12585,0,1,1,0,0,0.0,0.82,0.16
posterior_only,nominal,normal,0.1,0.06,0.006,pinch,pinch,nominal,,1.0,1.0,0.14376,0,1,1,0,0,0.0,0.82,0.16
posterior_only,thin_lip,normal,0.1,0.06,0.006,scoop,scoop,thin_lip,0.04,0.8656,0.8051,0.1401,0,1,1,0,0,0.0,0.82,0.16
